,input_en,output_de,gt_de
767,High class group of business people including older men have drinks in park.,"Eine Gruppe von Geschäftsleuten, darunter ältere Männer, trink","Gruppe hochrangiger Geschäftsleute, darunter auch ältere Personen, nehmen in einem Park Drinks zu sich."
768,Woman talking to friend while walking dog outside on a sunny day.,Eine Frau unterhält sich mit einem Freund und geht an son,Frau spricht mit Freundin während Spaziergangs mit Hund im Freien an einem sonnigen Tag.
769,A young man wearing a gray and black shirt and a white headband,Ein junger Mann in einem grau-schwarzen Hemd und,Ein junger Mann in einem schwarz-weißen Shirt und weißem Stirnband.
770,Two people are riding a motorcycle along with many other riders.,Zwei Personen fahren mit vielen anderen Motorradfahrern auf einem Motor,Zwei Personen fahren Motorrad gemeinsam mit vielen anderen Motorradfahrern.
771,Two women in military uniform are standing with other soldiers in formation.,Zwei Frauen in Militärmitteln stehen mit anderen Soldaten,Zwei Frauen in Militäruniformen stehen mit anderen Soldaten in Formation.
772,Three girls are smiling for a picture.,"Drei Mädchen lächeln für ein Foto.�
<unused64>assistant",Drei Mädchen lächeln für ein Foto.
773,The lady wearing black rimmed glasses and a yellow sweater jacket looks confused as she sits on the tan covered bench.,Die Dame mit schwarzen Randbrillen und einer gelben Jac,Die Dame mit der schwarz gerahmten Brille und der gelben Sweatjacke blickt verwirrt während sie auf der braunen Bank sitzt.
774,A red-haired young man drinks from a water fountain shaped like a woman.,Ein rothaariger junger Mann trinkt aus einer Brunnen,"Ein rothaariger junger Mann trinkt aus einem Springbrunnen, der wie eine Frau geformt ist."
775,Two men and a woman are walking down a city street.,Zwei Männer und eine Frau gehen auf einer Straße durch die Stadt,Zwei Männer und eine Frau gehen eine Straße in einer Stadt entlang.
776,A middle-aged man with red-hair and glasses holding an infant.,Ein Mann mittleren Alters mit roter Haarfärbung und,Ein Mann mittleren Alters mit roten Haaren und Brille hält einen Säugling.
777,A young boy in a red hat rides on a horse.,Ein kleiner Junge mit einem roten Hut reitet auf dem Pferd,Ein kleiner Junge mit roter Mütze reitet auf einem Pferd.
778,Two boys are playing on the sidewalk.,"Zwei Jungen spielen auf dem Gehweg.�
0assistant",Zwei Jungen spielen auf dem Gehsteig.
779,A little girl wearing a black swimming suit holding a shovel at a beach.,Ein kleines Mädchen in einem schwarzen Badeanzug hält an der Küste,Ein kleines Mädchen in einem schwarzen Badeanzug hält eine Schaufel am Strand.
780,Old man wearing a hat and coat sleeping sitting up on a sofa.,"Ein alter Mann mit Hut und Mantel, der auf einem Sofa",Alter Mann mit Hut und Mantel schläft im Sitzen auf einem Sofa.
781,Two boys are looking up at the sky and waving theirs arms and they are dressed in clothes to keep them warm.,"Zwei Jungen schauen nach oben und schwenken ihre Arme,",Zwei Jungen in Winterkleidung sehen zum Himmel hoch und winken mit den Armen.
782,A young couple sits on the sidewalk and relaxes together.,Ein junges Paar sitzt auf dem Bürgersteig und ru,Ein junges Paar sitzt auf dem Gehsteig und entspannt gemeinsam.
783,A youth wearing a shirt and tie crouching down and giving the peace sign.,Ein Jugendlicher in Hemd und Krawatte kniet nieder,Ein Jugendlicher in Hemd und Krawatte kniet und macht ein Peace-Zeichen.
784,Three people sitting at a table outside Bar Gelati Tabacchi.,Drei Personen sitzen an einem Tisch im Hof von Bar Gelatini,Drei Personen sitzen an einem Tisch vor der Bar Gelati Tabacchi.
785,A boy in a black shirt and red wristbands hanging upside down while other people look on.,Ein Junge mit schwarzem Hemd und roten Armbändern,Ein Junge in einem schwarzen Shirt und mit roten Schweißbändern hängt kopfüber während andere Leute zusehen.
786,A man walking in front of a colorful wall mural.,Ein Mann geht vor einer farbenfrohen Wandmalerei entlang,Ein Mann geht vor einem bunten Wandgemälde vorbei.
787,A young man walking with another young man glances back at three girls they just passed,"Ein junger Mann geht mit einem anderen jungen Mann vorbei, blick","Ein junger Mann, der mit einem weiteren jungen Mann unterwegs ist, blickt sich nach drei Mädchen um, an denen sie gerade vorbeigegangen sind."
788,A man trimming a palm tree inside a patio-type cafe'.,Ein Mann schneidet eine Palme im Patio eines Cafés.,Ein Mann schneidet in einem gartenähnlichen Café eine Palme zurück.
789,Five people walking up a set of stairs led by a woman in a pink shirt and brown skirt.,"Fünf Personen gehen eine Treppe hinauf, die von einer Frau","Fünf Personen, angeführt von einer Frau in einem pinken Hemd und braunen Rock, gehen eine Treppe hoch."
790,A group of people at an outdoor fruit market,Eine Gruppe von Leuten auf einem Markt für Obst im Freien.,Eine Gruppe von Menschen auf einem Obstmarkt im Freien.
791,Two boys eat their McDonalds lunch in an outdoor seating area surrounded by many other people.,Zwei Jungen essen ihre McDonald's-Mittagessen auf,"Zwei Jungen essen ihr McDonald's-Menü im Außenbereich, umgeben von vielen anderen Leuten."
792,A woman wearing a denim jacket walking along a sidewalk,Eine Frau in einer Jeansjacke geht einen Gehweg entlang.,Eine Frau in einer Jeansjacke geht auf einem Gehweg.
793,A man driving a four wheeled vehicle with four passengers riding on the front and a man sitting sideways on the back.,"Ein Mann, der einen vier Räderfahrzeug mit vier Pass",Ein Mann fährt ein Allradfahrzeug mit vier Passagieren vorne und einem seitlich sitzenden Mann hinten.
794,A man in a teal shirt reads a newspaper.,Ein Mann im blauschwarzen Hemd liest Zeitung.,Ein Mann in einem smaragdgrünen Hemd liest eine Zeitung.
795,A boy in a stroller is wearing a green shirt and holding a book.,Ein Junge im Kinderwagen trägt ein grünes Hemd und,Ein Junge in einem Rutschfahrzeug trägt ein grünes Shirt und hält ein Buch.
796,Two children sit side by side while eating a treat.,Zwei Kinder sitzen nebeneinander und essen einen Genuss.�,Zwei Kinder sitzen nebeneinander und essen Süßigkeiten.
797,"People are riding bicycles in the street, and they are all wearing helmets.",Menschen fahren auf Fahrrädern die Straße entlang und alle,"Radfahrer auf der Straße, alle tragen Helme."
798,Crowds of people are all riding bicycles.,"Menschenmassen fahren auf Fahrrädern.[
q","Menschengruppen, die alle Fahrrad fahren."
799,A man seated on a platform with wheels is being pulled by a burrow.,"Ein Mann, der auf einer Plattform mit Rädern sitzt und",Ein Mann sitzt auf einer Plattform mit Rädern und wird von einem Esel gezogen.
800,A man on a bicycle pedals through an archway.,Ein Mann auf einem Fahrrad fährt durch eine Arkade.�,Ein Mann fährt auf einem Fahrrad durch einen Torbogen.
801,A colorfully dressed young man with visible skin lesions is sitting and smoking a cigarette.,"Ein junger Mann, der eine bunter Kleidung trägt und sicht",Ein bunt gekleideter junger Mann mit sichtbaren Hautverletzungen sitzt und raucht eine Zigarette.
802,Two men in suits under an umbrella and in front of graffiti.,Zwei Männer im Anzug unter einem Schirm vor Graffiti.,Zwei Männer in Anzügen unter einem Regenschirm vor einem Graffiti.
803,An old skinny man wearing the dirty white shirt riding on a bicycle on the street,"Ein alter, schlank erscheinender Mann in einem versch",Ein dünner alter Mann trägt ein schmutziges weißes Hemd und fährt Fahrrad auf der Straße.
804,On horseback a man attempts to rope a young bull.,Ein Mann auf einem Pferd versucht einen jungen Bullen zu re,"Ein Mann versucht, einen jungen Stier von einem Pferd aus mit dem Seil zu fangen."
805,A cowboy is attempting to lasso a calf while riding a horse.,"Ein Cowboy versucht, ein Kalb mit einem Lasso zu um",Ein Cowboy versucht von einem Pferd aus ein Kalb mit dem Lasso zu fangen.
806,Two bicyclists with helmets on are riding past some empty country fields.,Zwei Radfahrer mit Helm fahren an leeren landwirtschaftlichen Fel,Zwei Radfahrer mit Helmen fahren an ein paar abgeernteten Feldern vorbei.
807,A man is leaning over and pulling something out of a bag.,Ein Mann lehnt sich über und zieht etwas aus einer Tasche,Ein Mann beugt sich zur Seite und zieht etwas aus einer Tasche.
808,A man in a motor cart rides by to witness the park area.,"Ein Mann auf einem Motorwagen fährt vorbei, um den Park","Ein Mann fährt in einem motorisierten Wagen vorbei, um den Park zu sehen."
809,"A person with tattoos is looking at a photo on a digital camera, or cellphone.",Eine Person mit Tätowierungen schaut auf ein Foto in einer,Eine tätowierte Person betrachtet ein Foto auf einer Digitalkamera oder einem Handy.
810,A man in a black shirt and jeans standing on the sidewalk looking at the camera.,Ein Mann im schwarzen Hemd und Jeans steht auf dem Bür,Ein Mann in einem schwarzen Hemd und Jeans steht auf dem Gehsteig und blickt in die Kamera.
811,A boy and girl standing together on the pavement as they look at an object.,"Ein Junge und ein Mädchen stehen zusammen auf dem Gehweg,",Ein Junge und ein Mädchen stehen gemeinsam auf dem Gehsteig und betrachten einen Gegenstand.
812,Several people in blue scrubs and one in a skirt and black blouse.,Mehrere Personen mit blauen Scrubber und eine Person im Rock,Mehrere Personen in blauen Kitteln und eine in einem Rock und schwarzer Bluse.
813,A woman and a dog sit on a white bench near a beach.,Eine Frau und ein Hund sitzen auf einer weißen Bank nahe am,Eine Frau und eine Hund sitzen auf einer weißen Bank in der Nähe eines Strandes.
814,Two women are walking in dirt outside a large building.,Zwei Frauen gehen im Freien neben einem großen Gebäude über Schmut,Zwei Frauen gehen auf der Erde vor einem Gebäude.
815,A group of men and a child in white shirts are standing in the road.,Eine Gruppe von Männern und einem Kind mit weißen Hemden stehen,Eine Gruppe von Männern und ein Kind in weißen Shorts stehen auf der Straße.
816,A woman wearing all black and carrying a black bag on sidewalk,Eine Frau in schwarzer Kleidung und mit einer schwarzen Tasche auf,Eine ganz in schwarz gekleidete Frau trägt auf dem Gehsteig eine schwarze Tasche.
817,Group of men sitting around a table having a conversation.,Gruppe von Männern sitzt um einen Tisch herum und unterhält sich,Gruppe von Männern sitzt an einem Tisch und unterhält sich.
818,A mural on the side of a building.,Eine Wandmalerei auf der Seite eines Gebäudes.�,Ein Wandgemälde auf einem Gebäude.
819,An Asian man wearing gloves is working at a food stall.,Ein asiatischer Mann mit Handschuhen arbeitet an einem,Ein asiatischer Mann mit Handschuhen arbeitet an einem Imbissstand.
820,Woman sitting at a table while working on her laptop computer.,Eine Frau sitzt an einem Tisch und arbeitet mit ihrem Laptop-,Frau sitzt an einem Tisch und arbeitet an ihrem Laptop.
821,A person is looking at the computer on a desk with a phone and a box.,Eine Person schaut auf ein Computer an einem Schreibtisch mit Telefon,Eine Person sieht zum Computer auf einem Tisch mit einem Telefon und einer Schachtel.
822,A man sits in a chair watching people stroll by.,"Ein Mann sitzt auf einem Stuhl und schaut zu, wie Leute","Ein Mann sitzt in einem Stuhl und beobachtet Leute, die vorbeigehen."
823,Two people wearing hats are standing in a field tending to a crop.,Zwei Personen mit Hüten stehen auf einem Feld und pflegen ein,Zwei Personen mit Hüten stehen auf einem Feld und pflegen Nutzpflanzen.
824,Some leaping over a high bar in Barcelona.,Einige springen über eine hohe Stange in Barceona,Jemand springt in Barcelona über ein Reck.
825,A man dressed in boots and a cowboy hat sits atop a horse that is jumping while spectators sit in the stands.,Ein Mann im Stiefeln und mit Cowboyhut sitzt auf,Ein Mann in Stiefeln und einem Cowboyhut sitzt auf einem springenden Pferd während Zuschauer auf den Tribünen sitzen.
826,Two young girls are sitting on the street eating corn.,Zwei kleine Mädchen sitzen auf der Straße und essen Mais.�,Zwei junge Mädchen sitzen auf der Straße und essen Mais.
827,"Three children in football uniforms of two different teams are playing football on a football field, while another player and an adult stand in the background.",Drei Kinder mit Football-Uniformen von zwei verschiedenen Manns,Drei Kinder in Footballtrikots zweier verschiedener Mannschaften spielen Football auf einem Footballplatz während ein weiterer Spieler und ein Erwachsener im Hintergrund stehen.
828,A young child with a dirty face being held by an old woman.,Ein kleines Kind mit schmutziger Haut wird von einer alten,Ein kleines Kind mit schmutzigem Gesicht wird von einer alten Frau gehalten.
829,A man with glasses looks at camera while another man in a blue shirt looks intently at something.,Ein Mann mit Brille schaut auf die Kamera und ein anderer,Ein Mann mit Brille blickt in die Kamera während ein anderer Mann in einem blauen Hemd sich auf etwas konzentriert.
830,Two people sitting under a tree picking a green vegetable.,Zwei Personen sitzen unter einem Baum und pflücken eine grüne,Zwei Personen sitzen unter einem Baum mit grünem Gemüse.
831,A young boy wearing a blue hat is looking through a telescope while another boy watches.,Ein kleiner Junge mit einem blauen Hut schaut durch ein Teleskop,Ein kleiner Junge mit einer blauen Mütze blickt durch ein Teleskop während ein anderer Junge zusieht.
832,3 men cooking in a small kitchen.,"Drei Männer kochen in einer kleinen Küche.�
qassistant",3 Männer kochen in einer kleinen Küche.
833,A young girl wearing a gray snowsuit skiing on a snowy mountain.,Ein kleines Mädchen in einem grauen Skianzug fährt auf ein,Ein junges Mädchen in einem grauen Schneeanzug fährt Ski auf einem verschneiten Berg.
834,A group of village women gathered in dance,Eine Gruppe von Frauen aus einem Dorf hat sich zu einer Tanz,Eine Gruppe von Dorfbewohnerinnen versammelt sich beim Tanz.
835,A man and a woman are sorting through laundry with latex gloves on.,Ein Mann und eine Frau sortieren Wäsche mit Latexhand,Ein Mann und eine Frau sortieren Wäsche mit Latexhandschuhen.
836,A young girl sitting on a wooden chair.,Ein junges Mädchen sitzt auf einem Holzstuhl.0,Ein junges Mädchen sitzt auf einem Holzstuhl.
837,Two workers weld the bars of a fence near a busy suburban street.,"Zwei Arbeiter schweißen an einem Zaun, der in",Zwei Arbeiter verschweißen die Stangen eines Zauns an einer viel befahrenen Vorstadtstraße.
838,A long-haired young man skateboarding on the rails on a cloudy day.,Ein langhaariger junger Mann fährt an einem bewölkten,Ein junger Mann mit langen Haaren fährt an einem bewölkten Tag Skateboard auf dem Geländer.
839,In a outdoor market two men shovel snow and slush out of the path.,In einem Markt auf der Straße schaufeln zwei Männer Schnee,Zwei Männer schaufeln auf einem Freiluftmarkt den Weg von Schnee und Matsch frei.
840,A guy wearing a white shirt is playing a white guitar.,Ein Mann in einem weißen Oberteil spielt eine weiße Gitarre,Ein Typ in einem weißen Hemd spielt auf einer weißen Gitarre.
841,A young girl shows her friends how to use a disposable camera.,"Ein kleines Mädchen zeigt seinen Freunden, wie man eine Disposable-","Ein junges Mädchen zeigt seiner Freundin, wie man eine Einwegkamera verwendet."
842,A little boy jumping off of a dock into a lake.,Ein kleiner Junge springt von einem Kai in einen See.,Ein kleiner Junge springt von einem Steg in einen See.
843,Lady with a green mask at the dentist and she just look very unhappy.,Eine Dame mit einer grünen Maske ist beim Zahnarzt und,Eine sehr unglücklich aussehende Dame mit einer grünen Maske beim Zahnarzt.
844,A man with an orange jacket and blue hat climbing a snowy mountain.,Ein Mann mit einer orangen Jacke und einem blauen Hut,Ein Mann mit einer orangen Jacke und blauem Mütze klettert auf einen verschneiten Berg.
845,A little girl with blond-hair is playing and splashing in a mud puddle.,Ein kleines Mädchen mit blonden Haaren spielt und schüt,Ein kleines Mädchen mit blonden Haaren spielt und spritzt in einer Schlammpfütze.
846,A child is riding a bike down an alleyway with graffiti in it.,"Ein Kind fährt mit dem Fahrrad eine Gasse entlang, die",Ein Kind fährt auf einem Fahrrad durch eine Gasse mit einem Graffiti.
847,A gymnast is being judged at en event.,"Ein Turner wird in einem Wettbewerb bewertet.<unused64>
qassistant",Eine Turnerin wird bei einer Veranstaltung beurteilt.
848,People walking down the street with a street vendor.,Menschen gehen die Straße entlang und ein Straßenhändler ist dabei.,Menschen gehen auf einer Straße mit einem Straßenhändler.
849,"Man clothed in a traditional dress like attire, while standing next to his mule who also seems to be clothed as well.",Ein Mann trägt traditionelles Kleidungsstück und steht neben seinem,"Ein Mann in traditionellem Gewand steht neben seinem Esel, der anscheinend auch bekleidet ist."
850,Two children are playing on a bicycle.,"Zwei Kinder spielen auf einem Fahrrad.�
qassistant",Zwei Kinder spielen auf einem Fahrrad.
851,Two men on opposing teams are playing soccer in a field.,Zwei Männer von gegnerischen Mannschaften spielen Fußball auf einem,Zwei Männer aus gegnerischen Mannschaften spielen Fußball auf einem Fußballplatz.
852,A man jumps and poses for photographers lying on the ground.,"Ein Mann springt und posiert für Fotografen, der","Ein Mann springt in die Luft und posiert für Fotografen, die auf dem Boden liegen."
853,The girl is taking a drink from a water fountain.,Das Mädchen trinkt aus einem Brunnenwasserbrunnen.0,Das Mädchen trinkt aus einem Springbrunnen.
854,The spelunker finds water during his trek.,Der Speläner findet Wasser während seiner Trekkingreise.0,Der Hobbyhöhlenforscher findet auf seiner Wanderung Wasser.
855,A man in a lab coat is looking through a microscope.,Ein Mann mit Laborkittel schaut durch ein Mikroskop,Ein Mann in einem Laborkittel blickt durch ein Mikroskop.
856,A blond girl sleeps on a brown couch.,Ein blonder Mädchen schläft auf einer braunen Couch.,Ein blondes Mädchen schläft auf einer braunen Couch.
857,A man sweeps a sidewalk outside of a brick building during the day.,Ein Mann putzt einen Bürgersteig vor einem Backste,Ein Mann kehrt tagsüber den Gehsteig vor einem Ziegelbau.
858,Three men are cooking in a kitchen.,,Drei Männer kochen in einer Küche.
859,A man on a scaffold in front of a house is smiling and posing for the photographer.,Ein Mann steht auf einem Gerüst vor dem Haus und lä,Ein Mann auf einem Gerüst vor einem Haus lächelt und posiert für den Fotografen.
860,Two girls in shorts are holding hands at a pool.,Zwei Mädchen im Shorts halten sich an einem Schwimmbadhand.,Zwei Mädchen in Shorts halten Händchen an einem Pool.
861,Four Asian kids sit on a bench and wave and smile to the camera.,Vier asiatische Kinder sitzen auf einer Bank und schwenken,Vier asiatische Kinder sitzen auf einer Bank und winken lächelnd in die Kamera.
862,Children ride bikes in what appears to be an impoverished nation.,Kinder fahren mit Fahrrädern durch eine armenische Nation,Kinder auf Fahrrädern in einem scheinbar verarmten Land.
863,"A young boy, wearing a chef's hat and apron, is cutting sausages in a kitchen.",Ein kleiner Junge mit Chefhut und Schürze schneidet Wür,Ein kleiner Junge mit Kochmütze und Schürze schneidet in einer Küche Würstchen.
864,This is a clown at an elementary school.,Dieser Clown ist in einer Grundschule zu sehen.0,Das ist ein Clown in einer Grundschule.
865,The smiling ship captain is holding the wheel of his wooden ship.,Der lächelnde Schiffskapitan hält den Ruder,Der Schiffskapitän lächelt und hält das Steuerrad seines hölzernen Schiffs.
866,A yellow bulldozer working to move dirt.,"Ein gelbes Bulldozer, das Erde bewegt.�",Ein gelber Bulldozer schafft Erdreich aus dem Weg.
867,A woman in a red shirt is riding an all white horse that is galloping along the trees.,Eine Frau im roten Oberteil reitet auf einem weißen Pferd,"Eine Frau in einem roten Hemd reitet auf einem weißen Pferd, das an den Bäumen entlang galoppiert."
868,A woman sitting on a very large rock smiling at the camera with trees in the background.,Eine Frau sitzt auf einem sehr großen Felsen und lächelt,Eine Frau sitzt vor Bäumen im Hintergrund auf einem sehr großen Stein und lächelt in die Kamera.
869,Three men wearing brightly colored costumes take to the streets with wigs and crazy sunglasses.,Drei Männer in bunten Kostümen gehen mit Wigs,"Drei Männer in bunten Kostümen, Perücken und verrückten Sonnenbrillen gehen auf die Straße."
870,A girl plays in a small pool.,"Ein Mädchen spielt im kleinen Schwimmbecken.0
+",Ein Mädchen spielt in einem kleinen Pool.
871,"Two children, a boy in a yellow shirt and a girl in blue and white stripes, swinging.",Zwei Kinder – ein Junge mit gelbem Hemd und eine,"Zwei Kinder, ein Junge in einem gelben Shirt und ein Mädchen in blau-weiß gestreiften Klamotten, schaukeln."
872,A man throws a fishing net into the bay.,Ein Mann wirft einen Angelnetzkasten ins Meer.,Ein Mann wirft ein Fischernetz in die Bucht.
873,"A man wearing a gray shirt, blue jeans and a neon green safety vest is standing on a railroad track with a white truck and a white building in the background.",Ein Mann mit einem grauen Hemd und blauer Jeans,"Ein Mann mit einem grauen Shirt, blauen Jeans und neongrüner Sicherheitsweste steht mit einem weißen Lieferwagen und einem weißen Gebäude im Hintergrund auf einer Bahnstrecke."
874,Two construction workers are laying sheet metal across beams.,Zwei Bauarbeiter legen Blech über Stangen ab.�,Zwei Bauarbeiter legen Blech über Balken.
875,There is a band on stage with band members wearing hints of blue.,"Eine Band steht auf der Bühne, mit den Bandmitgliedern",Eine Band mit dezent in blau gekleideten Bandmitgliedern steht auf der Bühne.
876,A rocker with his shirt off sings into a microphone while he plays the drums.,Ein Rocker mit freiem Oberkörper singt in ein Mikro,Ein Rocker mit freiem Oberkörper singt in ein Mikrofon während er Schlagzeug spielt.
877,"I see a man putting his items from the shopping cart, ready to be checked out.","Ich sehe einen Mann, der seine Sachen aus dem Einkaufsw","Ich sehe einen Mann, der die Artikel aus seinem Einkaufswagen nimmt um zu bezahlen."
878,The man with the cane is on a walk.,Der Mann mit dem Stock geht spazieren purée.�,Der Mann mit dem Spazierstock macht einen Spaziergang.
879,A woman wearing a white shirt works out on an elliptical machine.,Eine Frau in einem weißen Oberteil übt auf einer ellip,Eine Frau in einem weißen Pullover trainiert auf einem Crosstrainer.
880,A girl wearing a mask rides on a man's shoulders through a crowded sidewalk.,Ein Mädchen mit einer Maske fährt auf den Schultern eines Mannes,Ein Mädchen mit einer Maske reitet auf den Schultern eines Mannes durch eine Menschenmenge.
881,"Two girls, one older and in black and one younger and in white, are performing the same ballet move in front of decorations made from balloons.","Zwei Mädchen, eines davon älter und schwarz gekleidet und","Zwei Mädchen, eines älter und in Schwarz, das andere jünger und in Weiß, machen dieselbe Tanzbewegung vor einer Dekoration aus Ballons."
882,Several women are performing a dance in front of a building.,Mehrere Frauen führen vor einem Gebäude ein Tanzauftritt auf,Mehrere Frauen führen vor einem Gebäude einen Tanz auf.
883,A bald man walking down a city sidewalk while talking on his cellphone.,Ein kahlköpfiger Mann geht über einen Gehsteig,Ein glatzköpfiger Mann geht auf einem Gehsteig und telefoniert mit seinem Handy.
884,A woman plays with finger puppets as a small child in a costume walks by.,"Eine Frau spielt Fingerpuppen, während ein kleines Kind im",Eine Frau spielt mit Fingerpuppen während ein kleines Kind in einem Kostüm vorbeigeht.
885,A group of people watch young men play the drums using makeshift buckets as instruments.,"Eine Gruppe von Menschen betrachtet junge Männer, die mit Strohhal","Eine Gruppe von Leuten beobachtet junge Männer, die auf Eimern Schlagzeug spielen."
886,A girl with normal and improvised safety gear rollerblades.,Ein Mädchen mit Normal- und improvisierter Sicherheitsausrüstung fährt,Ein Mädchen mit gewöhnlicher und improvisierter Schutzausrüstung fährt Rollerblades.
887,A small white car is on the train tracks and may or may not have been hit by the train behind it.,Ein kleiner weißer Wagen ist auf den Gleisen und kann,Ein kleines weißes Auto steht auf den Bahngleisen und wurde eventuell vom Zug im Hintergrund gerammt.
888,Two rockers are singing and playing on a dark stage.,Zwei Rocker singen und spielen auf einer dunklen Bühne.�,Zwei Rocker singen und spielen auf einer dunklen Bühne.
889,"A girl wearing a baseball cap, white t-shirt and blue shorts is standing in a rock-bottomed, forest-lined mountain stream.","Ein Mädchen mit Baseballmütze, weißem T-Shirt und","Ein Mädchen mit einer Baseballmütze, weißem T-Shirt und blauen Shorts steht in einem von Wald umgebenen Gebirgsbach."
890,Two men playing guitar in front of a large audience.,Zwei Männer spielen vor einem großen Publikum Gitarre.0,Zwei Männer spielen Gitarre vor einem großen Publikum.
891,A number of people are dancing with their significant others in front of this huge house.,Viele Menschen tanzen vor einem großen Haus mit ihren Partnern,Mehrere Leute tanzen vor diesem riesigen Haus mit ihren Partnern.
892,Woman and dog selling her wares on the old building steps outside.,Eine Frau und ihr Hund verkaufen ihre Waren an den Stufen eines,Frau mit Hund verkauft ihre Ware im Freien auf den Treppen des alten Gebäudes.
893,"A woman and two men, that are dressed professionally, are having a discussion.",Eine Frau und zwei Männer in professioneller Kleidung diskutieren miteinander,Eine Frau diskutiert mit zwei professionell gekleideten Männern.
894,A group of men in red and black jackets waits on motorcycles.,Eine Gruppe von Männern mit roten und schwarzen Jacke wartet auf,Eine Gruppe von Männern in roten und schwarzen Jacken sitzt auf Motorrädern und wartet.
895,A guy dressed in a white uniform with a number 3 on it playing soccer.,Ein Mann mit einem weißen Trikot und der Nummer „3,Ein Typ in einem weißen Trikot mit der Nummer 3 auf dem Rücken spielt Fußball.
896,A man is selling snacks at a sporting event.,Ein Mann verkauft bei einem Sportturnier Snacks.<unused64>,Ein Mann verkauft Snacks bei einer Sportveranstaltung.
897,Two males from the green team tackles the other members from black team for the ball in a game of rugby.,Zwei Spieler der grünen Mannschaft greifen den anderen Spielern von der,"Zwei Männer vom grünen Team tackeln in einem Rugbymatch die anderen Spieler des schwarzen Teams, um an den Ball zu kommen."
898,Kids compete to gain possession of the soccer ball.,"Kinder kämpfen um den Ball zu bekommen.[
�assistant",Kinder kämpfen um den Ballbesitz.
899,A person in blue is the only person currently throwing their ball at a bowling alley.,"Eine Person im blauen Gewand ist die einzige, der Ball",Eine Person in Blau wirft auf einer Bowlingbahn als einzige ihre Kugel.
900,Several football players on a field in action.,Mehrere Football-Spieler auf einem Feld im Spiel.�,Mehrere Fußballer auf einem Feld in Aktion.
901,"Young man sitting on a skateboard, holding a cellphone, and posing on the escalator.",Junge sitzt auf einem Skateboard und hält ein Mobiltelefon im,"Junger Mann sitzt auf einem Skateboard, hält sein Handy und posiert auf der Rolltreppe."
902,A lady dressed in blue running a marathon.,"Eine Frau, die blau gekleidet ist und einen Marathon läuft",Eine blau gekleidete Frau läuft einen Marathon.
903,This band is getting ready to perform in front of an audience at church.,"Diese Band bereitet sich auf ein Konzert vor, das sie",Diese Band bereitet sich auf einen Auftritt vor Publikum in einer Kirche vor.
904,# 8 for Iowa State stiff arms a Texas AM player attempting to tackle him.,#8 von Iowa State schützelt sich vor einem Ang,"Die # 8 von Iowa State streckt den Arm in Richtung eines Spielers der Texas AM beim Versuch, ihn zu tackeln."
905,"Two male curling players are on ice sweeping the path in front of polished rock, a small crowd watches.",Zwei männliche Curlingspieler auf dem Eis schütteln den,"Zwei männliche Curler sind auf dem Eis und wischen den Pfad vor dem Stein, während eine kleine Menschenmenge zusieht."
906,Men play soccer on a muddy field.,Männer spielen auf einem schlammigen Feld Fußball.<unused64>,Männer spielen auf einem matschigen Platz Fußball.
907,A basketball player in white squats while a player in red moves toward him.,"Ein Basketballspieler im weißen Squattet, während ein Spieler mit",Ein Basketballspieler in Weiß geht in die Hocke während ein Spieler in Rot auf ihn zu läuft.
908,People walk through an arch in an old-looking city.,Menschen gehen durch eine Arkade einer alten Stadt entlang.�,Menschen gehen durch einen Torbogen in einer alt aussehenden Stadt.
909,"Two race cars, one red and one blue, are driving side by side down a racetrack while being watched by several onlookers.",Zwei Rennwagen fahren in der gleichen Richtung und werden von mehreren,"Zwei Rennautos, eines rot und das andere blau, fahren nebeneinander auf einer Rennstrecke während mehrere Personen zusehen."
910,A football player in a white uniform is holding a football.,Ein Footballspieler im weißen Trikot hält einen Fußball.0,Ein Footballspieler in einem weißen Trikot hält einen Football.
911,A very young boy stares ahead as he is biting onto a small object.,"Ein sehr kleines Kind blickt vorwärts, während es sich",Ein sehr kleiner Junge guckt nach vorne während er in einen kleinen Gegenstand beißt.
912,A woman and a child are walking down a street.,Eine Frau und ein Kind gehen eine Straße entlang.0,Eine Frau und ein Kind gehen eine Straße entlang.
913,A hockey game is being played with lots of people watching it.,Ein Hockeyspiel wird mit vielen Zuschauern beobachtet.0,Ein Hockeyspiel wird vor großem Publikum gespielt.
914,Three woman bouncing on balls in the grass.,"Drei Frauen auf Bällen im Gras.�
+assistant",Drei Frauen springen im Gras auf Bällen.
915,"An African-American boy wearing blue shorts, a black and red shirt, and white sneakers, is playing tennis.",Ein afroamerikanisches Junge in blauen Shorts und einem schwarz/,"Ein afroamerikanischer Junge in blauen Shorts, einem schwarz-roten Shirt und weißen Turnschuhen spielt Tennis."
916,A man and a woman in white shirts are hugging each other.,Ein Mann und eine Frau mit weißen Hemden umarmen sich,Ein Mann und eine Frau in weißen Shirts umarmen sich.
917,A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.,"Ein Mann spricht mit einer Familie, die ein bestimmtes Gerät","Ein Mann mit einer Art Messsonde spricht mit einer Familie, die versucht, zu lächeln und freundlich zu sein."
918,Very young boy in a green shirt laying face down on a white bed.,Ein sehr kleines Junge mit grünem Hemd liegt auf dem,Sehr kleiner Junge in einem grünen Shirt liegt mit dem Gesicht nach unten auf einem weißen Bett.
