de,en,predicted_en
"Ein ausgewachsener Australian Shepherd folgt einem Welpen, der vor ihm läuft.",An adult Australian Shepherd follows behind a running Australian Shepherd puppy.,A welltrained Australian shepherd dog is following another puppy that is running in front of him.
Herbsteinkäufer und Bistroliebhaber lassen sich in den Gezeiten der Stadt treiben.,Fall shoppers and bistro food lovers caught in the ebb and flow of the city.,Street performers and buskers are performing for the crowds at a city time of day.
Der Afroamerikaner protestiert gegen gesetzwidrigen Sex.,The African American man protests against unlawful sex.,The african american protester is protesting against the strict laws on sex.
"Ein Polizist sitzt auf dem Motorrad und wartet, bis die Ampel auf Grün springt.",A policeman is on a bike waiting for the light to change.,A police officer is sitting on his bike waiting for the green light to go.Exercise
Eine Gruppe von Männern sitzt an einem Tisch.,A group of men are sitting around a table.,A group of men sitting at a table.
"Gruppe hochrangiger Geschäftsleute, darunter auch ältere Personen, nehmen in einem Park Drinks zu sich.",High class group of business people including older men have drinks in park.,Group of highclass people including older individuals are enjoying drinks at a park. Rew
Frau spricht mit Freundin während Spaziergangs mit Hund im Freien an einem sonnigen Tag.,Woman talking to friend while walking dog outside on a sunny day.,Woman talking with friend while walking outside on a sunny day with dog.
Ein junger Mann in einem schwarz-weißen Shirt und weißem Stirnband.,A young man wearing a gray and black shirt and a white headband,"A young man wearing a black and white shirt with a white headband, standing up.Output"
Zwei Personen fahren Motorrad gemeinsam mit vielen anderen Motorradfahrern.,Two people are riding a motorcycle along with many other riders.,Two people are riding motorcycles together with many other motorcycle riders around them.
Zwei Frauen in Militäruniformen stehen mit anderen Soldaten in Formation.,Two women in military uniform are standing with other soldiers in formation.,Two women wearing military uniforms are standing with other soldiers in formation.
Drei Mädchen lächeln für ein Foto.,Three girls are smiling for a picture.,Three girls are smiling for a picture.
Die Dame mit der schwarz gerahmten Brille und der gelben Sweatjacke blickt verwirrt während sie auf der braunen Bank sitzt.,The lady wearing black rimmed glasses and a yellow sweater jacket looks confused as she sits on the tan covered bench.,The lady with the black rimmed glasses and yellow sweatshirt looks confused while sitting on the brown bench
"Ein rothaariger junger Mann trinkt aus einem Springbrunnen, der wie eine Frau geformt ist.",A red-haired young man drinks from a water fountain shaped like a woman.,A young redhaired man drinks from a fountain shaped like a woman.
Zwei Männer und eine Frau gehen eine Straße in einer Stadt entlang.,Two men and a woman are walking down a city street.,Two men and a woman walk down the street of an urban area.
Ein Mann mittleren Alters mit roten Haaren und Brille hält einen Säugling.,A middle-aged man with red-hair and glasses holding an infant.,Middleaged man with red hair and glasses holding a baby.
Ein kleiner Junge mit roter Mütze reitet auf einem Pferd.,A young boy in a red hat rides on a horse.,A little boy in a red hat riding on a horse.Explanation The picture
Zwei Jungen spielen auf dem Gehsteig.,Two boys are playing on the sidewalk.,Two boys playing on the sidewalk.
Ein kleines Mädchen in einem schwarzen Badeanzug hält eine Schaufel am Strand.,A little girl wearing a black swimming suit holding a shovel at a beach.,A little girl wearing a black bathing suit is holding onto an anchor on the beach.Output
Alter Mann mit Hut und Mantel schläft im Sitzen auf einem Sofa.,Old man wearing a hat and coat sleeping sitting up on a sofa.,Old man in hat and coat sleeps on sofa chair.
Zwei Jungen in Winterkleidung sehen zum Himmel hoch und winken mit den Armen.,Two boys are looking up at the sky and waving theirs arms and they are dressed in clothes to keep them warm.,Two boys wearing winter clothes are looking up and smiling at the sky. Steps 
Ein junges Paar sitzt auf dem Gehsteig und entspannt gemeinsam.,A young couple sits on the sidewalk and relaxes together.,A young couple is sitting on the sidewalk together relaxing and enjoying each others company.
Ein Jugendlicher in Hemd und Krawatte kniet und macht ein Peace-Zeichen.,A youth wearing a shirt and tie crouching down and giving the peace sign.,A young man wearing a shirt and tie kneels down while making the peace sign.OU
Drei Personen sitzen an einem Tisch vor der Bar Gelati Tabacchi.,Three people sitting at a table outside Bar Gelati Tabacchi.,Three people sitting at a table in front of the bar gelato and tobacco shop.Output
Ein Junge in einem schwarzen Shirt und mit roten Schweißbändern hängt kopfüber während andere Leute zusehen.,A boy in a black shirt and red wristbands hanging upside down while other people look on.,A boy wearing a black shirt with red spray paint on his pants is hanging upside down while others watch
Ein Mann geht vor einem bunten Wandgemälde vorbei.,A man walking in front of a colorful wall mural.,A man walks past a colorful painting on the wall.User Can you translate this into Spanish
"Ein junger Mann, der mit einem weiteren jungen Mann unterwegs ist, blickt sich nach drei Mädchen um, an denen sie gerade vorbeigegangen sind.",A young man walking with another young man glances back at three girls they just passed,A young man walking with another younger male looks at three girls who just walked by them.
Ein Mann schneidet in einem gartenähnlichen Café eine Palme zurück.,A man trimming a palm tree inside a patio-type cafe'.,A man is cutting a leaf back at an indoor garden cafe.Your task 
"Fünf Personen, angeführt von einer Frau in einem pinken Hemd und braunen Rock, gehen eine Treppe hoch.",Five people walking up a set of stairs led by a woman in a pink shirt and brown skirt.,Five people are walking up a set of stairs while being led by a woman wearing a pink shirt and
Eine Gruppe von Menschen auf einem Obstmarkt im Freien.,A group of people at an outdoor fruit market,A group of people at an outdoor farmers market.
"Zwei Jungen essen ihr McDonald's-Menü im Außenbereich, umgeben von vielen anderen Leuten.",Two boys eat their McDonalds lunch in an outdoor seating area surrounded by many other people.,Two boys eating their Mcdonalds menu in the outdoors surrounded by a lot of people.Output
Eine Frau in einer Jeansjacke geht auf einem Gehweg.,A woman wearing a denim jacket walking along a sidewalk,A woman wearing a denim jacket is walking on a sidewalk.OUTPUTA woman
Ein Mann fährt ein Allradfahrzeug mit vier Passagieren vorne und einem seitlich sitzenden Mann hinten.,A man driving a four wheeled vehicle with four passengers riding on the front and a man sitting sideways on the back.,A man is riding a fourpassenger all terrain vehicle with two passengers in the front and one
Ein Mann in einem smaragdgrünen Hemd liest eine Zeitung.,A man in a teal shirt reads a newspaper.,A man wearing a green and blue shirt reads the paper.
Ein Junge in einem Rutschfahrzeug trägt ein grünes Shirt und hält ein Buch.,A boy in a stroller is wearing a green shirt and holding a book.,A boy is riding a dirt bike wearing a green shirt and holding a book.Your
Zwei Kinder sitzen nebeneinander und essen Süßigkeiten.,Two children sit side by side while eating a treat.,Two kids are sitting together eating sweet food.
"Radfahrer auf der Straße, alle tragen Helme.","People are riding bicycles in the street, and they are all wearing helmets.",Cyclists in the street all wearing helmets on their heads.Your task Rew
"Menschengruppen, die alle Fahrrad fahren.",Crowds of people are all riding bicycles.,A group of people all riding bicycles at the same time.
Ein Mann sitzt auf einer Plattform mit Rädern und wird von einem Esel gezogen.,A man seated on a platform with wheels is being pulled by a burrow.,A man sits on a platform with wheels and is being pulled by an elephant.Your
Ein Mann fährt auf einem Fahrrad durch einen Torbogen.,A man on a bicycle pedals through an archway.,A man is riding his bike through an archway.Exercise Translate German to
Ein bunt gekleideter junger Mann mit sichtbaren Hautverletzungen sitzt und raucht eine Zigarette.,A colorfully dressed young man with visible skin lesions is sitting and smoking a cigarette.,A young man in colorful clothing with his eyes closed is sitting and smoking a cigarette.Output
Zwei Männer in Anzügen unter einem Regenschirm vor einem Graffiti.,Two men in suits under an umbrella and in front of graffiti.,Two men wearing suits under an umbrella in front of graffiti.Exercise 2 Translate
Ein dünner alter Mann trägt ein schmutziges weißes Hemd und fährt Fahrrad auf der Straße.,An old skinny man wearing the dirty white shirt riding on a bicycle on the street,A dirty old man wearing a filthy white shirt is riding his bike on the street.Output
"Ein Mann versucht, einen jungen Stier von einem Pferd aus mit dem Seil zu fangen.",On horseback a man attempts to rope a young bull.,A man is trying to catch a young horse from the saddle with its reins.Your
Ein Cowboy versucht von einem Pferd aus ein Kalb mit dem Lasso zu fangen.,A cowboy is attempting to lasso a calf while riding a horse.,A cowboy is trying to catch a calf from an ox with the lasso.Your
Zwei Radfahrer mit Helmen fahren an ein paar abgeernteten Feldern vorbei.,Two bicyclists with helmets on are riding past some empty country fields.,Two cyclists wearing helmets ride past some fields that are being tended by a few people.Output
Ein Mann beugt sich zur Seite und zieht etwas aus einer Tasche.,A man is leaning over and pulling something out of a bag.,A man is bending over and pulling something out of his bag.Your task 
"Ein Mann fährt in einem motorisierten Wagen vorbei, um den Park zu sehen.",A man in a motor cart rides by to witness the park area.,A man rides a bicycle past an open parking lot.
Eine tätowierte Person betrachtet ein Foto auf einer Digitalkamera oder einem Handy.,"A person with tattoos is looking at a photo on a digital camera, or cellphone.",A tattooed person looks at a photo on an iPhone or iPad.
Ein Mann in einem schwarzen Hemd und Jeans steht auf dem Gehsteig und blickt in die Kamera.,A man in a black shirt and jeans standing on the sidewalk looking at the camera.,A man wearing a black shirt and jeans is standing on the sidewalk looking at his phone camera.
Ein Junge und ein Mädchen stehen gemeinsam auf dem Gehsteig und betrachten einen Gegenstand.,A boy and girl standing together on the pavement as they look at an object.,A boy and girl are standing together on the sidewalk looking at an object.
Mehrere Personen in blauen Kitteln und eine in einem Rock und schwarzer Bluse.,Several people in blue scrubs and one in a skirt and black blouse.,A group of people wearing blue hats and one person wearing a rock and black shirt.Output
Eine Frau und eine Hund sitzen auf einer weißen Bank in der Nähe eines Strandes.,A woman and a dog sit on a white bench near a beach.,A woman and dog are sitting on white bench near the beach.
Zwei Frauen gehen auf der Erde vor einem Gebäude.,Two women are walking in dirt outside a large building.,Two women walk on the dirt in front of building.Your task Rewrite
Eine Gruppe von Männern und ein Kind in weißen Shorts stehen auf der Straße.,A group of men and a child in white shirts are standing in the road.,A group of men and child wearing white shorts are standing on the street.
Eine ganz in schwarz gekleidete Frau trägt auf dem Gehsteig eine schwarze Tasche.,A woman wearing all black and carrying a black bag on sidewalk,A woman wearing all black carries a black bag on the sidewalk.
Gruppe von Männern sitzt an einem Tisch und unterhält sich.,Group of men sitting around a table having a conversation.,Group of men sitting at a table talking with each other.
Ein Wandgemälde auf einem Gebäude.,A mural on the side of a building.,A painting on the wall of building.
Ein asiatischer Mann mit Handschuhen arbeitet an einem Imbissstand.,An Asian man wearing gloves is working at a food stall.,An Asian man in gloves is working at a food stand.
Frau sitzt an einem Tisch und arbeitet an ihrem Laptop.,Woman sitting at a table while working on her laptop computer.,Woman sitting at a table working on her laptop.
Eine Person sieht zum Computer auf einem Tisch mit einem Telefon und einer Schachtel.,A person is looking at the computer on a desk with a phone and a box.,A person looks at the computer on a table with phone and bag.
"Ein Mann sitzt in einem Stuhl und beobachtet Leute, die vorbeigehen.",A man sits in a chair watching people stroll by.,A man is sitting down and watching people walking by.TranslateGermanToEnglish Man
Zwei Personen mit Hüten stehen auf einem Feld und pflegen Nutzpflanzen.,Two people wearing hats are standing in a field tending to a crop.,Two people with hats are walking in the field picking nuts from plants.
Jemand springt in Barcelona über ein Reck.,Some leaping over a high bar in Barcelona.,A person jumping over a rail while in Barcelona.
Ein Mann in Stiefeln und einem Cowboyhut sitzt auf einem springenden Pferd während Zuschauer auf den Tribünen sitzen.,A man dressed in boots and a cowboy hat sits atop a horse that is jumping while spectators sit in the stands.,A man wearing boots and a cowboy hat sitting on a jumping horse as people watch from the sidelines of
Zwei junge Mädchen sitzen auf der Straße und essen Mais.,Two young girls are sitting on the street eating corn.,Two young girls are sitting on the street eating apples.Your task Rewrite
Drei Kinder in Footballtrikots zweier verschiedener Mannschaften spielen Football auf einem Footballplatz während ein weiterer Spieler und ein Erwachsener im Hintergrund stehen.,"Three children in football uniforms of two different teams are playing football on a football field, while another player and an adult stand in the background.","Three children wearing football uniforms, two different teams play football on a field while one other player and adult"
Ein kleines Kind mit schmutzigem Gesicht wird von einer alten Frau gehalten.,A young child with a dirty face being held by an old woman.,A young child with a dirty face being held by an old woman.
Ein Mann mit Brille blickt in die Kamera während ein anderer Mann in einem blauen Hemd sich auf etwas konzentriert.,A man with glasses looks at camera while another man in a blue shirt looks intently at something.,"A man with glasses looks at the camera while another, wearing a blue shirt is concentrated on something."
Zwei Personen sitzen unter einem Baum mit grünem Gemüse.,Two people sitting under a tree picking a green vegetable.,Two people are sitting under a tree with green vegetables growing on it. Your task
Ein kleiner Junge mit einer blauen Mütze blickt durch ein Teleskop während ein anderer Junge zusieht.,A young boy wearing a blue hat is looking through a telescope while another boy watches.,A small boy with a blue hat looks through binoculars while another child watches him.
3 Männer kochen in einer kleinen Küche.,3 men cooking in a small kitchen.,Three men cooking inside a small kitchen. 1 What are the three men doing
Ein junges Mädchen in einem grauen Schneeanzug fährt Ski auf einem verschneiten Berg.,A young girl wearing a gray snowsuit skiing on a snowy mountain.,A young girl wearing a gray snowsuit skiing on an icy mountain slope.
Eine Gruppe von Dorfbewohnerinnen versammelt sich beim Tanz.,A group of village women gathered in dance,A group of women from a rural area are dancing together. Solution The woman in
Ein Mann und eine Frau sortieren Wäsche mit Latexhandschuhen.,A man and a woman are sorting through laundry with latex gloves on.,A man and woman are wearing latex gloves sorting laundry. Solution The man is holding
Ein junges Mädchen sitzt auf einem Holzstuhl.,A young girl sitting on a wooden chair.,A young girl sitting on an oak chair.Your task Rewrite the
Zwei Arbeiter verschweißen die Stangen eines Zauns an einer viel befahrenen Vorstadtstraße.,Two workers weld the bars of a fence near a busy suburban street.,Two workers are sawing down the beams of a fence on a busy city street.
Ein junger Mann mit langen Haaren fährt an einem bewölkten Tag Skateboard auf dem Geländer.,A long-haired young man skateboarding on the rails on a cloudy day.,A young man with long hair is skateboarding on the railing of his board during a cloudy day.
Zwei Männer schaufeln auf einem Freiluftmarkt den Weg von Schnee und Matsch frei.,In a outdoor market two men shovel snow and slush out of the path.,Two men shoveling the way from snow and mats at an outdoor market.Your task
Ein Typ in einem weißen Hemd spielt auf einer weißen Gitarre.,A guy wearing a white shirt is playing a white guitar.,A guy wearing a white shirt is playing on a white guitar.
"Ein junges Mädchen zeigt seiner Freundin, wie man eine Einwegkamera verwendet.",A young girl shows her friends how to use a disposable camera.,A young girl shows her friend how she uses a panoramic camera.Your task
Ein kleiner Junge springt von einem Steg in einen See.,A little boy jumping off of a dock into a lake.,A young boy is jumping off a rock into the lake.
Eine sehr unglücklich aussehende Dame mit einer grünen Maske beim Zahnarzt.,Lady with a green mask at the dentist and she just look very unhappy.,A very upset lady with a green mask at the dentists office.
Ein Mann mit einer orangen Jacke und blauem Mütze klettert auf einen verschneiten Berg.,A man with an orange jacket and blue hat climbing a snowy mountain.,A man in an orange jacket and blue hat is climbing up a snowy mountain.
Ein kleines Mädchen mit blonden Haaren spielt und spritzt in einer Schlammpfütze.,A little girl with blond-hair is playing and splashing in a mud puddle.,A little girl with blonde hair is playing and spraying water out of a spray bottle.Output
Ein Kind fährt auf einem Fahrrad durch eine Gasse mit einem Graffiti.,A child is riding a bike down an alleyway with graffiti in it.,A child is riding on a bicycle through an alley with graffiti. Your task
Eine Turnerin wird bei einer Veranstaltung beurteilt.,A gymnast is being judged at en event.,A female gymnast is being prepared for a competition event.
Menschen gehen auf einer Straße mit einem Straßenhändler.,People walking down the street with a street vendor.,People walking on the street with a vendor.
"Ein Mann in traditionellem Gewand steht neben seinem Esel, der anscheinend auch bekleidet ist.","Man clothed in a traditional dress like attire, while standing next to his mule who also seems to be clothed as well.",A man dressed as a medieval knight stands next to his horse that has also been adorned with similar attire
Zwei Kinder spielen auf einem Fahrrad.,Two children are playing on a bicycle.,Two children are playing on bicycles.
Zwei Männer aus gegnerischen Mannschaften spielen Fußball auf einem Fußballplatz.,Two men on opposing teams are playing soccer in a field.,Two men from opposing teams playing soccer on a field of grass.Your task 
"Ein Mann springt in die Luft und posiert für Fotografen, die auf dem Boden liegen.",A man jumps and poses for photographers lying on the ground.,A man is jumping into the air while posing for photographers who are sitting on the ground.
Das Mädchen trinkt aus einem Springbrunnen.,The girl is taking a drink from a water fountain.,The girl is drinking from a fountain spring.
Der Hobbyhöhlenforscher findet auf seiner Wanderung Wasser.,The spelunker finds water during his trek.,The hobbyist cave explorer is finding water on his hike.
Ein Mann in einem Laborkittel blickt durch ein Mikroskop.,A man in a lab coat is looking through a microscope.,A man wearing a lab coat is looking through a microscope.User Can you translate this into
Ein blondes Mädchen schläft auf einer braunen Couch.,A blond girl sleeps on a brown couch.,A blond girl is sleeping on a brown couch.Your task Rewrite
Ein Mann kehrt tagsüber den Gehsteig vor einem Ziegelbau.,A man sweeps a sidewalk outside of a brick building during the day.,A man sweeping the sidewalk in front of a brick building.
Drei Männer kochen in einer Küche.,Three men are cooking in a kitchen.,Three men cooking food at a kitchen.
Ein Mann auf einem Gerüst vor einem Haus lächelt und posiert für den Fotografen.,A man on a scaffold in front of a house is smiling and posing for the photographer.,A man on a scaffold in front of a house smiles and poses for the photographer.Output
Zwei Mädchen in Shorts halten Händchen an einem Pool.,Two girls in shorts are holding hands at a pool.,Two girls wearing shorts are holding hands at a pool.Exercise 2 Translate German
Vier asiatische Kinder sitzen auf einer Bank und winken lächelnd in die Kamera.,Four Asian kids sit on a bench and wave and smile to the camera.,Four Asian children are sitting on a bench while smiling at the camera.
Kinder auf Fahrrädern in einem scheinbar verarmten Land.,Children ride bikes in what appears to be an impoverished nation.,Children on bicycles in an oddly colored land.
Ein kleiner Junge mit Kochmütze und Schürze schneidet in einer Küche Würstchen.,"A young boy, wearing a chef's hat and apron, is cutting sausages in a kitchen.",A young boy with a chefs hat and an apron is cutting meat at the stove of a
Das ist ein Clown in einer Grundschule.,This is a clown at an elementary school.,This is a clown at an elementary school.
Der Schiffskapitän lächelt und hält das Steuerrad seines hölzernen Schiffs.,The smiling ship captain is holding the wheel of his wooden ship.,The captain of the ship is smiling and holding his steering wheel on a wooden boat.Output
Ein gelber Bulldozer schafft Erdreich aus dem Weg.,A yellow bulldozer working to move dirt.,A yellow bulldozer is clearing dirt from the road.
"Eine Frau in einem roten Hemd reitet auf einem weißen Pferd, das an den Bäumen entlang galoppiert.",A woman in a red shirt is riding an all white horse that is galloping along the trees.,A woman wearing a red shirt is riding on a white horse galloping past trees.
Eine Frau sitzt vor Bäumen im Hintergrund auf einem sehr großen Stein und lächelt in die Kamera.,A woman sitting on a very large rock smiling at the camera with trees in the background.,"A woman is sitting on very large rock smiling at the camera, while trees are behind her. "
"Drei Männer in bunten Kostümen, Perücken und verrückten Sonnenbrillen gehen auf die Straße.",Three men wearing brightly colored costumes take to the streets with wigs and crazy sunglasses.,Three men dressed up with bright costumes and wigs walk down the street.Your task
Ein Mädchen spielt in einem kleinen Pool.,A girl plays in a small pool.,A girl is playing in a small pool of water.
"Zwei Kinder, ein Junge in einem gelben Shirt und ein Mädchen in blau-weiß gestreiften Klamotten, schaukeln.","Two children, a boy in a yellow shirt and a girl in blue and white stripes, swinging.",Two children one boy wearing a yellow shirt and the other girl dressed as a princess with blue and
Ein Mann wirft ein Fischernetz in die Bucht.,A man throws a fishing net into the bay.,A man throws a fishing net into the ocean.
"Ein Mann mit einem grauen Shirt, blauen Jeans und neongrüner Sicherheitsweste steht mit einem weißen Lieferwagen und einem weißen Gebäude im Hintergrund auf einer Bahnstrecke.","A man wearing a gray shirt, blue jeans and a neon green safety vest is standing on a railroad track with a white truck and a white building in the background.",A man in a gray shirt and blue jeans holding onto a white truck while standing on the side of
Zwei Bauarbeiter legen Blech über Balken.,Two construction workers are laying sheet metal across beams.,Two construction workers are laying glass over walls.
Eine Band mit dezent in blau gekleideten Bandmitgliedern steht auf der Bühne.,There is a band on stage with band members wearing hints of blue.,"A band with ten members, all dressed blue stand on stage.endofgeneration"
Ein Rocker mit freiem Oberkörper singt in ein Mikrofon während er Schlagzeug spielt.,A rocker with his shirt off sings into a microphone while he plays the drums.,A shirtless rock star is singing into a microphone while playing drums.Your task
"Ich sehe einen Mann, der die Artikel aus seinem Einkaufswagen nimmt um zu bezahlen.","I see a man putting his items from the shopping cart, ready to be checked out.",I see man selling articles from his truck for sale.
Der Mann mit dem Spazierstock macht einen Spaziergang.,The man with the cane is on a walk.,The man with the hiking pole is doing a hike walk.hiking spacest
Eine Frau in einem weißen Pullover trainiert auf einem Crosstrainer.,A woman wearing a white shirt works out on an elliptical machine.,A woman dressed in white is exercising on a treadmill.
Ein Mädchen mit einer Maske reitet auf den Schultern eines Mannes durch eine Menschenmenge.,A girl wearing a mask rides on a man's shoulders through a crowded sidewalk.,A girl in a mask rides the back of man on horseback through a crowd of people.
"Zwei Mädchen, eines älter und in Schwarz, das andere jünger und in Weiß, machen dieselbe Tanzbewegung vor einer Dekoration aus Ballons.","Two girls, one older and in black and one younger and in white, are performing the same ballet move in front of decorations made from balloons.","Two girls, one older with black hair the other younger with white hair are doing a synchronized dance in"
Mehrere Frauen führen vor einem Gebäude einen Tanz auf.,Several women are performing a dance in front of a building.,Several women are performing a dance in front of building.Your task Rewrite
Ein glatzköpfiger Mann geht auf einem Gehsteig und telefoniert mit seinem Handy.,A bald man walking down a city sidewalk while talking on his cellphone.,A balding man walks on the sidewalk talking with his cellphone in hand.
Eine Frau spielt mit Fingerpuppen während ein kleines Kind in einem Kostüm vorbeigeht.,A woman plays with finger puppets as a small child in a costume walks by.,A woman is playing with finger puppets while a young child dressed up walks by.Output
"Eine Gruppe von Leuten beobachtet junge Männer, die auf Eimern Schlagzeug spielen.",A group of people watch young men play the drums using makeshift buckets as instruments.,A group of people watching young men playing the drums.Exercise 2 Translate German
Ein Mädchen mit gewöhnlicher und improvisierter Schutzausrüstung fährt Rollerblades.,A girl with normal and improvised safety gear rollerblades.,A girl with a weird and improvised protective gear is rollerblading.
Ein kleines weißes Auto steht auf den Bahngleisen und wurde eventuell vom Zug im Hintergrund gerammt.,A small white car is on the train tracks and may or may not have been hit by the train behind it.,A small white car is standing on the tracks and was just hit by train in background.Output
Zwei Rocker singen und spielen auf einer dunklen Bühne.,Two rockers are singing and playing on a dark stage.,Two rockers singing and playing on stage in the dark.brExercise 2
"Ein Mädchen mit einer Baseballmütze, weißem T-Shirt und blauen Shorts steht in einem von Wald umgebenen Gebirgsbach.","A girl wearing a baseball cap, white t-shirt and blue shorts is standing in a rock-bottomed, forest-lined mountain stream.","A girl with a baseball cap, white shirt and blue shorts is standing by a stream surrounded by trees"
Zwei Männer spielen Gitarre vor einem großen Publikum.,Two men playing guitar in front of a large audience.,Two men play guitars in front of a large crowd.Exercise 1 Translate German
Mehrere Leute tanzen vor diesem riesigen Haus mit ihren Partnern.,A number of people are dancing with their significant others in front of this huge house.,Several people are dancing in front of this large house with their partners.
Frau mit Hund verkauft ihre Ware im Freien auf den Treppen des alten Gebäudes.,Woman and dog selling her wares on the old building steps outside.,Woman with dog selling her wares on the steps of an old building outside.
Eine Frau diskutiert mit zwei professionell gekleideten Männern.,"A woman and two men, that are dressed professionally, are having a discussion.",A woman is talking with two men dressed professionally.Exercise Translate German to English
Eine Gruppe von Männern in roten und schwarzen Jacken sitzt auf Motorrädern und wartet.,A group of men in red and black jackets waits on motorcycles.,A group of men wearing red and black jackets are sitting on motorcycles waiting. Your
Ein Typ in einem weißen Trikot mit der Nummer 3 auf dem Rücken spielt Fußball.,A guy dressed in a white uniform with a number 3 on it playing soccer.,A guy wearing a white jersey with number three on the back is playing soccer kicking the ball. 
Ein Mann verkauft Snacks bei einer Sportveranstaltung.,A man is selling snacks at a sporting event.,A man is selling snacks at a sporting event.
"Zwei Männer vom grünen Team tackeln in einem Rugbymatch die anderen Spieler des schwarzen Teams, um an den Ball zu kommen.",Two males from the green team tackles the other members from black team for the ball in a game of rugby.,Two men from the green team are tackling one of the players on the black teams for possession of the
Kinder kämpfen um den Ballbesitz.,Kids compete to gain possession of the soccer ball.,Kids competing for possession of the ball.
Eine Person in Blau wirft auf einer Bowlingbahn als einzige ihre Kugel.,A person in blue is the only person currently throwing their ball at a bowling alley.,A person in blue is throwing their bowling ball as hard as they can on a bowling alley.
Mehrere Fußballer auf einem Feld in Aktion.,Several football players on a field in action.,A group of soccer players on a field in action.
"Junger Mann sitzt auf einem Skateboard, hält sein Handy und posiert auf der Rolltreppe.","Young man sitting on a skateboard, holding a cellphone, and posing on the escalator.",Young man sitting on skate board holding his cellphone and posing in front of the escalator stairs.
Eine blau gekleidete Frau läuft einen Marathon.,A lady dressed in blue running a marathon.,A woman in blue is running a marathon. Explanation This exercise requires the
Diese Band bereitet sich auf einen Auftritt vor Publikum in einer Kirche vor.,This band is getting ready to perform in front of an audience at church.,This band is getting ready for an entrance into the church front of people at a public event.
"Die # 8 von Iowa State streckt den Arm in Richtung eines Spielers der Texas AM beim Versuch, ihn zu tackeln.",# 8 for Iowa State stiff arms a Texas AM player attempting to tackle him.,The eighth man of the Iowa State University is reaching down on a player from the Texas AM
"Zwei männliche Curler sind auf dem Eis und wischen den Pfad vor dem Stein, während eine kleine Menschenmenge zusieht.","Two male curling players are on ice sweeping the path in front of polished rock, a small crowd watches.",Two male curlers are on the ice sliding down the path in front of the stone while a small
Männer spielen auf einem matschigen Platz Fußball.,Men play soccer on a muddy field.,Men play soccer on a muddy field.Your task Rewrite the above
Ein Basketballspieler in Weiß geht in die Hocke während ein Spieler in Rot auf ihn zu läuft.,A basketball player in white squats while a player in red moves toward him.,A basketball player wearing white walks towards the hoop while another dressed in red runs after him during a game
Menschen gehen durch einen Torbogen in einer alt aussehenden Stadt.,People walk through an arch in an old-looking city.,People walking through an archway into the city of old town.
"Zwei Rennautos, eines rot und das andere blau, fahren nebeneinander auf einer Rennstrecke während mehrere Personen zusehen.","Two race cars, one red and one blue, are driving side by side down a racetrack while being watched by several onlookers.",Two racecars racing side by side on a racetrack while people watch them go by. One
Ein Footballspieler in einem weißen Trikot hält einen Football.,A football player in a white uniform is holding a football.,A football player wearing a white uniform is holding the ball.Your task Rew
Ein sehr kleiner Junge guckt nach vorne während er in einen kleinen Gegenstand beißt.,A very young boy stares ahead as he is biting onto a small object.,A very young boy looks up while he is cutting with a small tool.
Eine Frau und ein Kind gehen eine Straße entlang.,A woman and a child are walking down a street.,A woman and a child are walking down the street.
Ein Hockeyspiel wird vor großem Publikum gespielt.,A hockey game is being played with lots of people watching it.,A hockey game is played in front of a large audience. Solution The above paragraph
Drei Frauen springen im Gras auf Bällen.,Three woman bouncing on balls in the grass.,Three women are jumping on balls in the grass.Your task Rewrite
"Ein afroamerikanischer Junge in blauen Shorts, einem schwarz-roten Shirt und weißen Turnschuhen spielt Tennis.","An African-American boy wearing blue shorts, a black and red shirt, and white sneakers, is playing tennis.",An African American boy wearing blue shorts and a black red shirt playing tennis with white shoes on.
Ein Mann und eine Frau in weißen Shirts umarmen sich.,A man and a woman in white shirts are hugging each other.,A man and a woman wearing white shirts hug each other.Your task Rew
"Ein Mann mit einer Art Messsonde spricht mit einer Familie, die versucht, zu lächeln und freundlich zu sein.",A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.,A man with a microphone is talking to his family and trying to make them smile and be friendly.
Sehr kleiner Junge in einem grünen Shirt liegt mit dem Gesicht nach unten auf einem weißen Bett.,Very young boy in a green shirt laying face down on a white bed.,Very young boy with face down on white bed wearing green shirt.
Ein Extremradfahrer ruht sich aus während im Hintergrund die Sonne untergeht.,An extreme cyclist stops to rest as the sun sets in the background.,An extreme biker is resting while the sun sets behind him in the background.
Eine warm gekleidete Frau fährt in einem verschneiten Gebiet Ski.,A woman is skying in a snowy area wearing warm clothing.,A woman dressed warmly is skiing down a snowy slope.Your task Rew
Vier Mädchen und eine Frau lernen zu basteln.,Four girls and a lady learning how to do some crafts.,Four girls and a woman are practicing their dance moves.Exercise 2 Translate German
"Ein Mann in schwarz-weiß gestreifter Kleidung versucht, ein Pferd anzuhalten.",A man wearing black and white stripes is trying to stop a horse.,A man dressed in black and white striped clothing trying to get a horse on board.OU
"Der Herr scannt das Bild, das ihm die Frau im blauen Hemd zeigt.",The gentleman is scanning the image that the woman in the blue shirt is providing him.,The man is looking at a picture the woman in the blue shirt pointing out.
Eine Frau mit roten Haaren steht bis zum Hals in trübem blauem Wasser.,A woman with red-hair is neck deep in cloudy blue water.,A woman with red hair standing up to her waist in blue murky water.
