,input_de,output_en,gt_en
766,Eine Gruppe von Männern sitzt an einem Tisch.,A group of men are sitting at a table.unused,A group of men are sitting around a table.
767,"Gruppe hochrangiger Geschäftsleute, darunter auch ältere Personen, nehmen in einem Park Drinks zu sich.","A group of highranking businessmen, including older people,",High class group of business people including older men have drinks in park.
768,Frau spricht mit Freundin während Spaziergangs mit Hund im Freien an einem sonnigen Tag.,Woman talking with friend while walking the dog outside on a sunny,Woman talking to friend while walking dog outside on a sunny day.
769,Ein junger Mann in einem schwarz-weißen Shirt und weißem Stirnband.,A young man wearing a black and white shirt and white headband,A young man wearing a gray and black shirt and a white headband
770,Zwei Personen fahren Motorrad gemeinsam mit vielen anderen Motorradfahrern.,Two people ride motorcycles together with many other motorcycle riders.,Two people are riding a motorcycle along with many other riders.
771,Zwei Frauen in Militäruniformen stehen mit anderen Soldaten in Formation.,Two women in military uniforms standing with other soldiers in formation.,Two women in military uniform are standing with other soldiers in formation.
772,Drei Mädchen lächeln für ein Foto.,Three girls smile for a picture. affor unused,Three girls are smiling for a picture.
773,Die Dame mit der schwarz gerahmten Brille und der gelben Sweatjacke blickt verwirrt während sie auf der braunen Bank sitzt.,The lady with the black framed glasses and yellow sweat jacket is,The lady wearing black rimmed glasses and a yellow sweater jacket looks confused as she sits on the tan covered bench.
774,"Ein rothaariger junger Mann trinkt aus einem Springbrunnen, der wie eine Frau geformt ist.",A young caucasian man drinking from a fountain shaped like a woman,A red-haired young man drinks from a water fountain shaped like a woman.
775,Zwei Männer und eine Frau gehen eine Straße in einer Stadt entlang.,Two men and a woman walk down a street in a city,Two men and a woman are walking down a city street.
776,Ein Mann mittleren Alters mit roten Haaren und Brille hält einen Säugling.,A middleaged man with red hair and glasses holding a,A middle-aged man with red-hair and glasses holding an infant.
777,Ein kleiner Junge mit roter Mütze reitet auf einem Pferd.,A young boy wearing a red hat is riding a horse.,A young boy in a red hat rides on a horse.
778,Zwei Jungen spielen auf dem Gehsteig.,Two boys playing on the sidewalk. afforr.E,Two boys are playing on the sidewalk.
779,Ein kleines Mädchen in einem schwarzen Badeanzug hält eine Schaufel am Strand.,A little girl in a black bathing suit holds a rake at,A little girl wearing a black swimming suit holding a shovel at a beach.
780,Alter Mann mit Hut und Mantel schläft im Sitzen auf einem Sofa.,A man in a hat and coat is sleeping sitting on a,Old man wearing a hat and coat sleeping sitting up on a sofa.
781,Zwei Jungen in Winterkleidung sehen zum Himmel hoch und winken mit den Armen.,Two boys dressed for winter look up at the sky and wave,Two boys are looking up at the sky and waving theirs arms and they are dressed in clothes to keep them warm.
782,Ein junges Paar sitzt auf dem Gehsteig und entspannt gemeinsam.,A young couple sits on the sidewalk relaxing together.,A young couple sits on the sidewalk and relaxes together.
783,Ein Jugendlicher in Hemd und Krawatte kniet und macht ein Peace-Zeichen.,A young boy wearing a shirt and tie kneels and makes,A youth wearing a shirt and tie crouching down and giving the peace sign.
784,Drei Personen sitzen an einem Tisch vor der Bar Gelati Tabacchi.,Three people sit at a table in front of the bar Gel,Three people sitting at a table outside Bar Gelati Tabacchi.
785,Ein Junge in einem schwarzen Shirt und mit roten Schweißbändern hängt kopfüber während andere Leute zusehen.,A boy wearing a black shirt and red sweatbands is hanging,A boy in a black shirt and red wristbands hanging upside down while other people look on.
786,Ein Mann geht vor einem bunten Wandgemälde vorbei.,A man walks past a colorful mural.unusedunusedassistant,A man walking in front of a colorful wall mural.
787,"Ein junger Mann, der mit einem weiteren jungen Mann unterwegs ist, blickt sich nach drei Mädchen um, an denen sie gerade vorbeigegangen sind.",A young man walking with another young man looking back at three,A young man walking with another young man glances back at three girls they just passed
788,Ein Mann schneidet in einem gartenähnlichen Café eine Palme zurück.,A man is trimming a palm tree at a garden cafe.,A man trimming a palm tree inside a patio-type cafe'.
789,"Fünf Personen, angeführt von einer Frau in einem pinken Hemd und braunen Rock, gehen eine Treppe hoch.",Five people led by a woman wearing a pink shirt and brown,Five people walking up a set of stairs led by a woman in a pink shirt and brown skirt.
790,Eine Gruppe von Menschen auf einem Obstmarkt im Freien.,A group of people at a outdoor market. affor ,A group of people at an outdoor fruit market
791,"Zwei Jungen essen ihr McDonald's-Menü im Außenbereich, umgeben von vielen anderen Leuten.",Two boys eat at a McDonalds drive thru surrounded by many other,Two boys eat their McDonalds lunch in an outdoor seating area surrounded by many other people.
792,Eine Frau in einer Jeansjacke geht auf einem Gehweg.,A woman in a jean jacket walks on a sidewalk.,A woman wearing a denim jacket walking along a sidewalk
793,Ein Mann fährt ein Allradfahrzeug mit vier Passagieren vorne und einem seitlich sitzenden Mann hinten.,A man driving a fourwheel drive vehicle with four passengers,A man driving a four wheeled vehicle with four passengers riding on the front and a man sitting sideways on the back.
794,Ein Mann in einem smaragdgrünen Hemd liest eine Zeitung.,A man in a lime green shirt reading a newspaper.,A man in a teal shirt reads a newspaper.
795,Ein Junge in einem Rutschfahrzeug trägt ein grünes Shirt und hält ein Buch.,A boy wearing a green shirt and holding a book is carrying,A boy in a stroller is wearing a green shirt and holding a book.
796,Zwei Kinder sitzen nebeneinander und essen Süßigkeiten.,Two children are sitting next to each other and eating candy.,Two children sit side by side while eating a treat.
797,"Radfahrer auf der Straße, alle tragen Helme.",Cyclists on the street with all wearing helmets. affor,"People are riding bicycles in the street, and they are all wearing helmets."
798,"Menschengruppen, die alle Fahrrad fahren.",Pedestrian,Crowds of people are all riding bicycles.
799,Ein Mann sitzt auf einer Plattform mit Rädern und wird von einem Esel gezogen.,"A man is sitting on a platform with wheels, being pulled",A man seated on a platform with wheels is being pulled by a burrow.
800,Ein Mann fährt auf einem Fahrrad durch einen Torbogen.,A man is riding a bike through a gate. afforr,A man on a bicycle pedals through an archway.
801,Ein bunt gekleideter junger Mann mit sichtbaren Hautverletzungen sitzt und raucht eine Zigarette.,A young man dressed in a colorful outfit with visible skin injuries,A colorfully dressed young man with visible skin lesions is sitting and smoking a cigarette.
802,Zwei Männer in Anzügen unter einem Regenschirm vor einem Graffiti.,Two men dressed in suits under an umbrella outside a piece of,Two men in suits under an umbrella and in front of graffiti.
803,Ein dünner alter Mann trägt ein schmutziges weißes Hemd und fährt Fahrrad auf der Straße.,An elderly man wearing a dirty white shirt rides his bike on,An old skinny man wearing the dirty white shirt riding on a bicycle on the street
804,"Ein Mann versucht, einen jungen Stier von einem Pferd aus mit dem Seil zu fangen.",A man tries to catch a young bull from a horse with,On horseback a man attempts to rope a young bull.
805,Ein Cowboy versucht von einem Pferd aus ein Kalb mit dem Lasso zu fangen.,A cowboy tries to lasso a calf from a horse. affor,A cowboy is attempting to lasso a calf while riding a horse.
806,Zwei Radfahrer mit Helmen fahren an ein paar abgeernteten Feldern vorbei.,Two bicyclists wearing helmets are riding past some plowed fields,Two bicyclists with helmets on are riding past some empty country fields.
807,Ein Mann beugt sich zur Seite und zieht etwas aus einer Tasche.,A man bends down to pick something out of a bag.,A man is leaning over and pulling something out of a bag.
808,"Ein Mann fährt in einem motorisierten Wagen vorbei, um den Park zu sehen.",A man is riding a motorized vehicle passing by the park.,A man in a motor cart rides by to witness the park area.
809,Eine tätowierte Person betrachtet ein Foto auf einer Digitalkamera oder einem Handy.,A tattooed person is looking at a picture on a digital camera,"A person with tattoos is looking at a photo on a digital camera, or cellphone."
810,Ein Mann in einem schwarzen Hemd und Jeans steht auf dem Gehsteig und blickt in die Kamera.,A man in a black shirt and jeans is standing on the,A man in a black shirt and jeans standing on the sidewalk looking at the camera.
811,Ein Junge und ein Mädchen stehen gemeinsam auf dem Gehsteig und betrachten einen Gegenstand.,A boy and girl stand together on the sidewalk looking at an,A boy and girl standing together on the pavement as they look at an object.
812,Mehrere Personen in blauen Kitteln und eine in einem Rock und schwarzer Bluse.,Several people wearing blue jumpsuits and one person wearing a shirt,Several people in blue scrubs and one in a skirt and black blouse.
813,Eine Frau und eine Hund sitzen auf einer weißen Bank in der Nähe eines Strandes.,A woman and a dog are sitting on a white bench near,A woman and a dog sit on a white bench near a beach.
814,Zwei Frauen gehen auf der Erde vor einem Gebäude.,Two women walking on earth in front of a building. affor,Two women are walking in dirt outside a large building.
815,Eine Gruppe von Männern und ein Kind in weißen Shorts stehen auf der Straße.,A group of men and a child in white shorts standing on,A group of men and a child in white shirts are standing in the road.
816,Eine ganz in schwarz gekleidete Frau trägt auf dem Gehsteig eine schwarze Tasche.,A woman dressed all in black carrying a black bag on the,A woman wearing all black and carrying a black bag on sidewalk
817,Gruppe von Männern sitzt an einem Tisch und unterhält sich.,A group of men sitting at a table talking.,Group of men sitting around a table having a conversation.
818,Ein Wandgemälde auf einem Gebäude.,A,A mural on the side of a building.
819,Ein asiatischer Mann mit Handschuhen arbeitet an einem Imbissstand.,An asian man wearing gloves works at a food stand.,An Asian man wearing gloves is working at a food stall.
820,Frau sitzt an einem Tisch und arbeitet an ihrem Laptop.,A woman is sitting at a table and working on her laptop,Woman sitting at a table while working on her laptop computer.
821,Eine Person sieht zum Computer auf einem Tisch mit einem Telefon und einer Schachtel.,A person is looking at a computer on a desk with a,A person is looking at the computer on a desk with a phone and a box.
822,"Ein Mann sitzt in einem Stuhl und beobachtet Leute, die vorbeigehen.",A man sits in a chair and watches people pass by.,A man sits in a chair watching people stroll by.
823,Zwei Personen mit Hüten stehen auf einem Feld und pflegen Nutzpflanzen.,Two people with hats are standing in a field tending to crops,Two people wearing hats are standing in a field tending to a crop.
824,Jemand springt in Barcelona über ein Reck.,Someone is jumping over a fence in Barcelona.unused,Some leaping over a high bar in Barcelona.
825,Ein Mann in Stiefeln und einem Cowboyhut sitzt auf einem springenden Pferd während Zuschauer auf den Tribünen sitzen.,A man in boots and a cowboy hat sits on a horse,A man dressed in boots and a cowboy hat sits atop a horse that is jumping while spectators sit in the stands.
826,Zwei junge Mädchen sitzen auf der Straße und essen Mais.,Two young girls are sitting on the street eating corn. affor,Two young girls are sitting on the street eating corn.
827,Drei Kinder in Footballtrikots zweier verschiedener Mannschaften spielen Football auf einem Footballplatz während ein weiterer Spieler und ein Erwachsener im Hintergrund stehen.,Three kids in football uniforms of two different teams are playing football,"Three children in football uniforms of two different teams are playing football on a football field, while another player and an adult stand in the background."
828,Ein kleines Kind mit schmutzigem Gesicht wird von einer alten Frau gehalten.,A little kid with dirty face is being held by an old,A young child with a dirty face being held by an old woman.
829,Ein Mann mit Brille blickt in die Kamera während ein anderer Mann in einem blauen Hemd sich auf etwas konzentriert.,A man with glasses is looking into the camera while another man,A man with glasses looks at camera while another man in a blue shirt looks intently at something.
830,Zwei Personen sitzen unter einem Baum mit grünem Gemüse.,Two people sit under a tree with green vegetables.,Two people sitting under a tree picking a green vegetable.
831,Ein kleiner Junge mit einer blauen Mütze blickt durch ein Teleskop während ein anderer Junge zusieht.,A little boy with a blue hat is looking through a telescope,A young boy wearing a blue hat is looking through a telescope while another boy watches.
832,3 Männer kochen in einer kleinen Küche.,Three men cook in a small kitchen.unusedassistant,3 men cooking in a small kitchen.
833,Ein junges Mädchen in einem grauen Schneeanzug fährt Ski auf einem verschneiten Berg.,A young girl in a gray snowsuit is skiing down a,A young girl wearing a gray snowsuit skiing on a snowy mountain.
834,Eine Gruppe von Dorfbewohnerinnen versammelt sich beim Tanz.,A group of village women gather for a dance.,A group of village women gathered in dance
835,Ein Mann und eine Frau sortieren Wäsche mit Latexhandschuhen.,A man and a woman sort laundry with latex gloves.,A man and a woman are sorting through laundry with latex gloves on.
836,Ein junges Mädchen sitzt auf einem Holzstuhl.,A young girl is sitting on a wooden chair.,A young girl sitting on a wooden chair.
837,Zwei Arbeiter verschweißen die Stangen eines Zauns an einer viel befahrenen Vorstadtstraße.,Two workers are welding the poles of a fence in a busy,Two workers weld the bars of a fence near a busy suburban street.
838,Ein junger Mann mit langen Haaren fährt an einem bewölkten Tag Skateboard auf dem Geländer.,A young man with long hair skateboarding on a railing in a,A long-haired young man skateboarding on the rails on a cloudy day.
839,Zwei Männer schaufeln auf einem Freiluftmarkt den Weg von Schnee und Matsch frei.,Two men shoveling the path of snow and mud in a,In a outdoor market two men shovel snow and slush out of the path.
840,Ein Typ in einem weißen Hemd spielt auf einer weißen Gitarre.,A guy in a white shirt is playing a white guitar.,A guy wearing a white shirt is playing a white guitar.
841,"Ein junges Mädchen zeigt seiner Freundin, wie man eine Einwegkamera verwendet.",A young girl shows her friend how to use a one,A young girl shows her friends how to use a disposable camera.
842,Ein kleiner Junge springt von einem Steg in einen See.,A little boy jumps off a bridge into a lake.,A little boy jumping off of a dock into a lake.
843,Eine sehr unglücklich aussehende Dame mit einer grünen Maske beim Zahnarzt.,A very unhappy looking lady with a green mask at the dentist,Lady with a green mask at the dentist and she just look very unhappy.
844,Ein Mann mit einer orangen Jacke und blauem Mütze klettert auf einen verschneiten Berg.,A man in an orange jacket and blue hat climbing up a,A man with an orange jacket and blue hat climbing a snowy mountain.
845,Ein kleines Mädchen mit blonden Haaren spielt und spritzt in einer Schlammpfütze.,A little girl with blond hair playing and squirting into a,A little girl with blond-hair is playing and splashing in a mud puddle.
846,Ein Kind fährt auf einem Fahrrad durch eine Gasse mit einem Graffiti.,A child rides a bike down a street with graffiti.unused,A child is riding a bike down an alleyway with graffiti in it.
847,Eine Turnerin wird bei einer Veranstaltung beurteilt.,A gymnast is being evaluated during a performance. affor ,A gymnast is being judged at en event.
848,Menschen gehen auf einer Straße mit einem Straßenhändler.,People walking on a street with a street vendor. affor,People walking down the street with a street vendor.
849,"Ein Mann in traditionellem Gewand steht neben seinem Esel, der anscheinend auch bekleidet ist.","A man wearing traditional garb stands next to his horse, who","Man clothed in a traditional dress like attire, while standing next to his mule who also seems to be clothed as well."
850,Zwei Kinder spielen auf einem Fahrrad.,,Two children are playing on a bicycle.
851,Zwei Männer aus gegnerischen Mannschaften spielen Fußball auf einem Fußballplatz.,Two men from opposing teams play soccer on a soccer field.,Two men on opposing teams are playing soccer in a field.
852,"Ein Mann springt in die Luft und posiert für Fotografen, die auf dem Boden liegen.",A man jumps into the air and poses for photographers laying on,A man jumps and poses for photographers lying on the ground.
853,Das Mädchen trinkt aus einem Springbrunnen.,The girl is drinking from a fountain.unusedassistant,The girl is taking a drink from a water fountain.
854,Der Hobbyhöhlenforscher findet auf seiner Wanderung Wasser.,The hobby cave explorer is finding water on his hike.unused,The spelunker finds water during his trek.
855,Ein Mann in einem Laborkittel blickt durch ein Mikroskop.,A man wearing a lab coat looking through a microscope.,A man in a lab coat is looking through a microscope.
856,Ein blondes Mädchen schläft auf einer braunen Couch.,A blond girl is sleeping on a brown couch.,A blond girl sleeps on a brown couch.
857,Ein Mann kehrt tagsüber den Gehsteig vor einem Ziegelbau.,A man walking along a sidewalk in front of a brick building,A man sweeps a sidewalk outside of a brick building during the day.
858,Drei Männer kochen in einer Küche.,Three men cooking in a kitchen. affor ,Three men are cooking in a kitchen.
859,Ein Mann auf einem Gerüst vor einem Haus lächelt und posiert für den Fotografen.,A man on a scaffold in front of a house smiles and,A man on a scaffold in front of a house is smiling and posing for the photographer.
860,Zwei Mädchen in Shorts halten Händchen an einem Pool.,Two girls in shorts holding hands by a pool.unused,Two girls in shorts are holding hands at a pool.
861,Vier asiatische Kinder sitzen auf einer Bank und winken lächelnd in die Kamera.,Four asian children sit on a bench and smile at the camera,Four Asian kids sit on a bench and wave and smile to the camera.
862,Kinder auf Fahrrädern in einem scheinbar verarmten Land.,Children on bicycles in a poor country.unusedassistant,Children ride bikes in what appears to be an impoverished nation.
863,Ein kleiner Junge mit Kochmütze und Schürze schneidet in einer Küche Würstchen.,A young boy wearing a chefs hat and apron is,"A young boy, wearing a chef's hat and apron, is cutting sausages in a kitchen."
864,Das ist ein Clown in einer Grundschule.,This is a clown at a elementary school. afforade.,This is a clown at an elementary school.
865,Der Schiffskapitän lächelt und hält das Steuerrad seines hölzernen Schiffs.,The captain of the ship grins and holds the rudder of his,The smiling ship captain is holding the wheel of his wooden ship.
866,Ein gelber Bulldozer schafft Erdreich aus dem Weg.,A yellow bulldozer is clearing dirt out of the way.,A yellow bulldozer working to move dirt.
867,"Eine Frau in einem roten Hemd reitet auf einem weißen Pferd, das an den Bäumen entlang galoppiert.",A woman wearing a red shirt rides a white horse along the,A woman in a red shirt is riding an all white horse that is galloping along the trees.
868,Eine Frau sitzt vor Bäumen im Hintergrund auf einem sehr großen Stein und lächelt in die Kamera.,"A woman sitting on a very large stone, smiling at the",A woman sitting on a very large rock smiling at the camera with trees in the background.
869,"Drei Männer in bunten Kostümen, Perücken und verrückten Sonnenbrillen gehen auf die Straße.","Three men in colorful costumes, wigs and crazy sunglasses walk down",Three men wearing brightly colored costumes take to the streets with wigs and crazy sunglasses.
870,Ein Mädchen spielt in einem kleinen Pool.,A girl is playing in a small pool.E,A girl plays in a small pool.
871,"Zwei Kinder, ein Junge in einem gelben Shirt und ein Mädchen in blau-weiß gestreiften Klamotten, schaukeln.","Two children, one boy in a yellow shirt and one girl","Two children, a boy in a yellow shirt and a girl in blue and white stripes, swinging."
872,Ein Mann wirft ein Fischernetz in die Bucht.,A man is throwing a fishing net into the harbor. affor,A man throws a fishing net into the bay.
873,"Ein Mann mit einem grauen Shirt, blauen Jeans und neongrüner Sicherheitsweste steht mit einem weißen Lieferwagen und einem weißen Gebäude im Hintergrund auf einer Bahnstrecke.","A man wearing a gray shirt, blue jeans and neon safety","A man wearing a gray shirt, blue jeans and a neon green safety vest is standing on a railroad track with a white truck and a white building in the background."
874,Zwei Bauarbeiter legen Blech über Balken.,Two construction workers laying sheets of metal over beams.,Two construction workers are laying sheet metal across beams.
875,Eine Band mit dezent in blau gekleideten Bandmitgliedern steht auf der Bühne.,A band with casually dressed band members standing on stage.,There is a band on stage with band members wearing hints of blue.
876,Ein Rocker mit freiem Oberkörper singt in ein Mikrofon während er Schlagzeug spielt.,A rocker with his bare chest singing into a microphone while playing,A rocker with his shirt off sings into a microphone while he plays the drums.
877,"Ich sehe einen Mann, der die Artikel aus seinem Einkaufswagen nimmt um zu bezahlen.",Im looking at a man picking up his groceries to,"I see a man putting his items from the shopping cart, ready to be checked out."
878,Der Mann mit dem Spazierstock macht einen Spaziergang.,The man with the cane is walking a path.unused,The man with the cane is on a walk.
879,Eine Frau in einem weißen Pullover trainiert auf einem Crosstrainer.,A woman wearing a white shirt is training on a cross trainer,A woman wearing a white shirt works out on an elliptical machine.
880,Ein Mädchen mit einer Maske reitet auf den Schultern eines Mannes durch eine Menschenmenge.,A girl with a mask rides on the shoulders of a man,A girl wearing a mask rides on a man's shoulders through a crowded sidewalk.
881,"Zwei Mädchen, eines älter und in Schwarz, das andere jünger und in Weiß, machen dieselbe Tanzbewegung vor einer Dekoration aus Ballons.","Two girls, one older and wearing black, the other younger","Two girls, one older and in black and one younger and in white, are performing the same ballet move in front of decorations made from balloons."
882,Mehrere Frauen führen vor einem Gebäude einen Tanz auf.,Several women perform a dance in front of a building.unused,Several women are performing a dance in front of a building.
883,Ein glatzköpfiger Mann geht auf einem Gehsteig und telefoniert mit seinem Handy.,A bald man walks on a sidewalk talking on his cell phone,A bald man walking down a city sidewalk while talking on his cellphone.
884,Eine Frau spielt mit Fingerpuppen während ein kleines Kind in einem Kostüm vorbeigeht.,A woman plays with finger puppets while a little kid is walking,A woman plays with finger puppets as a small child in a costume walks by.
885,"Eine Gruppe von Leuten beobachtet junge Männer, die auf Eimern Schlagzeug spielen.",A group of people watch young men playing drums on buckets.,A group of people watch young men play the drums using makeshift buckets as instruments.
886,Ein Mädchen mit gewöhnlicher und improvisierter Schutzausrüstung fährt Rollerblades.,A girl wearing ordinary and improvised safety gear is rollerblading,A girl with normal and improvised safety gear rollerblades.
887,Ein kleines weißes Auto steht auf den Bahngleisen und wurde eventuell vom Zug im Hintergrund gerammt.,A small white car is standing on the tracks and possibly hit,A small white car is on the train tracks and may or may not have been hit by the train behind it.
888,Zwei Rocker singen und spielen auf einer dunklen Bühne.,Two rockers perform on a dark stage.assistant,Two rockers are singing and playing on a dark stage.
889,"Ein Mädchen mit einer Baseballmütze, weißem T-Shirt und blauen Shorts steht in einem von Wald umgebenen Gebirgsbach.","A girl with a baseball cap, white tshirt and","A girl wearing a baseball cap, white t-shirt and blue shorts is standing in a rock-bottomed, forest-lined mountain stream."
890,Zwei Männer spielen Gitarre vor einem großen Publikum.,Two men play guitar in front of a large audience.,Two men playing guitar in front of a large audience.
891,Mehrere Leute tanzen vor diesem riesigen Haus mit ihren Partnern.,Several people are dancing in front of a large house with their,A number of people are dancing with their significant others in front of this huge house.
892,Frau mit Hund verkauft ihre Ware im Freien auf den Treppen des alten Gebäudes.,Woman with dog selling her wares outside on the steps of an,Woman and dog selling her wares on the old building steps outside.
893,Eine Frau diskutiert mit zwei professionell gekleideten Männern.,A woman is talking to two men who are dressed professionally.,"A woman and two men, that are dressed professionally, are having a discussion."
894,Eine Gruppe von Männern in roten und schwarzen Jacken sitzt auf Motorrädern und wartet.,A group of men wearing red and black jackets are sitting on,A group of men in red and black jackets waits on motorcycles.
895,Ein Typ in einem weißen Trikot mit der Nummer 3 auf dem Rücken spielt Fußball.,A guy wearing a white jersey with the number ,A guy dressed in a white uniform with a number 3 on it playing soccer.
896,Ein Mann verkauft Snacks bei einer Sportveranstaltung.,A man sells snacks at a sporting event.q,A man is selling snacks at a sporting event.
897,"Zwei Männer vom grünen Team tackeln in einem Rugbymatch die anderen Spieler des schwarzen Teams, um an den Ball zu kommen.",Two men from the green team tackling other players of the black,Two males from the green team tackles the other members from black team for the ball in a game of rugby.
898,Kinder kämpfen um den Ballbesitz.,Children are fighting over the ball. affordunusedassistant,Kids compete to gain possession of the soccer ball.
899,Eine Person in Blau wirft auf einer Bowlingbahn als einzige ihre Kugel.,A person wearing blue is throwing a ball on a bowling alley,A person in blue is the only person currently throwing their ball at a bowling alley.
900,Mehrere Fußballer auf einem Feld in Aktion.,Several football players are engaged in action on a field.,Several football players on a field in action.
901,"Junger Mann sitzt auf einem Skateboard, hält sein Handy und posiert auf der Rolltreppe.",A young man is sitting on a skateboard holding his phone and,"Young man sitting on a skateboard, holding a cellphone, and posing on the escalator."
902,Eine blau gekleidete Frau läuft einen Marathon.,A woman in blue running a marathon.unusedassistant,A lady dressed in blue running a marathon.
903,Diese Band bereitet sich auf einen Auftritt vor Publikum in einer Kirche vor.,This band is preparing to perform on stage in front of a,This band is getting ready to perform in front of an audience at church.
904,"Die # 8 von Iowa State streckt den Arm in Richtung eines Spielers der Texas AM beim Versuch, ihn zu tackeln.",The  from Iowa State reaches out to tackle a player,# 8 for Iowa State stiff arms a Texas AM player attempting to tackle him.
905,"Zwei männliche Curler sind auf dem Eis und wischen den Pfad vor dem Stein, während eine kleine Menschenmenge zusieht.",Two male curlers are on the ice sweeping a path in,"Two male curling players are on ice sweeping the path in front of polished rock, a small crowd watches."
906,Männer spielen auf einem matschigen Platz Fußball.,Men play soccer on a grassy field.unusedqassistant,Men play soccer on a muddy field.
907,Ein Basketballspieler in Weiß geht in die Hocke während ein Spieler in Rot auf ihn zu läuft.,A white basketball player is going to the floor as a red,A basketball player in white squats while a player in red moves toward him.
908,Menschen gehen durch einen Torbogen in einer alt aussehenden Stadt.,People walk through an archway into an old looking city.,People walk through an arch in an old-looking city.
909,"Zwei Rennautos, eines rot und das andere blau, fahren nebeneinander auf einer Rennstrecke während mehrere Personen zusehen.","Two race cars, one red and the other blue are racing","Two race cars, one red and one blue, are driving side by side down a racetrack while being watched by several onlookers."
910,Ein Footballspieler in einem weißen Trikot hält einen Football.,A football player wearing a white jersey holds a football.,A football player in a white uniform is holding a football.
911,Ein sehr kleiner Junge guckt nach vorne während er in einen kleinen Gegenstand beißt.,A very small boy looking forward while biting into a small object,A very young boy stares ahead as he is biting onto a small object.
912,Eine Frau und ein Kind gehen eine Straße entlang.,A woman and child walking down a street.,A woman and a child are walking down a street.
913,Ein Hockeyspiel wird vor großem Publikum gespielt.,A hockey game is played in front of a large crowd.,A hockey game is being played with lots of people watching it.
914,Drei Frauen springen im Gras auf Bällen.,Three women are jumping on balls in the grass.,Three woman bouncing on balls in the grass.
915,"Ein afroamerikanischer Junge in blauen Shorts, einem schwarz-roten Shirt und weißen Turnschuhen spielt Tennis.","An AfricanAmerican boy wearing blue shorts, a black and","An African-American boy wearing blue shorts, a black and red shirt, and white sneakers, is playing tennis."
916,Ein Mann und eine Frau in weißen Shirts umarmen sich.,A man and a woman in white shirts embrace each other.,A man and a woman in white shirts are hugging each other.
917,"Ein Mann mit einer Art Messsonde spricht mit einer Familie, die versucht, zu lächeln und freundlich zu sein.",A man with a type of measuring device is talking to a,A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
918,Sehr kleiner Junge in einem grünen Shirt liegt mit dem Gesicht nach unten auf einem weißen Bett.,A very young boy wearing a green shirt lying with his face,Very young boy in a green shirt laying face down on a white bed.
919,Ein Extremradfahrer ruht sich aus während im Hintergrund die Sonne untergeht.,An extreme cyclist rests while the sun sets in the background.,An extreme cyclist stops to rest as the sun sets in the background.
920,Eine warm gekleidete Frau fährt in einem verschneiten Gebiet Ski.,A woman dressed warmly is skiing on a snowy area.,A woman is skying in a snowy area wearing warm clothing.
921,Vier Mädchen und eine Frau lernen zu basteln.,Four girls and a woman are learning to make crafts. affor,Four girls and a lady learning how to do some crafts.
922,"Ein Mann in schwarz-weiß gestreifter Kleidung versucht, ein Pferd anzuhalten.",A man dressed in black and white stripes is trying to stop,A man wearing black and white stripes is trying to stop a horse.
923,"Der Herr scannt das Bild, das ihm die Frau im blauen Hemd zeigt.",The man is scanning the picture that the woman in the blue,The gentleman is scanning the image that the woman in the blue shirt is providing him.
924,Eine Frau mit roten Haaren steht bis zum Hals in trübem blauem Wasser.,A woman with red hair standing up to her neck in murky,A woman with red-hair is neck deep in cloudy blue water.
925,Zwei kleine Jungen posieren mit einem Welpen für eine Familienfoto.,Two little boys posing with a puppy for a family photo.,Two young boys pose with a puppy for a family picture.
926,Vier Kinder üben Karate während zwei Erwachsene zusehen.,Four kids are practicing karate while two adults watch.,Four children practice karate while two adults watch.
927,Ein Mann liegt auf einem Sofa in einem Möbelhaus.,A man is lying on a sofa at a furniture store.,A man lounges on a red sofa in a furniture showroom.
928,Eine Gruppe von Leuten unterhält sich an Tischen.,A group of people conversing at tables.qassistant,A group of people talking at tables.
929,"Zwei Jockeys, einer in rot-blauen Karos und der andere in Orange und Braun, liefern sich ein Rennen vor einem verschwommenen Hintergrund.","Two jockeys, one in a red and blue car,","Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background."
930,Das rote Auto fährt vor den beiden Autos im Hintergrund.,The red car is going in front of the two cars in,The red car is ahead of the two cars in the background.
931,"Ein großer Stier versucht einen Mann bei einem Rodeo auf die Hörner zu nehmen während ein Rodeoclown herbeiläuft, um zu helfen.",A large bull tries to take a mans hat off,"A large bull targets a man, inches away, in a rodeo with his horns, while a rodeo clown runs to help."
932,Ein Mann ohne Hemd geht zu einem gelben Kajak.,A man without a shirt is walking toward a yellow kayak.,A shirtless man walks toward a yellow kayak.
933,Ein Junge zielt und schießt auf einem Schießstand.,A boy aiming and shooting at a target on a shooting range,A boy at a gun range aims and shoots.
934,Zwei Jugendteams spielen Football im Sand.,Two youth teams play football in the sand.unused,Two teams of boys playing football in the sand.
935,Ein Kind in Blau und ein Kind in Weiß stehen auf einer niedrigen Betonmauer neben einem Fluss.,A child in blue and a child in white are standing on,A child in blue and a child in white stand on a short concrete wall by a stream.
936,Eine Frau malt ein Blumenmuster auf einen Tontopf.,A woman is painting a floral pattern on a ceramic pot.,A woman draws a floral design on a clay pot.
937,Leute gehen auf einer belebten Straße in einem fremden Land.,People walk on a crowded street of an unknown country.,People are walking down a busy street in a foreign country.
