de,en,predicted_en
Zwei Männer und eine Frau gehen eine Straße in einer Stadt entlang.,Two men and a woman are walking down a city street.,Two men and a woman walk through the streets of a city together.
Ein Mann mittleren Alters mit roten Haaren und Brille hält einen Säugling.,A middle-aged man with red-hair and glasses holding an infant.,A middle aged man in red shirts and glasses holding a baby boy.
Ein kleiner Junge mit roter Mütze reitet auf einem Pferd.,A young boy in a red hat rides on a horse.,A little boy with red socks riding on horseback.
Zwei Jungen spielen auf dem Gehsteig.,Two boys are playing on the sidewalk.,Two boys playing on the playground equipment.
Ein kleines Mädchen in einem schwarzen Badeanzug hält eine Schaufel am Strand.,A little girl wearing a black swimming suit holding a shovel at a beach.,A young girl wearing a black bathing suit holding an umbrella on the beach.
Alter Mann mit Hut und Mantel schläft im Sitzen auf einem Sofa.,Old man wearing a hat and coat sleeping sitting up on a sofa.,Man in shirt and hat sleeping on sofa bed.
Zwei Jungen in Winterkleidung sehen zum Himmel hoch und winken mit den Armen.,Two boys are looking up at the sky and waving theirs arms and they are dressed in clothes to keep them warm.,Two boys dressed for winter are looking up at the sky and smiling with their arms outstretched.
Ein junges Paar sitzt auf dem Gehsteig und entspannt gemeinsam.,A young couple sits on the sidewalk and relaxes together.,A young couple sitting on the sidewalk together looking at each other with smiles.
Ein Jugendlicher in Hemd und Krawatte kniet und macht ein Peace-Zeichen.,A youth wearing a shirt and tie crouching down and giving the peace sign.,"A young boy wearing a shirt and hat is kneeling, making peace sign gestures."
Drei Personen sitzen an einem Tisch vor der Bar Gelati Tabacchi.,Three people sitting at a table outside Bar Gelati Tabacchi.,Three people are seated at a table in front of the bar counter with gelato and tobacco products on
Ein Junge in einem schwarzen Shirt und mit roten Schweißbändern hängt kopfüber während andere Leute zusehen.,A boy in a black shirt and red wristbands hanging upside down while other people look on.,A boy wearing a black shirt with red shoes is holding his head while others are watching.
Ein Mann geht vor einem bunten Wandgemälde vorbei.,A man walking in front of a colorful wall mural.,A man walking past a painted mural is seen in this photo.
"Ein junger Mann, der mit einem weiteren jungen Mann unterwegs ist, blickt sich nach drei Mädchen um, an denen sie gerade vorbeigegangen sind.",A young man walking with another young man glances back at three girls they just passed,A young boy walking with another young man looks at three girls ahead who are waiting for something to happen
Ein Mann schneidet in einem gartenähnlichen Café eine Palme zurück.,A man trimming a palm tree inside a patio-type cafe'.,A man is cutting a palm leaf back at an outdoor caf counter.
"Fünf Personen, angeführt von einer Frau in einem pinken Hemd und braunen Rock, gehen eine Treppe hoch.",Five people walking up a set of stairs led by a woman in a pink shirt and brown skirt.,Five people are climbing a ladder while being watched by a woman wearing pink and brown clothing.
Eine Gruppe von Menschen auf einem Obstmarkt im Freien.,A group of people at an outdoor fruit market,A group of people on an obstacle course in the open air market.
"Zwei Jungen essen ihr McDonald's-Menü im Außenbereich, umgeben von vielen anderen Leuten.",Two boys eat their McDonalds lunch in an outdoor seating area surrounded by many other people.,Two boys are eating their Mcdonalds menu outside with lots of other people around them.
Eine Frau in einer Jeansjacke geht auf einem Gehweg.,A woman wearing a denim jacket walking along a sidewalk,A woman wearing jeans walking on pavement.
Ein Mann fährt ein Allradfahrzeug mit vier Passagieren vorne und einem seitlich sitzenden Mann hinten.,A man driving a four wheeled vehicle with four passengers riding on the front and a man sitting sideways on the back.,A man is driving a fourdoor van with two doors on the front and one door in back
Ein Mann in einem smaragdgrünen Hemd liest eine Zeitung.,A man in a teal shirt reads a newspaper.,A man wearing a blue shirt reading the newspaper.
Ein Junge in einem Rutschfahrzeug trägt ein grünes Shirt und hält ein Buch.,A boy in a stroller is wearing a green shirt and holding a book.,A boy wearing a red truck is carrying a green shirt and book.
Zwei Kinder sitzen nebeneinander und essen Süßigkeiten.,Two children sit side by side while eating a treat.,Two children are sitting together eating something sweet.
"Radfahrer auf der Straße, alle tragen Helme.","People are riding bicycles in the street, and they are all wearing helmets.",Cyclists on the street all wearing helmets.
"Menschengruppen, die alle Fahrrad fahren.",Crowds of people are all riding bicycles.,Groups of people riding bicycles together.
Ein Mann sitzt auf einer Plattform mit Rädern und wird von einem Esel gezogen.,A man seated on a platform with wheels is being pulled by a burrow.,A man sits on the ground with ropes around him and is being tied up by an animal.
Ein Mann fährt auf einem Fahrrad durch einen Torbogen.,A man on a bicycle pedals through an archway.,A man riding on a bicycle through a tunnel.
Ein bunt gekleideter junger Mann mit sichtbaren Hautverletzungen sitzt und raucht eine Zigarette.,A colorfully dressed young man with visible skin lesions is sitting and smoking a cigarette.,A young boy with a painted face is sitting and smoking a cigarette.
Zwei Männer in Anzügen unter einem Regenschirm vor einem Graffiti.,Two men in suits under an umbrella and in front of graffiti.,Two men with backpacks under a graffiti sign before an art installation.Instruct Translate German
Ein dünner alter Mann trägt ein schmutziges weißes Hemd und fährt Fahrrad auf der Straße.,An old skinny man wearing the dirty white shirt riding on a bicycle on the street,A middleaged man is pushing an old white moped down the street on his bike.
"Ein Mann versucht, einen jungen Stier von einem Pferd aus mit dem Seil zu fangen.",On horseback a man attempts to rope a young bull.,A man is trying to grab hold of a young horses reins with his hands.
Ein Cowboy versucht von einem Pferd aus ein Kalb mit dem Lasso zu fangen.,A cowboy is attempting to lasso a calf while riding a horse.,A cowboy is trying to grab an animal from the ground with lasso.
Zwei Radfahrer mit Helmen fahren an ein paar abgeernteten Feldern vorbei.,Two bicyclists with helmets on are riding past some empty country fields.,Two cyclists wearing helmets are riding down a path with some obstacles in the way ahead of them.
Ein Mann beugt sich zur Seite und zieht etwas aus einer Tasche.,A man is leaning over and pulling something out of a bag.,A man is cleaning himself up and taking something out of his pocket or bag.
"Ein Mann fährt in einem motorisierten Wagen vorbei, um den Park zu sehen.",A man in a motor cart rides by to witness the park area.,A man is driving a car with the windows down heading towards the park.
Eine tätowierte Person betrachtet ein Foto auf einer Digitalkamera oder einem Handy.,"A person with tattoos is looking at a photo on a digital camera, or cellphone.",A person with their hands behind them is looking at photo on either camera or phone.
Ein Mann in einem schwarzen Hemd und Jeans steht auf dem Gehsteig und blickt in die Kamera.,A man in a black shirt and jeans standing on the sidewalk looking at the camera.,A man wearing black pants and shirt is standing on the sidewalk looking at camera.
Ein Junge und ein Mädchen stehen gemeinsam auf dem Gehsteig und betrachten einen Gegenstand.,A boy and girl standing together on the pavement as they look at an object.,A boy and girl standing together on the sidewalk talking.
Mehrere Personen in blauen Kitteln und eine in einem Rock und schwarzer Bluse.,Several people in blue scrubs and one in a skirt and black blouse.,Several people dressed in blue kitties and one person wearing a rocker shirt and black pants.
Eine Frau und eine Hund sitzen auf einer weißen Bank in der Nähe eines Strandes.,A woman and a dog sit on a white bench near a beach.,A woman and dog sitting on the bank by a white sand beach.
Zwei Frauen gehen auf der Erde vor einem Gebäude.,Two women are walking in dirt outside a large building.,Two women walking on the earth before a building.
Eine Gruppe von Männern und ein Kind in weißen Shorts stehen auf der Straße.,A group of men and a child in white shirts are standing in the road.,A group of men and a child wearing white shorts are standing on the street.
Eine ganz in schwarz gekleidete Frau trägt auf dem Gehsteig eine schwarze Tasche.,A woman wearing all black and carrying a black bag on sidewalk,A woman wearing black clothing is carrying on the sidewalk with her shoulder bag that has a white handle.
Gruppe von Männern sitzt an einem Tisch und unterhält sich.,Group of men sitting around a table having a conversation.,Group of men sitting at a table and holding something.
Ein Wandgemälde auf einem Gebäude.,A mural on the side of a building.,A painting on the wall of a building.
Ein asiatischer Mann mit Handschuhen arbeitet an einem Imbissstand.,An Asian man wearing gloves is working at a food stall.,An Asian man with gloves working at a countertop.
Frau sitzt an einem Tisch und arbeitet an ihrem Laptop.,Woman sitting at a table while working on her laptop computer.,Woman sitting at a table and working on her laptop.
Eine Person sieht zum Computer auf einem Tisch mit einem Telefon und einer Schachtel.,A person is looking at the computer on a desk with a phone and a box.,A person is sitting at the computer table with phone and laptop bag on it.
"Ein Mann sitzt in einem Stuhl und beobachtet Leute, die vorbeigehen.",A man sits in a chair watching people stroll by.,A man is sitting on a chair and watching people walking by.
Zwei Personen mit Hüten stehen auf einem Feld und pflegen Nutzpflanzen.,Two people wearing hats are standing in a field tending to a crop.,Two people wearing hats stand on a field and tending plants.
Jemand springt in Barcelona über ein Reck.,Some leaping over a high bar in Barcelona.,Man jumping over a ramp at Barcelone.
Ein Mann in Stiefeln und einem Cowboyhut sitzt auf einem springenden Pferd während Zuschauer auf den Tribünen sitzen.,A man dressed in boots and a cowboy hat sits atop a horse that is jumping while spectators sit in the stands.,A man wearing cowboy boots and pants sitting on a horse while someone is sweeping the ground nearby.
Zwei junge Mädchen sitzen auf der Straße und essen Mais.,Two young girls are sitting on the street eating corn.,Two young girls are sitting on the street eating snacks.
Drei Kinder in Footballtrikots zweier verschiedener Mannschaften spielen Football auf einem Footballplatz während ein weiterer Spieler und ein Erwachsener im Hintergrund stehen.,"Three children in football uniforms of two different teams are playing football on a football field, while another player and an adult stand in the background.","Three children playing soccer on a football field with two different teams, while another player and an adult spectator"
Ein kleines Kind mit schmutzigem Gesicht wird von einer alten Frau gehalten.,A young child with a dirty face being held by an old woman.,A little boy with a dirty face is being held by an old woman.
Ein Mann mit Brille blickt in die Kamera während ein anderer Mann in einem blauen Hemd sich auf etwas konzentriert.,A man with glasses looks at camera while another man in a blue shirt looks intently at something.,A man with glasses is looking into the camera while another man wearing blue shirt stands there concentrated on something
Zwei Personen sitzen unter einem Baum mit grünem Gemüse.,Two people sitting under a tree picking a green vegetable.,Two people sitting under a tree with green vegetables on it.
Ein kleiner Junge mit einer blauen Mütze blickt durch ein Teleskop während ein anderer Junge zusieht.,A young boy wearing a blue hat is looking through a telescope while another boy watches.,A young boy with a blue hat is looking through a telescope while another child watches him.
3 Männer kochen in einer kleinen Küche.,3 men cooking in a small kitchen.,Three men cooking food in a small kitchen.
Ein junges Mädchen in einem grauen Schneeanzug fährt Ski auf einem verschneiten Berg.,A young girl wearing a gray snowsuit skiing on a snowy mountain.,A young girl on a gray snowmobile ski down an uneven mountain slope.
Eine Gruppe von Dorfbewohnerinnen versammelt sich beim Tanz.,A group of village women gathered in dance,A group of city folk are dancing together in a crowd.
Ein Mann und eine Frau sortieren Wäsche mit Latexhandschuhen.,A man and a woman are sorting through laundry with latex gloves on.,A man and a woman wearing latex gloves are sorting laundry.
Ein junges Mädchen sitzt auf einem Holzstuhl.,A young girl sitting on a wooden chair.,A young girl is sitting on a wooden bench.Instruct Translate German to English.
Zwei Arbeiter verschweißen die Stangen eines Zauns an einer viel befahrenen Vorstadtstraße.,Two workers weld the bars of a fence near a busy suburban street.,Two workers are cleaning the grates of a very busy city street sidewalk.
Ein junger Mann mit langen Haaren fährt an einem bewölkten Tag Skateboard auf dem Geländer.,A long-haired young man skateboarding on the rails on a cloudy day.,A young boy with long hair is skateboarding on the concrete ramp at a busy park.
Zwei Männer schaufeln auf einem Freiluftmarkt den Weg von Schnee und Matsch frei.,In a outdoor market two men shovel snow and slush out of the path.,"Two men are walking down the path at an outdoor market, snow and mats in their way."
Ein Typ in einem weißen Hemd spielt auf einer weißen Gitarre.,A guy wearing a white shirt is playing a white guitar.,A boy wearing white clothes is playing the guitar on a white stage.
"Ein junges Mädchen zeigt seiner Freundin, wie man eine Einwegkamera verwendet.",A young girl shows her friends how to use a disposable camera.,A young girl shows her friend a camera shes using for taking pictures on their walk.Instruct
Ein kleiner Junge springt von einem Steg in einen See.,A little boy jumping off of a dock into a lake.,A little boy jumps off a dock into the water.
Eine sehr unglücklich aussehende Dame mit einer grünen Maske beim Zahnarzt.,Lady with a green mask at the dentist and she just look very unhappy.,A very sad woman with a green mask at the dentists office.Instruct Translate German
Ein Mann mit einer orangen Jacke und blauem Mütze klettert auf einen verschneiten Berg.,A man with an orange jacket and blue hat climbing a snowy mountain.,A man in an orange jacket and blue shirt climbing on a steep mountain.
Ein kleines Mädchen mit blonden Haaren spielt und spritzt in einer Schlammpfütze.,A little girl with blond-hair is playing and splashing in a mud puddle.,A little girl with blonde hair is playing and spraying water from a spray bottle while wearing an overalls
Ein Kind fährt auf einem Fahrrad durch eine Gasse mit einem Graffiti.,A child is riding a bike down an alleyway with graffiti in it.,A child rides his bike through alleyway with graffiti on the wall.
Eine Turnerin wird bei einer Veranstaltung beurteilt.,A gymnast is being judged at en event.,A female turner is getting prepared for an event.
Menschen gehen auf einer Straße mit einem Straßenhändler.,People walking down the street with a street vendor.,People are walking on the street with a peddler in tow.
"Ein Mann in traditionellem Gewand steht neben seinem Esel, der anscheinend auch bekleidet ist.","Man clothed in a traditional dress like attire, while standing next to his mule who also seems to be clothed as well.",A man dressed traditionally standing next to his animal that also has some clothes on it.
Zwei Kinder spielen auf einem Fahrrad.,Two children are playing on a bicycle.,Two children are playing on bicycles.
Zwei Männer aus gegnerischen Mannschaften spielen Fußball auf einem Fußballplatz.,Two men on opposing teams are playing soccer in a field.,Two men playing soccer on an outdoor field with other people around them.
"Ein Mann springt in die Luft und posiert für Fotografen, die auf dem Boden liegen.",A man jumps and poses for photographers lying on the ground.,A man is jumping into the air doing flips for photographers on ground below him.
Das Mädchen trinkt aus einem Springbrunnen.,The girl is taking a drink from a water fountain.,The girl is drinking from a spring fountain.
Der Hobbyhöhlenforscher findet auf seiner Wanderung Wasser.,The spelunker finds water during his trek.,The hobbyist cave explorer finds water during her walk.
Ein Mann in einem Laborkittel blickt durch ein Mikroskop.,A man in a lab coat is looking through a microscope.,A man looking through a microscope at some sort of object.
Ein blondes Mädchen schläft auf einer braunen Couch.,A blond girl sleeps on a brown couch.,A blonde girl is sleeping on brown couch.
Ein Mann kehrt tagsüber den Gehsteig vor einem Ziegelbau.,A man sweeps a sidewalk outside of a brick building during the day.,A man is walking on the sidewalk in front of a brick building.
Drei Männer kochen in einer Küche.,Three men are cooking in a kitchen.,Three men are cooking in a kitchen.
Ein Mann auf einem Gerüst vor einem Haus lächelt und posiert für den Fotografen.,A man on a scaffold in front of a house is smiling and posing for the photographer.,"A man on an easel in front of a house, painting and smiling for the photographer."
Zwei Mädchen in Shorts halten Händchen an einem Pool.,Two girls in shorts are holding hands at a pool.,Two girls are holding hands by a pool while wearing shorts.
Vier asiatische Kinder sitzen auf einer Bank und winken lächelnd in die Kamera.,Four Asian kids sit on a bench and wave and smile to the camera.,Four Asian children are sitting on the bank and smiling at camera.
Kinder auf Fahrrädern in einem scheinbar verarmten Land.,Children ride bikes in what appears to be an impoverished nation.,"Children on bicycles riding through an empty, dirty city."
Ein kleiner Junge mit Kochmütze und Schürze schneidet in einer Küche Würstchen.,"A young boy, wearing a chef's hat and apron, is cutting sausages in a kitchen.",A little boy with a hat and scarf eating a hamburger at the kitchen table.
Das ist ein Clown in einer Grundschule.,This is a clown at an elementary school.,This is a clown at an elementary school.
Der Schiffskapitän lächelt und hält das Steuerrad seines hölzernen Schiffs.,The smiling ship captain is holding the wheel of his wooden ship.,The captain is smiling and holding the steering wheel of his ship with a lantern on it.
Ein gelber Bulldozer schafft Erdreich aus dem Weg.,A yellow bulldozer working to move dirt.,A yellow bulldozer is clearing dirt along the road.
"Eine Frau in einem roten Hemd reitet auf einem weißen Pferd, das an den Bäumen entlang galoppiert.",A woman in a red shirt is riding an all white horse that is galloping along the trees.,A woman dressed in red is riding on white horse and galloping past the trees.
Eine Frau sitzt vor Bäumen im Hintergrund auf einem sehr großen Stein und lächelt in die Kamera.,A woman sitting on a very large rock smiling at the camera with trees in the background.,A woman sits on grass next to large stones while smiling at the camera.
"Drei Männer in bunten Kostümen, Perücken und verrückten Sonnenbrillen gehen auf die Straße.",Three men wearing brightly colored costumes take to the streets with wigs and crazy sunglasses.,Three men wearing bright clothes walking down the street with their umbrellas and sunglasses on.
Ein Mädchen spielt in einem kleinen Pool.,A girl plays in a small pool.,A girl is playing a game of pool in a small pool.
"Zwei Kinder, ein Junge in einem gelben Shirt und ein Mädchen in blau-weiß gestreiften Klamotten, schaukeln.","Two children, a boy in a yellow shirt and a girl in blue and white stripes, swinging.",Two children one boy wearing a yellow shirt and another girl with blue and white striped dress playing around.
Ein Mann wirft ein Fischernetz in die Bucht.,A man throws a fishing net into the bay.,A man wearing a fishermans net is fishing on the beach.
"Ein Mann mit einem grauen Shirt, blauen Jeans und neongrüner Sicherheitsweste steht mit einem weißen Lieferwagen und einem weißen Gebäude im Hintergrund auf einer Bahnstrecke.","A man wearing a gray shirt, blue jeans and a neon green safety vest is standing on a railroad track with a white truck and a white building in the background.",A man in gray shirt and blue jeans is standing on the sidewalk next to a white truck and building
Zwei Bauarbeiter legen Blech über Balken.,Two construction workers are laying sheet metal across beams.,Two construction workers are laying down roofing on a wall.
Eine Band mit dezent in blau gekleideten Bandmitgliedern steht auf der Bühne.,There is a band on stage with band members wearing hints of blue.,A band with ten members wearing blue costumes is performing on stage.
Ein Rocker mit freiem Oberkörper singt in ein Mikrofon während er Schlagzeug spielt.,A rocker with his shirt off sings into a microphone while he plays the drums.,A rock singer with a free body singing while playing the drums on an electronic keyboard.Instruct
"Ich sehe einen Mann, der die Artikel aus seinem Einkaufswagen nimmt um zu bezahlen.","I see a man putting his items from the shopping cart, ready to be checked out.",I see man who is putting his grocery bags in the trunk of car while shopping.
Der Mann mit dem Spazierstock macht einen Spaziergang.,The man with the cane is on a walk.,The man with the backpack is making a trail while hiking.
Eine Frau in einem weißen Pullover trainiert auf einem Crosstrainer.,A woman wearing a white shirt works out on an elliptical machine.,A woman wearing white pull over is training on a cross trainer.
Ein Mädchen mit einer Maske reitet auf den Schultern eines Mannes durch eine Menschenmenge.,A girl wearing a mask rides on a man's shoulders through a crowded sidewalk.,A girl wearing a mask is walking through the crowd of people in front of a school building with a
"Zwei Mädchen, eines älter und in Schwarz, das andere jünger und in Weiß, machen dieselbe Tanzbewegung vor einer Dekoration aus Ballons.","Two girls, one older and in black and one younger and in white, are performing the same ballet move in front of decorations made from balloons.",Two girls one older wearing black and the other younger girl is white doing some kind of dance on top
Mehrere Frauen führen vor einem Gebäude einen Tanz auf.,Several women are performing a dance in front of a building.,Several women are dancing before a building.
Ein glatzköpfiger Mann geht auf einem Gehsteig und telefoniert mit seinem Handy.,A bald man walking down a city sidewalk while talking on his cellphone.,A bald man walking up the steps on his phone with one hand.Instruct Translate German
Eine Frau spielt mit Fingerpuppen während ein kleines Kind in einem Kostüm vorbeigeht.,A woman plays with finger puppets as a small child in a costume walks by.,A woman playing with finger puppets while a small child is eating at a table nearby.
"Eine Gruppe von Leuten beobachtet junge Männer, die auf Eimern Schlagzeug spielen.",A group of people watch young men play the drums using makeshift buckets as instruments.,A group of men are watching young boys play with toy guns.
Ein Mädchen mit gewöhnlicher und improvisierter Schutzausrüstung fährt Rollerblades.,A girl with normal and improvised safety gear rollerblades.,A girl wearing a costume and improvised equipment is roller blading.
Ein kleines weißes Auto steht auf den Bahngleisen und wurde eventuell vom Zug im Hintergrund gerammt.,A small white car is on the train tracks and may or may not have been hit by the train behind it.,A little white car is parked on the train tracks and just got hit by an oncoming vehicle in
Zwei Rocker singen und spielen auf einer dunklen Bühne.,Two rockers are singing and playing on a dark stage.,Two rockers are singing and playing on stage in the dark.
"Ein Mädchen mit einer Baseballmütze, weißem T-Shirt und blauen Shorts steht in einem von Wald umgebenen Gebirgsbach.","A girl wearing a baseball cap, white t-shirt and blue shorts is standing in a rock-bottomed, forest-lined mountain stream.","A girl with a baseball cap, white shirt and blue shorts is standing on top of a mountain stream"
Zwei Männer spielen Gitarre vor einem großen Publikum.,Two men playing guitar in front of a large audience.,Two men are playing guitars before a large crowd of people.
Mehrere Leute tanzen vor diesem riesigen Haus mit ihren Partnern.,A number of people are dancing with their significant others in front of this huge house.,Several people are dancing in front of this large building with their partners.
Frau mit Hund verkauft ihre Ware im Freien auf den Treppen des alten Gebäudes.,Woman and dog selling her wares on the old building steps outside.,Woman with dog buying her wares outside the old buildings steps.
Eine Frau diskutiert mit zwei professionell gekleideten Männern.,"A woman and two men, that are dressed professionally, are having a discussion.",A woman is debating with two dressed professionally men.
Eine Gruppe von Männern in roten und schwarzen Jacken sitzt auf Motorrädern und wartet.,A group of men in red and black jackets waits on motorcycles.,A group of men wearing red and black jackets sitting on motorcycles with their arms outstretched.
Ein Typ in einem weißen Trikot mit der Nummer 3 auf dem Rücken spielt Fußball.,A guy dressed in a white uniform with a number 3 on it playing soccer.,A type of white tricycle with number three on the back is playing soccer.
Ein Mann verkauft Snacks bei einer Sportveranstaltung.,A man is selling snacks at a sporting event.,A man is buying snacks at a sporting event.
"Zwei Männer vom grünen Team tackeln in einem Rugbymatch die anderen Spieler des schwarzen Teams, um an den Ball zu kommen.",Two males from the green team tackles the other members from black team for the ball in a game of rugby.,Two men from the green team tackle another player on a rugby match who is trying to get into possession
Kinder kämpfen um den Ballbesitz.,Kids compete to gain possession of the soccer ball.,Kids are fighting over the ball.
Eine Person in Blau wirft auf einer Bowlingbahn als einzige ihre Kugel.,A person in blue is the only person currently throwing their ball at a bowling alley.,A person in blue bowling down as if throwing her ball.
Mehrere Fußballer auf einem Feld in Aktion.,Several football players on a field in action.,Several soccer players on the field during action.
"Junger Mann sitzt auf einem Skateboard, hält sein Handy und posiert auf der Rolltreppe.","Young man sitting on a skateboard, holding a cellphone, and posing on the escalator.",Young man sitting on skateboard holding his hand and standing at the ramp stairs.
Eine blau gekleidete Frau läuft einen Marathon.,A lady dressed in blue running a marathon.,A blueclad woman is running a marathon.
Diese Band bereitet sich auf einen Auftritt vor Publikum in einer Kirche vor.,This band is getting ready to perform in front of an audience at church.,This band is preparing for an audition before the public at church.
"Die # 8 von Iowa State streckt den Arm in Richtung eines Spielers der Texas AM beim Versuch, ihn zu tackeln.",# 8 for Iowa State stiff arms a Texas AM player attempting to tackle him.,The eighth of Iowa State is striking the arm into position for a shot by the Texas AM
"Zwei männliche Curler sind auf dem Eis und wischen den Pfad vor dem Stein, während eine kleine Menschenmenge zusieht.","Two male curling players are on ice sweeping the path in front of polished rock, a small crowd watches.",Two men are curling on ice with their stones in front of the stone while people watch from behind
Männer spielen auf einem matschigen Platz Fußball.,Men play soccer on a muddy field.,Men playing soccer on an artificial turf field.
Ein Basketballspieler in Weiß geht in die Hocke während ein Spieler in Rot auf ihn zu läuft.,A basketball player in white squats while a player in red moves toward him.,A basketball player wearing white is running while another basketball player dressed as red is passing him.
Menschen gehen durch einen Torbogen in einer alt aussehenden Stadt.,People walk through an arch in an old-looking city.,People are walking through an elevator shaft of a tall building in the city.
"Zwei Rennautos, eines rot und das andere blau, fahren nebeneinander auf einer Rennstrecke während mehrere Personen zusehen.","Two race cars, one red and one blue, are driving side by side down a racetrack while being watched by several onlookers.",Two race cars of different colors are racing side by side on a racetrack while multiple people watch
Ein Footballspieler in einem weißen Trikot hält einen Football.,A football player in a white uniform is holding a football.,A soccer player wearing a white tricolored shirt is holding the ball during a game.
Ein sehr kleiner Junge guckt nach vorne während er in einen kleinen Gegenstand beißt.,A very young boy stares ahead as he is biting onto a small object.,A very little boy is eating a piece of candy while standing next to someone small enough for him to
Eine Frau und ein Kind gehen eine Straße entlang.,A woman and a child are walking down a street.,A woman and a child walk down the street together.
Ein Hockeyspiel wird vor großem Publikum gespielt.,A hockey game is being played with lots of people watching it.,A hockey game is being played in front of a large crowd.
Drei Frauen springen im Gras auf Bällen.,Three woman bouncing on balls in the grass.,Three women are jumping on grass mats in the park.
"Ein afroamerikanischer Junge in blauen Shorts, einem schwarz-roten Shirt und weißen Turnschuhen spielt Tennis.","An African-American boy wearing blue shorts, a black and red shirt, and white sneakers, is playing tennis.",An Afro American boy wearing blue shorts and a black shirt playing tennis with white shoes.
Ein Mann und eine Frau in weißen Shirts umarmen sich.,A man and a woman in white shirts are hugging each other.,A man and a woman wearing white shirts are hugging each other.
"Ein Mann mit einer Art Messsonde spricht mit einer Familie, die versucht, zu lächeln und freundlich zu sein.",A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.,A man with a microphone is talking to his family trying to make them laugh and be friendly.
Sehr kleiner Junge in einem grünen Shirt liegt mit dem Gesicht nach unten auf einem weißen Bett.,Very young boy in a green shirt laying face down on a white bed.,A very small boy wearing green shirt is lying on his back with head down next to white bucket.
Ein Extremradfahrer ruht sich aus während im Hintergrund die Sonne untergeht.,An extreme cyclist stops to rest as the sun sets in the background.,An extreme athlete is doing his tricks while the sun shines in background.
Eine warm gekleidete Frau fährt in einem verschneiten Gebiet Ski.,A woman is skying in a snowy area wearing warm clothing.,A woman dressed in a warm outfit skiing down an uneven slope.
Vier Mädchen und eine Frau lernen zu basteln.,Four girls and a lady learning how to do some crafts.,Four girls and a woman are learning to sew.
"Ein Mann in schwarz-weiß gestreifter Kleidung versucht, ein Pferd anzuhalten.",A man wearing black and white stripes is trying to stop a horse.,A man wearing black and white striped clothing is trying to ride a horse on the ground.
"Der Herr scannt das Bild, das ihm die Frau im blauen Hemd zeigt.",The gentleman is scanning the image that the woman in the blue shirt is providing him.,The man is looking at the picture that his wife in blue shirt is showing him.Instruct
Eine Frau mit roten Haaren steht bis zum Hals in trübem blauem Wasser.,A woman with red-hair is neck deep in cloudy blue water.,A woman with red hair is standing at the edge of a blue pool.
Zwei kleine Jungen posieren mit einem Welpen für eine Familienfoto.,Two young boys pose with a puppy for a family picture.,Two little boys pose with a camera for a family photo.
Vier Kinder üben Karate während zwei Erwachsene zusehen.,Four children practice karate while two adults watch.,Four children are practicing karate while two adults watch.
Ein Mann liegt auf einem Sofa in einem Möbelhaus.,A man lounges on a red sofa in a furniture showroom.,A man is sitting on a sofa at an furniture store.
Eine Gruppe von Leuten unterhält sich an Tischen.,A group of people talking at tables.,A group of people are standing under trees.
"Zwei Jockeys, einer in rot-blauen Karos und der andere in Orange und Braun, liefern sich ein Rennen vor einem verschwommenen Hintergrund.","Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background.",Two jockeys one in a red keros with the other wearing orange and brown are preparing for
Das rote Auto fährt vor den beiden Autos im Hintergrund.,The red car is ahead of the two cars in the background.,The red car is driving in front of the two cars on the ground.
"Ein großer Stier versucht einen Mann bei einem Rodeo auf die Hörner zu nehmen während ein Rodeoclown herbeiläuft, um zu helfen.","A large bull targets a man, inches away, in a rodeo with his horns, while a rodeo clown runs to help.",A large horse is trying to help a man on the ground at a rodeo while a clown laughs
Ein Mann ohne Hemd geht zu einem gelben Kajak.,A shirtless man walks toward a yellow kayak.,A man without a beard walking toward the yellow kangaroo.
Ein Junge zielt und schießt auf einem Schießstand.,A boy at a gun range aims and shoots.,A boy is throwing on a shooting range.
Zwei Jugendteams spielen Football im Sand.,Two teams of boys playing football in the sand.,Two youth soccer teams are playing in the sand.
Ein Kind in Blau und ein Kind in Weiß stehen auf einer niedrigen Betonmauer neben einem Fluss.,A child in blue and a child in white stand on a short concrete wall by a stream.,A boy wearing blue and another boy wearing white stand on the ground next to a low brick wall near
Eine Frau malt ein Blumenmuster auf einen Tontopf.,A woman draws a floral design on a clay pot.,A woman is painting flowers on her head top.
Leute gehen auf einer belebten Straße in einem fremden Land.,People are walking down a busy street in a foreign country.,People are walking down on an interesting road outside of town.
Ein rechtshändiger Pitcher der Saints wirft einen Ball.,A right-handed pitcher for the Saints is throwing a pitch.,Right handed pitcher of the saints throws a ball.
"Zwei Männer, einer in Schwarz und Weiß und einer in Rot, spielen Beachvolleyball.","Two men, one in black and white and one in red, are playing beach volleyball.",Two men playing beach volleyball wearing black and white shirts as well as one man wearing a red shirt.
Ein Mann steht in einem Boot und flickt Netze.,A man is standing in a boat holding some netting.,A man is standing on a boat and flapping nets.
"Ein Surfer, der im Ozean beim Versuch, auf einer Welle zu reiten, von seinem Brett gefallen ist.",A surfer who fell off his surfboard in the ocean while trying to ride a wave.,A surfer attempting the wave in ocean on his board has fallen off of it.
Ein Techniker bereitet im Labor eine Probe vor.,A technician preparing a sample in the lab.,A technician is preparing a probe for an experiment in the lab.
