,input_en,output_de,gt_de
684,People are standing in front of a sculpture surrounded by water.,,Leute stehen vor einer von Wasser umgebenen Skulptur.
685,A woman looks on as a man with folded arms is talking.,a woman who has been looking as a man with folded arms,"Eine Frau sieht zu, während ein Mann mit verschränkten Armen spricht."
686,Middle-aged man in white shorts and flip-flops looking up the road,"The woman in question is a red,",Ein Mann mittleren Alters in weißen Shorts und Flip-Flops blickt die Straße hoch.
687,Two men dressed in dark orange coverings and sandals stand near a large reflective sculpture.,":
:
:
:
:
:","Zwei Männer in dunkeloranger Kleidung und Sandalen stehen neben einer großen, reflektierenden Skulptur."
688,Two people are spending good time in their boat.,,Zwei Personen vergnügen sich auf ihrem Boot.
689,A man and a woman are standing on the street in the city.,A man and a woman stand on the street in the city,Ein Mann und eine Frau stehen in einer Stadt auf der Straße.
690,Firemen emerge from a subway station.,,Feuerwehrmänner kommen aus einer U-Bahnstation.
691,"Four men, three of whom are wearing prayer caps, are sitting on a blue and olive green patterned mat.","The man:
A woman:
A tree:","Vier Männer, drei von ihnen mit Gebetskappen, sitzen auf einer blau und olivgrün gemusterten Matte."
692,This is a large group of people sitting outside on benches.,,"Das ist eine große Menschengruppe, die im Freien auf Bänken sitzt."
693,"A man in a red shirt walks past a turquoise and white checkered food establishment called ""32 De Neude.""",,"Ein Mann in einem roten Shirt geht an einem türkis und weiß karierten Imbissladen Namens ""32 De Neude"" vorbei."
694,Doctors performing some type of surgery.,,Ärzte bei einer Art Operation.
695,An older man with a cigarette in his mouth and a ball cap inspects his camera.,,Ein älterer Mann mit einer Zigarette im Mund und einer Mütze inspiziert seine Kamera.
696,Small orchestra playing with open violin case in front,,Kleines Orchester spielt im Freien mit einem Gitarrenkoffer auf dem Boden.
697,A man with a red suit is dancing with a lady.,,Ein Mann in einem roten Anzug tanzt mit einer Dame.
698,Two people look on in the nighttime at the lights in a city.,The light of the dark.,Zwei Personen betrachten die Lichter einer Stadt bei Nacht.
699,"Two motocross bikers wearing full protective gear, with one in midair after a jump and the other looking down at his motorcycle.",,"Zwei Motocrossfahrer in voller Schutzkleidung, einer von ihnen ist nach einem Sprung in der Luft, der andere blickt auf sein Motorrad hinunter."
700,Several men dressed in orange gather for an outdoor social event.,,Mehrere Männer in Orange versammeln sich im Freien für ein gesellschaftliches Ereignis.
701,Two young girls run on a sidewalk outside of a brick building with banners on it.,,Zwei junge Mädchen rennen auf einem Gehsteig vor einem Ziegelgebäude mit Plakaten.
702,Two individual climbing up a steep mountain.,,Zwei Personen klettern einen steilen Berg hoch.
703,A child is laying on the ground next to a stroller.,,Ein Kind liegt auf dem Boden neben einem Sportwagen.
704,A dog begging to a man and a woman.,,Ein Hund bettelt bei einem Mann und einer Frau.
705,A lot of people at the market looking at various different things.,,"Viele Leute auf dem Markt, die verschiedene Dinge betrachten."
706,Two young men play electric guitars on stage.,,Zwei junge Männer spielen E-Gitarren auf einer Bühne.
707,A tattooed man pouring beer out of a bottle into a young man's mouth.,,Ein tätowierter Mann gießt Bier aus einer Flasche in den Mund eines jungen Mannes.
708,Two people standing outside next to blow up toys and dumpsters.,,Zwei Personen stehen draußen neben aufblasbaren Spielsachen und Baggern.
709,Four people are riding bicycles on a bike path near a busy street.,,Vier Personen fahren Rad auf einem Radweg neben einer viel befahrenen Straße.
710,Woman in a pink shirt and wearing glasses.,,Frau mit Brille in einem pinken Hemd.
711,A woman in a red shirt raising her arm to the passing crowd below.,,Eine Frau in einem roten Shirt hebt ihren Arm in Richtung der unten vorbeiziehenden Menge.
712,A boy in white shorts is jumping into a lake or river.,,Ein Junge in weißen Shorts springt in einen See oder einen Fluss.
713,A little girl is looking through a telescope at the beach.,"A little girl is looking through a telescope at the beach,",Ein kleines Mädchen blickt durch ein Teleskop auf den Strand.
714,Several construction workers with orange safety vests are digging into the ground.,,Mehrere Bauarbeiter in orangen Sicherheitswesten graben im Boden.
715,A person in a hood is standing in front of a run down building.,,Eine Person mit Kapuze steht vor einem heruntergekommenen Gebäude.
716,Construction workers picketing against PM Construction Services.,,Bauarbeiter streiken gegen PM Construction Services.
717,A man riding a running horse with some other men doing the same behind him.,":
:
:
:
:
:",Ein Mann auf einem Rennpferd mit anderen Männern auf Pferden hinter ihm.
718,An African American man walking down the street.,,Ein Afroamerikaner geht die Straße hinunter.
719,Two nuns are posing for a picture.,,Zwei Nonnen posieren für ein Foto.
720,A woman with neon headphones writes in a notebook.,,Eine Frau mit neonfarbenen Kopfhörern schreibt in einen Block.
721,A woman in a green-patterned shirt is talking on a cellphone.,"woman:
green:
A:
woman:",Eine Frau in einem grün gemusterten Hemd telefoniert mit dem Handy.
722,A small African child carries a younger child on his back.,":
:
:
:
:
:",Ein kleines afrikanisches Kind trägt ein jüngeres Kind auf dem Rücken.
723,A group of people are sitting in chairs.,,"Eine Gruppe von Leuten, die auf Stühlen sitzen."
724,A person in a bandanna stands on the street in front his things.,,Eine Mann mit einem Kopftuch steht auf der Straße vor seinen Sachen.
725,An oriental person in a red shirt and black pants crouching over a purse on concrete.,,Eine Person orientalischen Aussehens in einem roten Shirt und schwarzer Hose hockt über einer Handtasche auf dem Beton.
726,A black dog and a brown dog with a ball.,,Ein schwarzer und ein brauner Hund mit einem Ball.
727,A man with a black vest holding a model airplane,A man with a black vest,Ein Mann mit einer schwarzen Weste hält ein Modellflugzeug
728,A man in a field with an airplane in view.,,Ein Mann auf einem Feld mit einem Flugzeug in Sicht.
729,A man in a suit and tie and a woman with luggage join others in waiting in the London Underground.,,Ein Mann in einem Anzug mit Krawatte und eine Frau mit Gepäck gesellen sich zu anderen Wartenden in der Londoner U-Bahn.
730,A kid is walking down the sidewalk with a few American flags.,,Ein Kind geht auf dem Gehsteig und trägt ein paar amerikanische Flaggen.
731,A black dog runs on green grass with a toy in his mouth.,,Ein schwarzer Hund läuft auf grünem Gras mit einem Spielzeug im Maul.
732,An Oriental traveler awaits his turn at the currency exchange.,,Ein orientalischer Reisender wartet am Wechselschalter bis er dran ist.
733,A dog turns on the grass to persue a flying ball.,,Ein Hund dreht sich auf dem Gras um einem fliegenden Ball nachzulaufen.
734,A group of students sit and listen to the speaker.,,Eine Gruppe von Studenten sitzt und hört der Sprecherin zu.
735,People are driving scooters down the street at night.,,Menschen fahren bei Nacht mit Mopeds die Straße hinunter.
736,A large gray sea deck and a guy on the bike.,":
:
:
:
:
:","Ein großes, graues Seedeck und ein Typ auf dem Fahrrad."
737,"A man in an orange shirt and a blond boy are riding with other people on a ""Pullman"" vehicle.",,"Ein Mann in einem orangen Shirt und ein blonder Junge fahren mit anderen Personen in einem ""Pullman""."
738,A young man and women near a large metal sculpture,:,Ein junger Mann und Frauen nahe einer großen Metallskulptur
739,"A boat with red, white and blue sails docking at a pier.","1. The United States of America: Red, white and","Ein Boot mit roten, weißen und blauen Segeln dockt an einem Pier an."
740,A man wearing a black hat taking a photo in a busy street.,"The man with the black hat, take a photo in a",Ein Mann mit einer schwarzen Mütze macht ein Foto auf einer belebten Straße.
741,A man is standing on a busy street looking with his head tilted up.,,Ein Mann steht auf einer belebten Straße und sieht sich mit in den Nacken gelegten Kopf um.
742,A woman in black has a little girl in a yellow dress on her shoulders.,A woman in black is a little girl in a yellow dress,Eine Frau in Schwarz trägt ein kleines Mädchen in einem gelben Kleid auf ihren Schultern.
743,A group of people on the street setting up instruments.,,Eine Gruppe von Menschen baut auf der Straße Instrumente auf.
744,A fallen dirt biker is aided by another.,,"Ein Offroad-Biker hilft einem anderen, der hingefallen ist, auf."
745,"Three people are walking up a mountain trail, while one woman is looking at her camera.",,"Drei Personen gehen einen Gebirgspfad hoch, eine davon blickt auf ihre Kamera."
746,Several Asian men wearing black clothing in some kind of station.,,Mehrere asiatische Männer in schwarzer Kleidung in einer Art Station.
747,A woman in a red skirt is walking on the street with graffiti in the background.,,Eine Frau in einem roten Rock geht auf der Straße mit Graffiti im Hintergrund.
748,A rhythmic gymnast in a blue and pink outfit performs a ribbon routine.,,Eine rhythmische Sportgymnastin in einem blauen und pinken Outfit vollführt eine Bewegung mit dem Band.
749,"People cooling off in a fountain, a woman in a white dress sits on the edge looking on.",,"Leute, die sich in einem Springbrunnen abkühlen, eine Frau in einem weißen Kleid sitzt am Rand und sieht zu."
750,A man sitting on a bench under a large tree.,,Ein Mann sitzt auf einer Bank unter einem großen Baum.
751,"Three men in red and white striped shirts, white pants, and black hats hold flags.",red: green: blue: yellow: pink: purple:,"Drei Männer in rot und weiß gestreiften Shirts, weißen Hosen und mit schwarzen Hüten halten Flaggen."
752,People are admiring a work of art.,,Leute bewundern ein Kunstwerk.
753,Busy Asian mall with paper lanterns and shoppers.,,Geschäftiges asiatisches Einkaufszentrum mit Papierlaternen und Einkäufern.
754,These people are climbing the steps to go the mountain,The above person is a member of the community.,Diese Personen klettern die Stufen zum Berg hoch
755,A small child in a blue outfit is looking off at some trees in the distance.,"The tree is a large one, and it is green.","Ein kleines Kind in Blau sieht zu Bäumen, die in der Ferne stehen."
756,People are looking at children's toys in a store.,,Leute betrachten Kinderspielzeug in einem Geschäft.
757,A man with a hat is playing the drum in the street.,,Ein Mann mit Hut spielt auf der Straße Schlagzeug.
758,A boy stands with three girls.,,Ein Junge steht mit drei Mädchen.
759,A smiling man wearing a backpack holds his fists up in front of a boy in glasses.,,Ein lächelnder Mann mit Rucksack streckt vor einem Jungen mit Brille die Fäuste in die Luft.
760,Four men are outside looking down over the green bridge they are on.,,"Vier Männer sind im Freien und blicken von der grünen Brücke, auf der sie stehen, hinunter."
761,A woman lounges on a towel in front of people enjoying the blue water.,,"Eine Frau entspannt vor Leuten, die das blaue Wasser genießen, auf einem Handtuch."
762,An adult Australian Shepherd follows behind a running Australian Shepherd puppy.,,"Ein ausgewachsener Australian Shepherd folgt einem Welpen, der vor ihm läuft."
763,Fall shoppers and bistro food lovers caught in the ebb and flow of the city.,,Herbsteinkäufer und Bistroliebhaber lassen sich in den Gezeiten der Stadt treiben.
764,The African American man protests against unlawful sex.,,Der Afroamerikaner protestiert gegen gesetzwidrigen Sex.
765,A policeman is on a bike waiting for the light to change.,,"Ein Polizist sitzt auf dem Motorrad und wartet, bis die Ampel auf Grün springt."
766,A group of men are sitting around a table.,A group of women are sat around the table.,Eine Gruppe von Männern sitzt an einem Tisch.
767,High class group of business people including older men have drinks in park.,,"Gruppe hochrangiger Geschäftsleute, darunter auch ältere Personen, nehmen in einem Park Drinks zu sich."
768,Woman talking to friend while walking dog outside on a sunny day.,,Frau spricht mit Freundin während Spaziergangs mit Hund im Freien an einem sonnigen Tag.
769,A young man wearing a gray and black shirt and a white headband,A young man in a gray and black shirt and a white,Ein junger Mann in einem schwarz-weißen Shirt und weißem Stirnband.
770,Two people are riding a motorcycle along with many other riders.,,Zwei Personen fahren Motorrad gemeinsam mit vielen anderen Motorradfahrern.
771,Two women in military uniform are standing with other soldiers in formation.,,Zwei Frauen in Militäruniformen stehen mit anderen Soldaten in Formation.
772,Three girls are smiling for a picture.,,Drei Mädchen lächeln für ein Foto.
773,The lady wearing black rimmed glasses and a yellow sweater jacket looks confused as she sits on the tan covered bench.,,Die Dame mit der schwarz gerahmten Brille und der gelben Sweatjacke blickt verwirrt während sie auf der braunen Bank sitzt.
774,A red-haired young man drinks from a water fountain shaped like a woman.,,"Ein rothaariger junger Mann trinkt aus einem Springbrunnen, der wie eine Frau geformt ist."
775,Two men and a woman are walking down a city street.,The women are running in the direction of a tree.,Zwei Männer und eine Frau gehen eine Straße in einer Stadt entlang.
776,A middle-aged man with red-hair and glasses holding an infant.,,Ein Mann mittleren Alters mit roten Haaren und Brille hält einen Säugling.
777,A young boy in a red hat rides on a horse.,":
:
:
:
:
:",Ein kleiner Junge mit roter Mütze reitet auf einem Pferd.
778,Two boys are playing on the sidewalk.,,Zwei Jungen spielen auf dem Gehsteig.
779,A little girl wearing a black swimming suit holding a shovel at a beach.,,Ein kleines Mädchen in einem schwarzen Badeanzug hält eine Schaufel am Strand.
780,Old man wearing a hat and coat sleeping sitting up on a sofa.,:,Alter Mann mit Hut und Mantel schläft im Sitzen auf einem Sofa.
781,Two boys are looking up at the sky and waving theirs arms and they are dressed in clothes to keep them warm.,,Zwei Jungen in Winterkleidung sehen zum Himmel hoch und winken mit den Armen.
782,A young couple sits on the sidewalk and relaxes together.,,Ein junges Paar sitzt auf dem Gehsteig und entspannt gemeinsam.
783,A youth wearing a shirt and tie crouching down and giving the peace sign.,,Ein Jugendlicher in Hemd und Krawatte kniet und macht ein Peace-Zeichen.
784,Three people sitting at a table outside Bar Gelati Tabacchi.,,Drei Personen sitzen an einem Tisch vor der Bar Gelati Tabacchi.
785,A boy in a black shirt and red wristbands hanging upside down while other people look on.,,Ein Junge in einem schwarzen Shirt und mit roten Schweißbändern hängt kopfüber während andere Leute zusehen.
786,A man walking in front of a colorful wall mural.,,Ein Mann geht vor einem bunten Wandgemälde vorbei.
787,A young man walking with another young man glances back at three girls they just passed,":
:
:
:
:
:","Ein junger Mann, der mit einem weiteren jungen Mann unterwegs ist, blickt sich nach drei Mädchen um, an denen sie gerade vorbeigegangen sind."
788,A man trimming a palm tree inside a patio-type cafe'.,,Ein Mann schneidet in einem gartenähnlichen Café eine Palme zurück.
789,Five people walking up a set of stairs led by a woman in a pink shirt and brown skirt.,The women in a pink shirt and brown skirt.,"Fünf Personen, angeführt von einer Frau in einem pinken Hemd und braunen Rock, gehen eine Treppe hoch."
790,A group of people at an outdoor fruit market,":
:
:
:
:
:",Eine Gruppe von Menschen auf einem Obstmarkt im Freien.
791,Two boys eat their McDonalds lunch in an outdoor seating area surrounded by many other people.,The Mc:s,"Zwei Jungen essen ihr McDonald's-Menü im Außenbereich, umgeben von vielen anderen Leuten."
792,A woman wearing a denim jacket walking along a sidewalk,,Eine Frau in einer Jeansjacke geht auf einem Gehweg.
793,A man driving a four wheeled vehicle with four passengers riding on the front and a man sitting sideways on the back.,":
:
:
:
:
:",Ein Mann fährt ein Allradfahrzeug mit vier Passagieren vorne und einem seitlich sitzenden Mann hinten.
794,A man in a teal shirt reads a newspaper.,,Ein Mann in einem smaragdgrünen Hemd liest eine Zeitung.
795,A boy in a stroller is wearing a green shirt and holding a book.,,Ein Junge in einem Rutschfahrzeug trägt ein grünes Shirt und hält ein Buch.
796,Two children sit side by side while eating a treat.,1. The treatment is performed with a spoon. A child,Zwei Kinder sitzen nebeneinander und essen Süßigkeiten.
797,"People are riding bicycles in the street, and they are all wearing helmets.","1. The helmet is a piece of cloth.

2","Radfahrer auf der Straße, alle tragen Helme."
798,Crowds of people are all riding bicycles.,,"Menschengruppen, die alle Fahrrad fahren."
799,A man seated on a platform with wheels is being pulled by a burrow.,,Ein Mann sitzt auf einer Plattform mit Rädern und wird von einem Esel gezogen.
800,A man on a bicycle pedals through an archway.,,Ein Mann fährt auf einem Fahrrad durch einen Torbogen.
801,A colorfully dressed young man with visible skin lesions is sitting and smoking a cigarette.,"The colour of the smoke.

13: The colour",Ein bunt gekleideter junger Mann mit sichtbaren Hautverletzungen sitzt und raucht eine Zigarette.
802,Two men in suits under an umbrella and in front of graffiti.,,Zwei Männer in Anzügen unter einem Regenschirm vor einem Graffiti.
803,An old skinny man wearing the dirty white shirt riding on a bicycle on the street,:,Ein dünner alter Mann trägt ein schmutziges weißes Hemd und fährt Fahrrad auf der Straße.
804,On horseback a man attempts to rope a young bull.,,"Ein Mann versucht, einen jungen Stier von einem Pferd aus mit dem Seil zu fangen."
805,A cowboy is attempting to lasso a calf while riding a horse.,,Ein Cowboy versucht von einem Pferd aus ein Kalb mit dem Lasso zu fangen.
806,Two bicyclists with helmets on are riding past some empty country fields.,,Zwei Radfahrer mit Helmen fahren an ein paar abgeernteten Feldern vorbei.
807,A man is leaning over and pulling something out of a bag.,,Ein Mann beugt sich zur Seite und zieht etwas aus einer Tasche.
808,A man in a motor cart rides by to witness the park area.,,"Ein Mann fährt in einem motorisierten Wagen vorbei, um den Park zu sehen."
809,"A person with tattoos is looking at a photo on a digital camera, or cellphone.","The tattoo is an image of a woman, or a man",Eine tätowierte Person betrachtet ein Foto auf einer Digitalkamera oder einem Handy.
810,A man in a black shirt and jeans standing on the sidewalk looking at the camera.,,Ein Mann in einem schwarzen Hemd und Jeans steht auf dem Gehsteig und blickt in die Kamera.
811,A boy and girl standing together on the pavement as they look at an object.,":
:
:
:
:
:",Ein Junge und ein Mädchen stehen gemeinsam auf dem Gehsteig und betrachten einen Gegenstand.
812,Several people in blue scrubs and one in a skirt and black blouse.,,Mehrere Personen in blauen Kitteln und eine in einem Rock und schwarzer Bluse.
813,A woman and a dog sit on a white bench near a beach.,,Eine Frau und eine Hund sitzen auf einer weißen Bank in der Nähe eines Strandes.
814,Two women are walking in dirt outside a large building.,,Zwei Frauen gehen auf der Erde vor einem Gebäude.
815,A group of men and a child in white shirts are standing in the road.,,Eine Gruppe von Männern und ein Kind in weißen Shorts stehen auf der Straße.
816,A woman wearing all black and carrying a black bag on sidewalk,"a woman in black and carrying a black bag on sidewalk,",Eine ganz in schwarz gekleidete Frau trägt auf dem Gehsteig eine schwarze Tasche.
817,Group of men sitting around a table having a conversation.,,Gruppe von Männern sitzt an einem Tisch und unterhält sich.
818,A mural on the side of a building.,,Ein Wandgemälde auf einem Gebäude.
819,An Asian man wearing gloves is working at a food stall.,,Ein asiatischer Mann mit Handschuhen arbeitet an einem Imbissstand.
820,Woman sitting at a table while working on her laptop computer.,,Frau sitzt an einem Tisch und arbeitet an ihrem Laptop.
821,A person is looking at the computer on a desk with a phone and a box.,"The name of the computer is:
100:",Eine Person sieht zum Computer auf einem Tisch mit einem Telefon und einer Schachtel.
822,A man sits in a chair watching people stroll by.,,"Ein Mann sitzt in einem Stuhl und beobachtet Leute, die vorbeigehen."
823,Two people wearing hats are standing in a field tending to a crop.,,Zwei Personen mit Hüten stehen auf einem Feld und pflegen Nutzpflanzen.
824,Some leaping over a high bar in Barcelona.,,Jemand springt in Barcelona über ein Reck.
825,A man dressed in boots and a cowboy hat sits atop a horse that is jumping while spectators sit in the stands.,,Ein Mann in Stiefeln und einem Cowboyhut sitzt auf einem springenden Pferd während Zuschauer auf den Tribünen sitzen.
826,Two young girls are sitting on the street eating corn.,,Zwei junge Mädchen sitzen auf der Straße und essen Mais.
827,"Three children in football uniforms of two different teams are playing football on a football field, while another player and an adult stand in the background.",,Drei Kinder in Footballtrikots zweier verschiedener Mannschaften spielen Football auf einem Footballplatz während ein weiterer Spieler und ein Erwachsener im Hintergrund stehen.
828,A young child with a dirty face being held by an old woman.,,Ein kleines Kind mit schmutzigem Gesicht wird von einer alten Frau gehalten.
829,A man with glasses looks at camera while another man in a blue shirt looks intently at something.,,Ein Mann mit Brille blickt in die Kamera während ein anderer Mann in einem blauen Hemd sich auf etwas konzentriert.
830,Two people sitting under a tree picking a green vegetable.,,Zwei Personen sitzen unter einem Baum mit grünem Gemüse.
831,A young boy wearing a blue hat is looking through a telescope while another boy watches.,,Ein kleiner Junge mit einer blauen Mütze blickt durch ein Teleskop während ein anderer Junge zusieht.
832,3 men cooking in a small kitchen.,,3 Männer kochen in einer kleinen Küche.
833,A young girl wearing a gray snowsuit skiing on a snowy mountain.,,Ein junges Mädchen in einem grauen Schneeanzug fährt Ski auf einem verschneiten Berg.
834,A group of village women gathered in dance,,Eine Gruppe von Dorfbewohnerinnen versammelt sich beim Tanz.
835,A man and a woman are sorting through laundry with latex gloves on.,A man and a woman are sorted through by the same thing,Ein Mann und eine Frau sortieren Wäsche mit Latexhandschuhen.
836,A young girl sitting on a wooden chair.,,Ein junges Mädchen sitzt auf einem Holzstuhl.
837,Two workers weld the bars of a fence near a busy suburban street.,,Zwei Arbeiter verschweißen die Stangen eines Zauns an einer viel befahrenen Vorstadtstraße.
838,A long-haired young man skateboarding on the rails on a cloudy day.,,Ein junger Mann mit langen Haaren fährt an einem bewölkten Tag Skateboard auf dem Geländer.
839,In a outdoor market two men shovel snow and slush out of the path.,,Zwei Männer schaufeln auf einem Freiluftmarkt den Weg von Schnee und Matsch frei.
840,A guy wearing a white shirt is playing a white guitar.,"The woman in charge of the show, as well as being",Ein Typ in einem weißen Hemd spielt auf einer weißen Gitarre.
841,A young girl shows her friends how to use a disposable camera.,1.,"Ein junges Mädchen zeigt seiner Freundin, wie man eine Einwegkamera verwendet."
842,A little boy jumping off of a dock into a lake.,(12:3)s:57:2,Ein kleiner Junge springt von einem Steg in einen See.
843,Lady with a green mask at the dentist and she just look very unhappy.,,Eine sehr unglücklich aussehende Dame mit einer grünen Maske beim Zahnarzt.
844,A man with an orange jacket and blue hat climbing a snowy mountain.,A man with an orange jacket and blue hat climbing a snowy,Ein Mann mit einer orangen Jacke und blauem Mütze klettert auf einen verschneiten Berg.
845,A little girl with blond-hair is playing and splashing in a mud puddle.,,Ein kleines Mädchen mit blonden Haaren spielt und spritzt in einer Schlammpfütze.
846,A child is riding a bike down an alleyway with graffiti in it.,,Ein Kind fährt auf einem Fahrrad durch eine Gasse mit einem Graffiti.
847,A gymnast is being judged at en event.,en,Eine Turnerin wird bei einer Veranstaltung beurteilt.
848,People walking down the street with a street vendor.,,Menschen gehen auf einer Straße mit einem Straßenhändler.
849,"Man clothed in a traditional dress like attire, while standing next to his mule who also seems to be clothed as well.",":
:
:
:
:
:","Ein Mann in traditionellem Gewand steht neben seinem Esel, der anscheinend auch bekleidet ist."
850,Two children are playing on a bicycle.,,Zwei Kinder spielen auf einem Fahrrad.
851,Two men on opposing teams are playing soccer in a field.,,Zwei Männer aus gegnerischen Mannschaften spielen Fußball auf einem Fußballplatz.
852,A man jumps and poses for photographers lying on the ground.,,"Ein Mann springt in die Luft und posiert für Fotografen, die auf dem Boden liegen."
853,The girl is taking a drink from a water fountain.,,Das Mädchen trinkt aus einem Springbrunnen.
854,The spelunker finds water during his trek.,,Der Hobbyhöhlenforscher findet auf seiner Wanderung Wasser.
855,A man in a lab coat is looking through a microscope.,,Ein Mann in einem Laborkittel blickt durch ein Mikroskop.
856,A blond girl sleeps on a brown couch.,,Ein blondes Mädchen schläft auf einer braunen Couch.
857,A man sweeps a sidewalk outside of a brick building during the day.,,Ein Mann kehrt tagsüber den Gehsteig vor einem Ziegelbau.
858,Three men are cooking in a kitchen.,,Drei Männer kochen in einer Küche.
859,A man on a scaffold in front of a house is smiling and posing for the photographer.,10:45 The time is an hour.,Ein Mann auf einem Gerüst vor einem Haus lächelt und posiert für den Fotografen.
860,Two girls in shorts are holding hands at a pool.,,Zwei Mädchen in Shorts halten Händchen an einem Pool.
861,Four Asian kids sit on a bench and wave and smile to the camera.,,Vier asiatische Kinder sitzen auf einer Bank und winken lächelnd in die Kamera.
862,Children ride bikes in what appears to be an impoverished nation.,,Kinder auf Fahrrädern in einem scheinbar verarmten Land.
863,"A young boy, wearing a chef's hat and apron, is cutting sausages in a kitchen.",,Ein kleiner Junge mit Kochmütze und Schürze schneidet in einer Küche Würstchen.
864,This is a clown at an elementary school.,,Das ist ein Clown in einer Grundschule.
865,The smiling ship captain is holding the wheel of his wooden ship.,,Der Schiffskapitän lächelt und hält das Steuerrad seines hölzernen Schiffs.
866,A yellow bulldozer working to move dirt.,,Ein gelber Bulldozer schafft Erdreich aus dem Weg.
867,A woman in a red shirt is riding an all white horse that is galloping along the trees.,,"Eine Frau in einem roten Hemd reitet auf einem weißen Pferd, das an den Bäumen entlang galoppiert."
868,A woman sitting on a very large rock smiling at the camera with trees in the background.,,Eine Frau sitzt vor Bäumen im Hintergrund auf einem sehr großen Stein und lächelt in die Kamera.
869,Three men wearing brightly colored costumes take to the streets with wigs and crazy sunglasses.,,"Drei Männer in bunten Kostümen, Perücken und verrückten Sonnenbrillen gehen auf die Straße."
870,A girl plays in a small pool.,,Ein Mädchen spielt in einem kleinen Pool.
871,"Two children, a boy in a yellow shirt and a girl in blue and white stripes, swinging.","a child, a boy, a girl, a girl in","Zwei Kinder, ein Junge in einem gelben Shirt und ein Mädchen in blau-weiß gestreiften Klamotten, schaukeln."
872,A man throws a fishing net into the bay.,,Ein Mann wirft ein Fischernetz in die Bucht.
873,"A man wearing a gray shirt, blue jeans and a neon green safety vest is standing on a railroad track with a white truck and a white building in the background.",The woman stands on a railroad track with a white truck and,"Ein Mann mit einem grauen Shirt, blauen Jeans und neongrüner Sicherheitsweste steht mit einem weißen Lieferwagen und einem weißen Gebäude im Hintergrund auf einer Bahnstrecke."
874,Two construction workers are laying sheet metal across beams.,1. A construction worker is using a hammer to put in,Zwei Bauarbeiter legen Blech über Balken.
875,There is a band on stage with band members wearing hints of blue.,,Eine Band mit dezent in blau gekleideten Bandmitgliedern steht auf der Bühne.
876,A rocker with his shirt off sings into a microphone while he plays the drums.,,Ein Rocker mit freiem Oberkörper singt in ein Mikrofon während er Schlagzeug spielt.
877,"I see a man putting his items from the shopping cart, ready to be checked out.",to check out.,"Ich sehe einen Mann, der die Artikel aus seinem Einkaufswagen nimmt um zu bezahlen."
878,The man with the cane is on a walk.,,Der Mann mit dem Spazierstock macht einen Spaziergang.
879,A woman wearing a white shirt works out on an elliptical machine.,,Eine Frau in einem weißen Pullover trainiert auf einem Crosstrainer.
880,A girl wearing a mask rides on a man's shoulders through a crowded sidewalk.,,Ein Mädchen mit einer Maske reitet auf den Schultern eines Mannes durch eine Menschenmenge.
881,"Two girls, one older and in black and one younger and in white, are performing the same ballet move in front of decorations made from balloons.",,"Zwei Mädchen, eines älter und in Schwarz, das andere jünger und in Weiß, machen dieselbe Tanzbewegung vor einer Dekoration aus Ballons."
882,Several women are performing a dance in front of a building.,,Mehrere Frauen führen vor einem Gebäude einen Tanz auf.
883,A bald man walking down a city sidewalk while talking on his cellphone.,A bald man walking down a city street while talking on his,Ein glatzköpfiger Mann geht auf einem Gehsteig und telefoniert mit seinem Handy.
884,A woman plays with finger puppets as a small child in a costume walks by.,,Eine Frau spielt mit Fingerpuppen während ein kleines Kind in einem Kostüm vorbeigeht.
885,A group of people watch young men play the drums using makeshift buckets as instruments.,,"Eine Gruppe von Leuten beobachtet junge Männer, die auf Eimern Schlagzeug spielen."
886,A girl with normal and improvised safety gear rollerblades.,1. The girls in the room are not only a drug,Ein Mädchen mit gewöhnlicher und improvisierter Schutzausrüstung fährt Rollerblades.
887,A small white car is on the train tracks and may or may not have been hit by the train behind it.,,Ein kleines weißes Auto steht auf den Bahngleisen und wurde eventuell vom Zug im Hintergrund gerammt.
888,Two rockers are singing and playing on a dark stage.,,Zwei Rocker singen und spielen auf einer dunklen Bühne.
889,"A girl wearing a baseball cap, white t-shirt and blue shorts is standing in a rock-bottomed, forest-lined mountain stream.",":
:
:
:
:
:","Ein Mädchen mit einer Baseballmütze, weißem T-Shirt und blauen Shorts steht in einem von Wald umgebenen Gebirgsbach."
890,Two men playing guitar in front of a large audience.,,Zwei Männer spielen Gitarre vor einem großen Publikum.
891,A number of people are dancing with their significant others in front of this huge house.,,Mehrere Leute tanzen vor diesem riesigen Haus mit ihren Partnern.
892,Woman and dog selling her wares on the old building steps outside.,,Frau mit Hund verkauft ihre Ware im Freien auf den Treppen des alten Gebäudes.
893,"A woman and two men, that are dressed professionally, are having a discussion.",,Eine Frau diskutiert mit zwei professionell gekleideten Männern.
894,A group of men in red and black jackets waits on motorcycles.,,Eine Gruppe von Männern in roten und schwarzen Jacken sitzt auf Motorrädern und wartet.
895,A guy dressed in a white uniform with a number 3 on it playing soccer.,,Ein Typ in einem weißen Trikot mit der Nummer 3 auf dem Rücken spielt Fußball.
896,A man is selling snacks at a sporting event.,A woman,Ein Mann verkauft Snacks bei einer Sportveranstaltung.
897,Two males from the green team tackles the other members from black team for the ball in a game of rugby.,,"Zwei Männer vom grünen Team tackeln in einem Rugbymatch die anderen Spieler des schwarzen Teams, um an den Ball zu kommen."
