,input_de,output_en,gt_en
772,Drei Mädchen lächeln für ein Foto.,Three girls are laughing for a picture. im,Three girls are smiling for a picture.
773,Die Dame mit der schwarz gerahmten Brille und der gelben Sweatjacke blickt verwirrt während sie auf der braunen Bank sitzt.,A lady with a black frame and yellow sweater looks lost,The lady wearing black rimmed glasses and a yellow sweater jacket looks confused as she sits on the tan covered bench.
774,"Ein rothaariger junger Mann trinkt aus einem Springbrunnen, der wie eine Frau geformt ist.",A young man drinks from a spring bottle that looks,A red-haired young man drinks from a water fountain shaped like a woman.
775,Zwei Männer und eine Frau gehen eine Straße in einer Stadt entlang.,Two men and one woman are walking down a street in the,Two men and a woman are walking down a city street.
776,Ein Mann mittleren Alters mit roten Haaren und Brille hält einen Säugling.,A man in his mid30s with red hair,A middle-aged man with red-hair and glasses holding an infant.
777,Ein kleiner Junge mit roter Mütze reitet auf einem Pferd.,A little boy riding a horse with a red hat is,A young boy in a red hat rides on a horse.
778,Zwei Jungen spielen auf dem Gehsteig.,Two boys playing on the steep hillside.im,Two boys are playing on the sidewalk.
779,Ein kleines Mädchen in einem schwarzen Badeanzug hält eine Schaufel am Strand.,A little girl wearing a black bathing suit is holding,A little girl wearing a black swimming suit holding a shovel at a beach.
780,Alter Mann mit Hut und Mantel schläft im Sitzen auf einem Sofa.,A man with a hat and coat is sleeping on an,Old man wearing a hat and coat sleeping sitting up on a sofa.
781,Zwei Jungen in Winterkleidung sehen zum Himmel hoch und winken mit den Armen.,Two boys wearing winter clothing are looking up at the,Two boys are looking up at the sky and waving theirs arms and they are dressed in clothes to keep them warm.
782,Ein junges Paar sitzt auf dem Gehsteig und entspannt gemeinsam.,"A young couple is sitting together on a steep hill,",A young couple sits on the sidewalk and relaxes together.
783,Ein Jugendlicher in Hemd und Krawatte kniet und macht ein Peace-Zeichen.,A young boy is kneeling down and making a peace sign,A youth wearing a shirt and tie crouching down and giving the peace sign.
784,Drei Personen sitzen an einem Tisch vor der Bar Gelati Tabacchi.,Three people are sitting at a table with beer and c,Three people sitting at a table outside Bar Gelati Tabacchi.
785,Ein Junge in einem schwarzen Shirt und mit roten Schweißbändern hängt kopfüber während andere Leute zusehen.,A young boy wearing a black tshirt and,A boy in a black shirt and red wristbands hanging upside down while other people look on.
786,Ein Mann geht vor einem bunten Wandgemälde vorbei.,A man is walking past a bright wall painting in the city,A man walking in front of a colorful wall mural.
787,"Ein junger Mann, der mit einem weiteren jungen Mann unterwegs ist, blickt sich nach drei Mädchen um, an denen sie gerade vorbeigegangen sind.",A young man and another young man are walking with three girls,A young man walking with another young man glances back at three girls they just passed
788,Ein Mann schneidet in einem gartenähnlichen Café eine Palme zurück.,A man is shaping a palm tree back into shape,A man trimming a palm tree inside a patio-type cafe'.
789,"Fünf Personen, angeführt von einer Frau in einem pinken Hemd und braunen Rock, gehen eine Treppe hoch.",Five people are walking up a set of stairs wearing,Five people walking up a set of stairs led by a woman in a pink shirt and brown skirt.
790,Eine Gruppe von Menschen auf einem Obstmarkt im Freien.,A group of people at an outdoor fruit and vegetable,A group of people at an outdoor fruit market
791,"Zwei Jungen essen ihr McDonald's-Menü im Außenbereich, umgeben von vielen anderen Leuten.",Two kids are eating their McDonalds menu,Two boys eat their McDonalds lunch in an outdoor seating area surrounded by many other people.
792,Eine Frau in einer Jeansjacke geht auf einem Gehweg.,A woman wearing a jean jacket walks down,A woman wearing a denim jacket walking along a sidewalk
793,Ein Mann fährt ein Allradfahrzeug mit vier Passagieren vorne und einem seitlich sitzenden Mann hinten.,A man driving an allwheel drive vehicle with four,A man driving a four wheeled vehicle with four passengers riding on the front and a man sitting sideways on the back.
794,Ein Mann in einem smaragdgrünen Hemd liest eine Zeitung.,A man wearing a green shirt is reading the newspaper,A man in a teal shirt reads a newspaper.
795,Ein Junge in einem Rutschfahrzeug trägt ein grünes Shirt und hält ein Buch.,A young boy wearing a green shirt and holding an,A boy in a stroller is wearing a green shirt and holding a book.
796,Zwei Kinder sitzen nebeneinander und essen Süßigkeiten.,Two children are sitting together eating sweets.,Two children sit side by side while eating a treat.
797,"Radfahrer auf der Straße, alle tragen Helme.",A group of cyclists and pedestrians are walking,"People are riding bicycles in the street, and they are all wearing helmets."
798,"Menschengruppen, die alle Fahrrad fahren.",A group of people riding bicycles on a busy,Crowds of people are all riding bicycles.
799,Ein Mann sitzt auf einer Plattform mit Rädern und wird von einem Esel gezogen.,"A man sits on a platform with wheels, being",A man seated on a platform with wheels is being pulled by a burrow.
800,Ein Mann fährt auf einem Fahrrad durch einen Torbogen.,A man is riding a bike through an archway,A man on a bicycle pedals through an archway.
801,Ein bunt gekleideter junger Mann mit sichtbaren Hautverletzungen sitzt und raucht eine Zigarette.,A young man with visible skin damage is sitting and smoking,A colorfully dressed young man with visible skin lesions is sitting and smoking a cigarette.
802,Zwei Männer in Anzügen unter einem Regenschirm vor einem Graffiti.,Two men wearing hats and sunglasses under,Two men in suits under an umbrella and in front of graffiti.
803,Ein dünner alter Mann trägt ein schmutziges weißes Hemd und fährt Fahrrad auf der Straße.,A graying man in a dirty white shirt is r,An old skinny man wearing the dirty white shirt riding on a bicycle on the street
804,"Ein Mann versucht, einen jungen Stier von einem Pferd aus mit dem Seil zu fangen.",A man is trying to catch a young stallion with,On horseback a man attempts to rope a young bull.
805,Ein Cowboy versucht von einem Pferd aus ein Kalb mit dem Lasso zu fangen.,A cowboy tries to catch a calf with the l,A cowboy is attempting to lasso a calf while riding a horse.
806,Zwei Radfahrer mit Helmen fahren an ein paar abgeernteten Feldern vorbei.,Two bikers with helmets ride past a few,Two bicyclists with helmets on are riding past some empty country fields.
807,Ein Mann beugt sich zur Seite und zieht etwas aus einer Tasche.,A man is leaning forward and pulling something out of his,A man is leaning over and pulling something out of a bag.
808,"Ein Mann fährt in einem motorisierten Wagen vorbei, um den Park zu sehen.",A man is driving a motorized vehicle past the park looking,A man in a motor cart rides by to witness the park area.
809,Eine tätowierte Person betrachtet ein Foto auf einer Digitalkamera oder einem Handy.,A tattooed person is looking at a photo on,"A person with tattoos is looking at a photo on a digital camera, or cellphone."
810,Ein Mann in einem schwarzen Hemd und Jeans steht auf dem Gehsteig und blickt in die Kamera.,A man wearing a black shirt and jean standing,A man in a black shirt and jeans standing on the sidewalk looking at the camera.
811,Ein Junge und ein Mädchen stehen gemeinsam auf dem Gehsteig und betrachten einen Gegenstand.,A boy and a girl are standing together on the stairs,A boy and girl standing together on the pavement as they look at an object.
812,Mehrere Personen in blauen Kitteln und eine in einem Rock und schwarzer Bluse.,Multiple people wearing blue coats and a rock with black,Several people in blue scrubs and one in a skirt and black blouse.
813,Eine Frau und eine Hund sitzen auf einer weißen Bank in der Nähe eines Strandes.,A woman and a dog are sitting on a white beach near,A woman and a dog sit on a white bench near a beach.
814,Zwei Frauen gehen auf der Erde vor einem Gebäude.,Two women are walking on the ground in front of a building,Two women are walking in dirt outside a large building.
815,Eine Gruppe von Männern und ein Kind in weißen Shorts stehen auf der Straße.,A group of men and a child standing on the street.,A group of men and a child in white shirts are standing in the road.
816,Eine ganz in schwarz gekleidete Frau trägt auf dem Gehsteig eine schwarze Tasche.,A woman dressed all in black is walking up a hill with,A woman wearing all black and carrying a black bag on sidewalk
817,Gruppe von Männern sitzt an einem Tisch und unterhält sich.,A group of men are sitting at a table and chatting,Group of men sitting around a table having a conversation.
818,Ein Wandgemälde auf einem Gebäude.,A painting on a building in the city.,A mural on the side of a building.
819,Ein asiatischer Mann mit Handschuhen arbeitet an einem Imbissstand.,This Asian man with gloves is working at a street vendor,An Asian man wearing gloves is working at a food stall.
820,Frau sitzt an einem Tisch und arbeitet an ihrem Laptop.,A woman is sitting at a table working on her laptop while,Woman sitting at a table while working on her laptop computer.
821,Eine Person sieht zum Computer auf einem Tisch mit einem Telefon und einer Schachtel.,A person looking at a computer on a table with a phone,A person is looking at the computer on a desk with a phone and a box.
822,"Ein Mann sitzt in einem Stuhl und beobachtet Leute, die vorbeigehen.",A man is sitting on a bench watching people walk by,A man sits in a chair watching people stroll by.
823,Zwei Personen mit Hüten stehen auf einem Feld und pflegen Nutzpflanzen.,Two people with gloves are planting vegetables in a,Two people wearing hats are standing in a field tending to a crop.
824,Jemand springt in Barcelona über ein Reck.,A person is jumping over a rope at the top,Some leaping over a high bar in Barcelona.
825,Ein Mann in Stiefeln und einem Cowboyhut sitzt auf einem springenden Pferd während Zuschauer auf den Tribünen sitzen.,A man wearing boots and a cowboy hat s,A man dressed in boots and a cowboy hat sits atop a horse that is jumping while spectators sit in the stands.
826,Zwei junge Mädchen sitzen auf der Straße und essen Mais.,Two young girls are eating corn on the cob outside,Two young girls are sitting on the street eating corn.
827,Drei Kinder in Footballtrikots zweier verschiedener Mannschaften spielen Football auf einem Footballplatz während ein weiterer Spieler und ein Erwachsener im Hintergrund stehen.,Three children wearing football uniforms play football on a field,"Three children in football uniforms of two different teams are playing football on a football field, while another player and an adult stand in the background."
828,Ein kleines Kind mit schmutzigem Gesicht wird von einer alten Frau gehalten.,A little boy with dirty face is being held by an old,A young child with a dirty face being held by an old woman.
829,Ein Mann mit Brille blickt in die Kamera während ein anderer Mann in einem blauen Hemd sich auf etwas konzentriert.,A man with glasses is looking into the camera while another,A man with glasses looks at camera while another man in a blue shirt looks intently at something.
830,Zwei Personen sitzen unter einem Baum mit grünem Gemüse.,Two people are sitting under a tree with green vegetables.,Two people sitting under a tree picking a green vegetable.
831,Ein kleiner Junge mit einer blauen Mütze blickt durch ein Teleskop während ein anderer Junge zusieht.,A little boy with a blue hat looks through his telescope,A young boy wearing a blue hat is looking through a telescope while another boy watches.
832,3 Männer kochen in einer kleinen Küche.,3 men cooking in a small kitchen.im,3 men cooking in a small kitchen.
833,Ein junges Mädchen in einem grauen Schneeanzug fährt Ski auf einem verschneiten Berg.,A young girl wearing a black ski jacket is snow,A young girl wearing a gray snowsuit skiing on a snowy mountain.
834,Eine Gruppe von Dorfbewohnerinnen versammelt sich beim Tanz.,A group of women in a village gather for dancing.,A group of village women gathered in dance
835,Ein Mann und eine Frau sortieren Wäsche mit Latexhandschuhen.,A man and a woman sorting laundry with latex,A man and a woman are sorting through laundry with latex gloves on.
836,Ein junges Mädchen sitzt auf einem Holzstuhl.,A young girl sitting on a wooden stool with her back,A young girl sitting on a wooden chair.
837,Zwei Arbeiter verschweißen die Stangen eines Zauns an einer viel befahrenen Vorstadtstraße.,Two workers are shining the brackets on a fenced,Two workers weld the bars of a fence near a busy suburban street.
838,Ein junger Mann mit langen Haaren fährt an einem bewölkten Tag Skateboard auf dem Geländer.,A young man with long hair is skating on a covered,A long-haired young man skateboarding on the rails on a cloudy day.
839,Zwei Männer schaufeln auf einem Freiluftmarkt den Weg von Schnee und Matsch frei.,Two men are shoveling snow and sand on a winter,In a outdoor market two men shovel snow and slush out of the path.
840,Ein Typ in einem weißen Hemd spielt auf einer weißen Gitarre.,This is a type playing a white guitar. The color of,A guy wearing a white shirt is playing a white guitar.
841,"Ein junges Mädchen zeigt seiner Freundin, wie man eine Einwegkamera verwendet.",A young girl showing her friend how to use a one,A young girl shows her friends how to use a disposable camera.
842,Ein kleiner Junge springt von einem Steg in einen See.,A little boy jumps off a staircase into the,A little boy jumping off of a dock into a lake.
843,Eine sehr unglücklich aussehende Dame mit einer grünen Maske beim Zahnarzt.,A very unhappy looking lady with a green mask at the,Lady with a green mask at the dentist and she just look very unhappy.
844,Ein Mann mit einer orangen Jacke und blauem Mütze klettert auf einen verschneiten Berg.,A man in an orange jacket and blue hat climbing,A man with an orange jacket and blue hat climbing a snowy mountain.
845,Ein kleines Mädchen mit blonden Haaren spielt und spritzt in einer Schlammpfütze.,A little girl with blonde hair is playing and splash,A little girl with blond-hair is playing and splashing in a mud puddle.
846,Ein Kind fährt auf einem Fahrrad durch eine Gasse mit einem Graffiti.,A child rides a bike through an alley with,A child is riding a bike down an alleyway with graffiti in it.
847,Eine Turnerin wird bei einer Veranstaltung beurteilt.,A figure skater is being evaluated during a competition.,A gymnast is being judged at en event.
848,Menschen gehen auf einer Straße mit einem Straßenhändler.,People are walking on the street with a shopping cart vendor,People walking down the street with a street vendor.
849,"Ein Mann in traditionellem Gewand steht neben seinem Esel, der anscheinend auch bekleidet ist.",A man wearing traditional clothing stands beside his horse that,"Man clothed in a traditional dress like attire, while standing next to his mule who also seems to be clothed as well."
850,Zwei Kinder spielen auf einem Fahrrad.,Two children playing on a bike in the park.,Two children are playing on a bicycle.
851,Zwei Männer aus gegnerischen Mannschaften spielen Fußball auf einem Fußballplatz.,Two men from opposing teams play soccer on a field,Two men on opposing teams are playing soccer in a field.
852,"Ein Mann springt in die Luft und posiert für Fotografen, die auf dem Boden liegen.",A man is jumping into the air and taking photos of,A man jumps and poses for photographers lying on the ground.
853,Das Mädchen trinkt aus einem Springbrunnen.,The girl is drinking from a fountain.,The girl is taking a drink from a water fountain.
854,Der Hobbyhöhlenforscher findet auf seiner Wanderung Wasser.,The hobby explorer is finding water on his hi,The spelunker finds water during his trek.
855,Ein Mann in einem Laborkittel blickt durch ein Mikroskop.,A man is looking through a microscope with his eyes,A man in a lab coat is looking through a microscope.
856,Ein blondes Mädchen schläft auf einer braunen Couch.,"A girl, who is wearing a white dress, sle",A blond girl sleeps on a brown couch.
857,Ein Mann kehrt tagsüber den Gehsteig vor einem Ziegelbau.,A man walks up the hill with a brick building in,A man sweeps a sidewalk outside of a brick building during the day.
858,Drei Männer kochen in einer Küche.,Three men are cooking in a kitchen. The room is,Three men are cooking in a kitchen.
859,Ein Mann auf einem Gerüst vor einem Haus lächelt und posiert für den Fotografen.,A man on a scaffold smiling for the photograph,A man on a scaffold in front of a house is smiling and posing for the photographer.
860,Zwei Mädchen in Shorts halten Händchen an einem Pool.,Two girls holding hands are swimming in a pool.,Two girls in shorts are holding hands at a pool.
861,Vier asiatische Kinder sitzen auf einer Bank und winken lächelnd in die Kamera.,Four Asian children are sitting on a bench and smiling,Four Asian kids sit on a bench and wave and smile to the camera.
862,Kinder auf Fahrrädern in einem scheinbar verarmten Land.,Children on bicycles in a seemingly impoverished,Children ride bikes in what appears to be an impoverished nation.
863,Ein kleiner Junge mit Kochmütze und Schürze schneidet in einer Küche Würstchen.,A little boy with a chefs hat and apron,"A young boy, wearing a chef's hat and apron, is cutting sausages in a kitchen."
864,Das ist ein Clown in einer Grundschule.,This is a clown at a school.,This is a clown at an elementary school.
865,Der Schiffskapitän lächelt und hält das Steuerrad seines hölzernen Schiffs.,The captain of the ship is smiling and holding his ste,The smiling ship captain is holding the wheel of his wooden ship.
866,Ein gelber Bulldozer schafft Erdreich aus dem Weg.,A yellow bulldozer is plowing through the,A yellow bulldozer working to move dirt.
867,"Eine Frau in einem roten Hemd reitet auf einem weißen Pferd, das an den Bäumen entlang galoppiert.",A woman riding a red horse is on the ground along,A woman in a red shirt is riding an all white horse that is galloping along the trees.
868,Eine Frau sitzt vor Bäumen im Hintergrund auf einem sehr großen Stein und lächelt in die Kamera.,A woman sitting on a large stone behind the trees smiling,A woman sitting on a very large rock smiling at the camera with trees in the background.
869,"Drei Männer in bunten Kostümen, Perücken und verrückten Sonnenbrillen gehen auf die Straße.",Three men dressed up in colorful costumes and with cra,Three men wearing brightly colored costumes take to the streets with wigs and crazy sunglasses.
870,Ein Mädchen spielt in einem kleinen Pool.,A girl swimming in a small pool at the beach.,A girl plays in a small pool.
871,"Zwei Kinder, ein Junge in einem gelben Shirt und ein Mädchen in blau-weiß gestreiften Klamotten, schaukeln.",Two young children wearing yellow shirts and blue p,"Two children, a boy in a yellow shirt and a girl in blue and white stripes, swinging."
872,Ein Mann wirft ein Fischernetz in die Bucht.,A man tosses a fishing net into the bay.,A man throws a fishing net into the bay.
873,"Ein Mann mit einem grauen Shirt, blauen Jeans und neongrüner Sicherheitsweste steht mit einem weißen Lieferwagen und einem weißen Gebäude im Hintergrund auf einer Bahnstrecke.","A man in a gray shirt, blue jean,","A man wearing a gray shirt, blue jeans and a neon green safety vest is standing on a railroad track with a white truck and a white building in the background."
874,Zwei Bauarbeiter legen Blech über Balken.,Two construction workers are laying metal over wooden beams.,Two construction workers are laying sheet metal across beams.
875,Eine Band mit dezent in blau gekleideten Bandmitgliedern steht auf der Bühne.,A band with members dressed in blue is standing on the stage,There is a band on stage with band members wearing hints of blue.
876,Ein Rocker mit freiem Oberkörper singt in ein Mikrofon während er Schlagzeug spielt.,A rocker with an empty body is singing into a micro,A rocker with his shirt off sings into a microphone while he plays the drums.
877,"Ich sehe einen Mann, der die Artikel aus seinem Einkaufswagen nimmt um zu bezahlen.",I see a man taking items out of his shopping cart,"I see a man putting his items from the shopping cart, ready to be checked out."
878,Der Mann mit dem Spazierstock macht einen Spaziergang.,A man walking on a treadmill is taking a walk,The man with the cane is on a walk.
879,Eine Frau in einem weißen Pullover trainiert auf einem Crosstrainer.,A woman is exercising on a cross trainer while,A woman wearing a white shirt works out on an elliptical machine.
880,Ein Mädchen mit einer Maske reitet auf den Schultern eines Mannes durch eine Menschenmenge.,A girl in a mask walks through a crowd of people,A girl wearing a mask rides on a man's shoulders through a crowded sidewalk.
881,"Zwei Mädchen, eines älter und in Schwarz, das andere jünger und in Weiß, machen dieselbe Tanzbewegung vor einer Dekoration aus Ballons.",Two young girls wearing black and one older girl wearing,"Two girls, one older and in black and one younger and in white, are performing the same ballet move in front of decorations made from balloons."
882,Mehrere Frauen führen vor einem Gebäude einen Tanz auf.,There are several women leading a dance in front of a building,Several women are performing a dance in front of a building.
883,Ein glatzköpfiger Mann geht auf einem Gehsteig und telefoniert mit seinem Handy.,A tall man walking down a hill on the phone.,A bald man walking down a city sidewalk while talking on his cellphone.
884,Eine Frau spielt mit Fingerpuppen während ein kleines Kind in einem Kostüm vorbeigeht.,A woman is playing with finger puppets while a child dressed,A woman plays with finger puppets as a small child in a costume walks by.
885,"Eine Gruppe von Leuten beobachtet junge Männer, die auf Eimern Schlagzeug spielen.",A group of people watches young men playing drums on the,A group of people watch young men play the drums using makeshift buckets as instruments.
886,Ein Mädchen mit gewöhnlicher und improvisierter Schutzausrüstung fährt Rollerblades.,A girl in a normal and improvised helmet is r,A girl with normal and improvised safety gear rollerblades.
887,Ein kleines weißes Auto steht auf den Bahngleisen und wurde eventuell vom Zug im Hintergrund gerammt.,A small white car is standing on the tracks and possibly being,A small white car is on the train tracks and may or may not have been hit by the train behind it.
888,Zwei Rocker singen und spielen auf einer dunklen Bühne.,Two rockers are singing and playing on a dark stage in,Two rockers are singing and playing on a dark stage.
889,"Ein Mädchen mit einer Baseballmütze, weißem T-Shirt und blauen Shorts steht in einem von Wald umgebenen Gebirgsbach.","A girl with a baseball cap, white shirt and blue","A girl wearing a baseball cap, white t-shirt and blue shorts is standing in a rock-bottomed, forest-lined mountain stream."
890,Zwei Männer spielen Gitarre vor einem großen Publikum.,Two men playing guitar in front of a large crowd.,Two men playing guitar in front of a large audience.
891,Mehrere Leute tanzen vor diesem riesigen Haus mit ihren Partnern.,Several people are dancing in front of a huge house with,A number of people are dancing with their significant others in front of this huge house.
892,Frau mit Hund verkauft ihre Ware im Freien auf den Treppen des alten Gebäudes.,A woman selling her goods on the sidewalk in front,Woman and dog selling her wares on the old building steps outside.
893,Eine Frau diskutiert mit zwei professionell gekleideten Männern.,A woman is discussing with two men in professional clothing,"A woman and two men, that are dressed professionally, are having a discussion."
894,Eine Gruppe von Männern in roten und schwarzen Jacken sitzt auf Motorrädern und wartet.,A group of men dressed in red and black jackets are,A group of men in red and black jackets waits on motorcycles.
895,Ein Typ in einem weißen Trikot mit der Nummer 3 auf dem Rücken spielt Fußball.,A type of a white shirt with the number 3,A guy dressed in a white uniform with a number 3 on it playing soccer.
896,Ein Mann verkauft Snacks bei einer Sportveranstaltung.,A man selling snacks at a sports event.,A man is selling snacks at a sporting event.
897,"Zwei Männer vom grünen Team tackeln in einem Rugbymatch die anderen Spieler des schwarzen Teams, um an den Ball zu kommen.",Two men from the green team are playing against another player on,Two males from the green team tackles the other members from black team for the ball in a game of rugby.
898,Kinder kämpfen um den Ballbesitz.,Children are fighting over the ball. imend,Kids compete to gain possession of the soccer ball.
899,Eine Person in Blau wirft auf einer Bowlingbahn als einzige ihre Kugel.,A person dressed in blue is throwing a ball on a bow,A person in blue is the only person currently throwing their ball at a bowling alley.
900,Mehrere Fußballer auf einem Feld in Aktion.,Several soccer players are playing a game on a field.,Several football players on a field in action.
901,"Junger Mann sitzt auf einem Skateboard, hält sein Handy und posiert auf der Rolltreppe.",A young man sitting on a skateboard holding his phone,"Young man sitting on a skateboard, holding a cellphone, and posing on the escalator."
902,Eine blau gekleidete Frau läuft einen Marathon.,A blueclad woman is running a marathon.,A lady dressed in blue running a marathon.
903,Diese Band bereitet sich auf einen Auftritt vor Publikum in einer Kirche vor.,This band is preparing for a performance before an audience at,This band is getting ready to perform in front of an audience at church.
904,"Die # 8 von Iowa State streckt den Arm in Richtung eines Spielers der Texas AM beim Versuch, ihn zu tackeln.",The  8 from Iowa State attempts to tackle a,# 8 for Iowa State stiff arms a Texas AM player attempting to tackle him.
905,"Zwei männliche Curler sind auf dem Eis und wischen den Pfad vor dem Stein, während eine kleine Menschenmenge zusieht.",Two men are curling on ice and wiping the,"Two male curling players are on ice sweeping the path in front of polished rock, a small crowd watches."
906,Männer spielen auf einem matschigen Platz Fußball.,Men playing soccer on a muddy field.,Men play soccer on a muddy field.
907,Ein Basketballspieler in Weiß geht in die Hocke während ein Spieler in Rot auf ihn zu läuft.,A basketball player is shooting a free throw while another player runs,A basketball player in white squats while a player in red moves toward him.
908,Menschen gehen durch einen Torbogen in einer alt aussehenden Stadt.,People are walking through a gate in an old city building.,People walk through an arch in an old-looking city.
909,"Zwei Rennautos, eines rot und das andere blau, fahren nebeneinander auf einer Rennstrecke während mehrere Personen zusehen.","Two race cars, one red and the other blue, are","Two race cars, one red and one blue, are driving side by side down a racetrack while being watched by several onlookers."
910,Ein Footballspieler in einem weißen Trikot hält einen Football.,A football player in a white shirt is holding a ball,A football player in a white uniform is holding a football.
911,Ein sehr kleiner Junge guckt nach vorne während er in einen kleinen Gegenstand beißt.,A very small boy looks up while biting into a small,A very young boy stares ahead as he is biting onto a small object.
912,Eine Frau und ein Kind gehen eine Straße entlang.,A woman and child walking down a street.im,A woman and a child are walking down a street.
913,Ein Hockeyspiel wird vor großem Publikum gespielt.,A hockey game is being played in front of a large crowd,A hockey game is being played with lots of people watching it.
914,Drei Frauen springen im Gras auf Bällen.,Three women are jumping on a ball in the grass.,Three woman bouncing on balls in the grass.
915,"Ein afroamerikanischer Junge in blauen Shorts, einem schwarz-roten Shirt und weißen Turnschuhen spielt Tennis.","An African American boy in blue shorts, a white sh","An African-American boy wearing blue shorts, a black and red shirt, and white sneakers, is playing tennis."
916,Ein Mann und eine Frau in weißen Shirts umarmen sich.,A man and woman are hugging each other in white,A man and a woman in white shirts are hugging each other.
917,"Ein Mann mit einer Art Messsonde spricht mit einer Familie, die versucht, zu lächeln und freundlich zu sein.",A man holding a measuring device is talking to a family,A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
918,Sehr kleiner Junge in einem grünen Shirt liegt mit dem Gesicht nach unten auf einem weißen Bett.,A very small boy dressed in a green shirt is lying,Very young boy in a green shirt laying face down on a white bed.
919,Ein Extremradfahrer ruht sich aus während im Hintergrund die Sonne untergeht.,A biker stops while the sun sets behind him in this,An extreme cyclist stops to rest as the sun sets in the background.
920,Eine warm gekleidete Frau fährt in einem verschneiten Gebiet Ski.,A woman wearing a warm coat is skiing on snow,A woman is skying in a snowy area wearing warm clothing.
921,Vier Mädchen und eine Frau lernen zu basteln.,Four girls and a woman are learning to bake bread.,Four girls and a lady learning how to do some crafts.
922,"Ein Mann in schwarz-weiß gestreifter Kleidung versucht, ein Pferd anzuhalten.",A man wearing a black and white striped shirt,A man wearing black and white stripes is trying to stop a horse.
923,"Der Herr scannt das Bild, das ihm die Frau im blauen Hemd zeigt.",The man looks at the picture of the woman in the blue,The gentleman is scanning the image that the woman in the blue shirt is providing him.
924,Eine Frau mit roten Haaren steht bis zum Hals in trübem blauem Wasser.,A woman with red hair stands in a pool of blue water,A woman with red-hair is neck deep in cloudy blue water.
925,Zwei kleine Jungen posieren mit einem Welpen für eine Familienfoto.,Two little boys pose with a stuffed animal for a family,Two young boys pose with a puppy for a family picture.
926,Vier Kinder üben Karate während zwei Erwachsene zusehen.,Four children are practicing karate while two adults watch,Four children practice karate while two adults watch.
927,Ein Mann liegt auf einem Sofa in einem Möbelhaus.,A man is lying on a couch in an interior design,A man lounges on a red sofa in a furniture showroom.
928,Eine Gruppe von Leuten unterhält sich an Tischen.,A group of people are sitting at tables in a restaurant.,A group of people talking at tables.
929,"Zwei Jockeys, einer in rot-blauen Karos und der andere in Orange und Braun, liefern sich ein Rennen vor einem verschwommenen Hintergrund.",Two jockeys in red and blue coats are,"Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background."
930,Das rote Auto fährt vor den beiden Autos im Hintergrund.,The red car is driving in front of the two cars in,The red car is ahead of the two cars in the background.
931,"Ein großer Stier versucht einen Mann bei einem Rodeo auf die Hörner zu nehmen während ein Rodeoclown herbeiläuft, um zu helfen.",A big stallion is trying to get a man,"A large bull targets a man, inches away, in a rodeo with his horns, while a rodeo clown runs to help."
932,Ein Mann ohne Hemd geht zu einem gelben Kajak.,A man in a white tshirt is walking towards,A shirtless man walks toward a yellow kayak.
933,Ein Junge zielt und schießt auf einem Schießstand.,A young boy is shooting a target with his rifle.,A boy at a gun range aims and shoots.
934,Zwei Jugendteams spielen Football im Sand.,Two teams of young athletes are playing football on the sand,Two teams of boys playing football in the sand.
935,Ein Kind in Blau und ein Kind in Weiß stehen auf einer niedrigen Betonmauer neben einem Fluss.,A boy and a girl dressed in blue sit on the edge,A child in blue and a child in white stand on a short concrete wall by a stream.
936,Eine Frau malt ein Blumenmuster auf einen Tontopf.,A woman is painting a flower pattern on an earthenware,A woman draws a floral design on a clay pot.
937,Leute gehen auf einer belebten Straße in einem fremden Land.,People are walking on a busy street in another country.,People are walking down a busy street in a foreign country.
938,Ein rechtshändiger Pitcher der Saints wirft einen Ball.,A righthanded pitcher for the Saints throws,A right-handed pitcher for the Saints is throwing a pitch.
939,"Zwei Männer, einer in Schwarz und Weiß und einer in Rot, spielen Beachvolleyball.",Two men dressed in black and white play beach volleyball,"Two men, one in black and white and one in red, are playing beach volleyball."
940,Ein Mann steht in einem Boot und flickt Netze.,"A man is standing on a boat, waving at something",A man is standing in a boat holding some netting.
941,"Ein Surfer, der im Ozean beim Versuch, auf einer Welle zu reiten, von seinem Brett gefallen ist.",A surfer attempting to ride a wave in the ocean is,A surfer who fell off his surfboard in the ocean while trying to ride a wave.
942,Ein Techniker bereitet im Labor eine Probe vor.,A technician is preparing a sample in the lab.,A technician preparing a sample in the lab.
943,"Fußballer springen in die Luft, um den Ball mit dem Kopf zu treffen.",A soccer player jumps into the air to catch a,Soccer players are jumping in the air to hit the ball with their heads.
944,Zwei Jungen spielen gegeneinander Fußball.,Two young boys playing soccer against each other.,Two boys play soccer against each other.
945,Eine ältere Person überquert die Straße mit einem Regenschirm in der Hand.,An old person is crossing the street carrying a raincoat,An elderly person is crossing a street with an umbrella in their hands.
946,Eine Gruppe von Läufern läuft auf zwei identische Wolkenkratzer zu.,A group of runners are running up two identical clouds on,A group of runners are running towards two identical skyscrapers.
947,"Ein Skateboarder fährt eine Betonwand hoch und fällt beinahe beim Versuch, einen Trick zu machen.",A skater is riding a concrete wall and almost falls,"A skateboarder rides up a concrete wall, nearly falling off as he tries a trick."
948,Leute spielen ein Spiel im Pool.,"People are playing a game in the pool, probably basketball or",People playing a game in the pool.
949,Ein Typ küsst einen anderen Typ,A type of a man kisses another type of a man,A guy give a kiss to a guy also
