en,de,generated_de
A woman in black has a little girl in a yellow dress on her shoulders.,Eine Frau in Schwarz trägt ein kleines Mädchen in einem gelben Kleid auf ihren Schultern.,"<|user|>
A woman in black has a little girl in a yellow dress on her shoulders. 
<|assistant|>:
Eine Frau mit schwarzer Kleidung hat ein kleines Mädchen auf den"
A group of people on the street setting up instruments.,Eine Gruppe von Menschen baut auf der Straße Instrumente auf.,"<|user|>
A group of people on the street setting up instruments. 
<|assistant|>:
Eine Gruppe Leute auf der Straße, die Instrumente anbringen. 
"
A fallen dirt biker is aided by another.,"Ein Offroad-Biker hilft einem anderen, der hingefallen ist, auf.","<|user|>
A fallen dirt biker is aided by another. 
<|assistant|>:
Ein gelber Drehfahrer ist von anderen Hilfsmitteln bewegt"
"Three people are walking up a mountain trail, while one woman is looking at her camera.","Drei Personen gehen einen Gebirgspfad hoch, eine davon blickt auf ihre Kamera.","<|user|>
Three people are walking up a mountain trail, while one woman is looking at her camera. 
<|assistant|>:
Drei Personen gehen einen Bergpfad hinauf und eine Frau sieht ihr Kamera"
Several Asian men wearing black clothing in some kind of station.,Mehrere asiatische Männer in schwarzer Kleidung in einer Art Station.,"<|user|>
Several Asian men wearing black clothing in some kind of station. 
<|assistant|>:
Mehrere asiatische Männer, die schwarze Kleidung tragen und einige"
A woman in a red skirt is walking on the street with graffiti in the background.,Eine Frau in einem roten Rock geht auf der Straße mit Graffiti im Hintergrund.,"<|user|>
A woman in a red skirt is walking on the street with graffiti in the background. 
<|assistant|>:
Eine Frau mit rotem Hose geht auf der Straße und im Hintergrund ist Graff"
A rhythmic gymnast in a blue and pink outfit performs a ribbon routine.,Eine rhythmische Sportgymnastin in einem blauen und pinken Outfit vollführt eine Bewegung mit dem Band.,"<|user|>
A rhythmic gymnast in a blue and pink outfit performs a ribbon routine. 
<|assistant|>:
Ein Rhythmisches Gymnaste im blau-roten Outfits führt einen"
"People cooling off in a fountain, a woman in a white dress sits on the edge looking on.","Leute, die sich in einem Springbrunnen abkühlen, eine Frau in einem weißen Kleid sitzt am Rand und sieht zu.","<|user|>
People cooling off in a fountain, a woman in a white dress sits on the edge looking on. 
<|assistant|>:
Leute entspannen sich auf einem Brunnen und eine Frau im weißen Kle"
A man sitting on a bench under a large tree.,Ein Mann sitzt auf einer Bank unter einem großen Baum.,"<|user|>
A man sitting on a bench under a large tree. 
<|assistant|>:
Ein Mann sitzt auf einer Bank unter einem großen Baum. 150 "
"Three men in red and white striped shirts, white pants, and black hats hold flags.","Drei Männer in rot und weiß gestreiften Shirts, weißen Hosen und mit schwarzen Hüten halten Flaggen.","<|user|>
Three men in red and white striped shirts, white pants, and black hats hold flags. 
<|assistant|>:
Drei Männer mit roten und weißen Streifenhemden, Weißhosen"
People are admiring a work of art.,Leute bewundern ein Kunstwerk.,"<|user|>
People are admiring a work of art. 
<|assistant|>:
Leute beobachten ein Kunstwerk in einer Werkstatt. 
Durch"
Busy Asian mall with paper lanterns and shoppers.,Geschäftiges asiatisches Einkaufszentrum mit Papierlaternen und Einkäufern.,"<|user|>
Busy Asian mall with paper lanterns and shoppers. 
<|assistant|>:
Ein heißer asiatischer Marktplatz mit Papierlampe und Scha"
These people are climbing the steps to go the mountain,Diese Personen klettern die Stufen zum Berg hoch,"<|user|>
These people are climbing the steps to go the mountain 
<|assistant|>:
Diese Menschen klettern die Stufen hinauf, um den Berg zu erreichen."
A small child in a blue outfit is looking off at some trees in the distance.,"Ein kleines Kind in Blau sieht zu Bäumen, die in der Ferne stehen.","<|user|>
A small child in a blue outfit is looking off at some trees in the distance. 
<|assistant|>:
Ein kleines Kind im blauen Outfits schaut auf einige Bäume,"
People are looking at children's toys in a store.,Leute betrachten Kinderspielzeug in einem Geschäft.,"<|user|>
People are looking at children's toys in a store. 
<|assistant|>:
Leute schauen sich Kinderzubehör an einem Geschäft zu, das Spielzeuge aus"
A man with a hat is playing the drum in the street.,Ein Mann mit Hut spielt auf der Straße Schlagzeug.,"<|user|>
A man with a hat is playing the drum in the street. 
<|assistant|>:
Ein Mann mit einem Hut spielt auf der Straße ein Schlagzeug zu spielen"
A boy stands with three girls.,Ein Junge steht mit drei Mädchen.,"<|user|>
A boy stands with three girls. 
<|assistant|>:
Ein Junge steht mit drei Mädchen in der Nähe eines Himmels."
A smiling man wearing a backpack holds his fists up in front of a boy in glasses.,Ein lächelnder Mann mit Rucksack streckt vor einem Jungen mit Brille die Fäuste in die Luft.,"<|user|>
A smiling man wearing a backpack holds his fists up in front of a boy in glasses. 
<|assistant|>:
Ein lächelnder Mann mit Rucksack hält die Hände vor einem"
Four men are outside looking down over the green bridge they are on.,"Vier Männer sind im Freien und blicken von der grünen Brücke, auf der sie stehen, hinunter.","<|user|>
Four men are outside looking down over the green bridge they are on. 
<|assistant|>:
Vier Männer sind draußen und schauend über die grünes Brücke,"
A woman lounges on a towel in front of people enjoying the blue water.,"Eine Frau entspannt vor Leuten, die das blaue Wasser genießen, auf einem Handtuch.","<|user|>
A woman lounges on a towel in front of people enjoying the blue water. 
<|assistant|>:
Eine Frau drümpft vor Menschen auf einem Handtuch am Wasser und sieht"
An adult Australian Shepherd follows behind a running Australian Shepherd puppy.,"Ein ausgewachsener Australian Shepherd folgt einem Welpen, der vor ihm läuft.","<|user|>
An adult Australian Shepherd follows behind a running Australian Shepherd puppy. 
<|assistant|>:
Ein erwachsener australischer Hund folgt einem Renn-AustralianShe"
Fall shoppers and bistro food lovers caught in the ebb and flow of the city.,Herbsteinkäufer und Bistroliebhaber lassen sich in den Gezeiten der Stadt treiben.,"<|user|>
Fall shoppers and bistro food lovers caught in the ebb and flow of the city. 
<|assistant|>:
Eine Fallküche und Essenslieferanten sind im Einkaufsweg"
The African American man protests against unlawful sex.,Der Afroamerikaner protestiert gegen gesetzwidrigen Sex.,"<|user|>
The African American man protests against unlawful sex. 
<|assistant|>:
Ein afroamerikanischer Mann protestiert gegen die Ungeachtetheit im Sexleben."
A policeman is on a bike waiting for the light to change.,"Ein Polizist sitzt auf dem Motorrad und wartet, bis die Ampel auf Grün springt.","<|user|>
A policeman is on a bike waiting for the light to change. 
<|assistant|>:
Ein Polizist wartet auf das Licht zu, dass es ankomm"
A group of men are sitting around a table.,Eine Gruppe von Männern sitzt an einem Tisch.,"<|user|>
A group of men are sitting around a table. 
<|assistant|>:
Eine Gruppe Männer sitzt um einen Tisch herum. 120 Personen stehen"
High class group of business people including older men have drinks in park.,"Gruppe hochrangiger Geschäftsleute, darunter auch ältere Personen, nehmen in einem Park Drinks zu sich.","<|user|>
High class group of business people including older men have drinks in park. 
<|assistant|>:
Mehrere hochklassige Geschäftsfrau mit älteren Männern tr"
Woman talking to friend while walking dog outside on a sunny day.,Frau spricht mit Freundin während Spaziergangs mit Hund im Freien an einem sonnigen Tag.,"<|user|>
Woman talking to friend while walking dog outside on a sunny day. 
<|assistant|>:
Eine Frau spricht mit ihrem Freund, während sie im Freien einen sonnigen Tag"
A young man wearing a gray and black shirt and a white headband,Ein junger Mann in einem schwarz-weißen Shirt und weißem Stirnband.,"<|user|>
A young man wearing a gray and black shirt and a white headband 
<|assistant|>:
Ein junger Mann in einem grau-schwarzen Hemd und mit einer"
Two people are riding a motorcycle along with many other riders.,Zwei Personen fahren Motorrad gemeinsam mit vielen anderen Motorradfahrern.,"<|user|>
Two people are riding a motorcycle along with many other riders. 
<|assistant|>:
Zwei Leute fahren auf einem Motorrad mit vielen anderen Fahrrädern durch den"
Two women in military uniform are standing with other soldiers in formation.,Zwei Frauen in Militäruniformen stehen mit anderen Soldaten in Formation.,"<|user|>
Two women in military uniform are standing with other soldiers in formation. 
<|assistant|>:
Zwei Frauen im Militärkostüm stehen mit anderen Soldaten auf einer Formation."
Three girls are smiling for a picture.,Drei Mädchen lächeln für ein Foto.,"<|user|>
Three girls are smiling for a picture. 
<|assistant|>:
Drei Mädchen lachend für ein Foto. 30 männ"
The lady wearing black rimmed glasses and a yellow sweater jacket looks confused as she sits on the tan covered bench.,Die Dame mit der schwarz gerahmten Brille und der gelben Sweatjacke blickt verwirrt während sie auf der braunen Bank sitzt.,"<|user|>
The lady wearing black rimmed glasses and a yellow sweater jacket looks confused as she sits on the tan covered bench. 
<|assistant|>: Die Frau mit schwarzer Schnürleiste und gelben Sweatshirt sit"
A red-haired young man drinks from a water fountain shaped like a woman.,"Ein rothaariger junger Mann trinkt aus einem Springbrunnen, der wie eine Frau geformt ist.","<|user|>
A red-haired young man drinks from a water fountain shaped like a woman. 
<|assistant|>:
Ein rothaariger junger Mann trinkt aus einem Wasserfluss,"
Two men and a woman are walking down a city street.,Zwei Männer und eine Frau gehen eine Straße in einer Stadt entlang.,"<|user|>
Two men and a woman are walking down a city street. 
<|assistant|>:
Zwei Männer und eine Frau gehen auf einer Straße entlang, die in der Stadt liegt"
A middle-aged man with red-hair and glasses holding an infant.,Ein Mann mittleren Alters mit roten Haaren und Brille hält einen Säugling.,"<|user|>
A middle-aged man with red-hair and glasses holding an infant. 
<|assistant|>:
Ein Mann mittleren Alters mit rotem Haar und Brille hält ein"
A young boy in a red hat rides on a horse.,Ein kleiner Junge mit roter Mütze reitet auf einem Pferd.,"<|user|>
A young boy in a red hat rides on a horse. 
<|assistant|>:
Ein Junge mit rotem Hut reitet auf einem Pferd. 
"
Two boys are playing on the sidewalk.,Zwei Jungen spielen auf dem Gehsteig.,"<|user|>
Two boys are playing on the sidewalk. 
<|assistant|>:
Zwei Jungen spielen auf dem Gehweg. 2016. "
A little girl wearing a black swimming suit holding a shovel at a beach.,Ein kleines Mädchen in einem schwarzen Badeanzug hält eine Schaufel am Strand.,"<|user|>
A little girl wearing a black swimming suit holding a shovel at a beach. 
<|assistant|>:
Ein kleines Mädchen in einem schwarzen Schwimmanzug hält einen"
Old man wearing a hat and coat sleeping sitting up on a sofa.,Alter Mann mit Hut und Mantel schläft im Sitzen auf einem Sofa.,"<|user|>
Old man wearing a hat and coat sleeping sitting up on a sofa. 
<|assistant|>:
Ein alter Mann mit Mütze und Mantel schläft auf einem Sofa,"
Two boys are looking up at the sky and waving theirs arms and they are dressed in clothes to keep them warm.,Zwei Jungen in Winterkleidung sehen zum Himmel hoch und winken mit den Armen.,"<|user|>
Two boys are looking up at the sky and waving theirs arms and they are dressed in clothes to keep them warm. 
<|assistant|>:
Zwei Jungen schauen auf den Himmel und zeigen ihre Arme,"
A young couple sits on the sidewalk and relaxes together.,Ein junges Paar sitzt auf dem Gehsteig und entspannt gemeinsam.,"<|user|>
A young couple sits on the sidewalk and relaxes together. 
<|assistant|>:
Ein junges Paar sitzt zusammen am Bürgersteig und entspannt sich"
A youth wearing a shirt and tie crouching down and giving the peace sign.,Ein Jugendlicher in Hemd und Krawatte kniet und macht ein Peace-Zeichen.,"<|user|>
A youth wearing a shirt and tie crouching down and giving the peace sign. 
<|assistant|>:
Ein Jungen in einem Hemd und einer Krawatte, die sich kopfst"
Three people sitting at a table outside Bar Gelati Tabacchi.,Drei Personen sitzen an einem Tisch vor der Bar Gelati Tabacchi.,"<|user|>
Three people sitting at a table outside Bar Gelati Tabacchi. 
<|assistant|>:
Drei Personen sitzen draußen an einem Tisch bei einer Bierstube in"
A boy in a black shirt and red wristbands hanging upside down while other people look on.,Ein Junge in einem schwarzen Shirt und mit roten Schweißbändern hängt kopfüber während andere Leute zusehen.,"<|user|>
A boy in a black shirt and red wristbands hanging upside down while other people look on. 
<|assistant|>:
Ein Junge mit schwarzem Hemd und roten Armbanden, der auf"
A man walking in front of a colorful wall mural.,Ein Mann geht vor einem bunten Wandgemälde vorbei.,"<|user|>
A man walking in front of a colorful wall mural. 
<|assistant|>:
Ein Mann läuft vor einer bemalten Wandbilde entlang. "
A young man walking with another young man glances back at three girls they just passed,"Ein junger Mann, der mit einem weiteren jungen Mann unterwegs ist, blickt sich nach drei Mädchen um, an denen sie gerade vorbeigegangen sind.","<|user|>
A young man walking with another young man glances back at three girls they just passed 
<|assistant|>:
Ein junger Mann geht mit einem anderen Jungen zurück, der drei Mädchen"
A man trimming a palm tree inside a patio-type cafe'.,Ein Mann schneidet in einem gartenähnlichen Café eine Palme zurück.,"<|user|>
A man trimming a palm tree inside a patio-type cafe'. 
<|assistant|>:
Ein Mann schneidet in einem Verandaartz Cafe einen Palmenbaum"
Five people walking up a set of stairs led by a woman in a pink shirt and brown skirt.,"Fünf Personen, angeführt von einer Frau in einem pinken Hemd und braunen Rock, gehen eine Treppe hoch.","<|user|>
Five people walking up a set of stairs led by a woman in a pink shirt and brown skirt. 
<|assistant|>:
Vier Personen gehen auf einer Treppe entlang, die von einem Frau mit rosa"
A group of people at an outdoor fruit market,Eine Gruppe von Menschen auf einem Obstmarkt im Freien.,"<|user|>
A group of people at an outdoor fruit market 
<|assistant|>:
Eine Gruppe von Menschen auf einem Markt mit Früchten. 
Drei Personen"
Two boys eat their McDonalds lunch in an outdoor seating area surrounded by many other people.,"Zwei Jungen essen ihr McDonald's-Menü im Außenbereich, umgeben von vielen anderen Leuten.","<|user|>
Two boys eat their McDonalds lunch in an outdoor seating area surrounded by many other people. 
<|assistant|>:
Zwei Jungen essen im Freien auf einem Mittagsstuhl mit vieler"
A woman wearing a denim jacket walking along a sidewalk,Eine Frau in einer Jeansjacke geht auf einem Gehweg.,"<|user|>
A woman wearing a denim jacket walking along a sidewalk 
<|assistant|>:
Eine Frau mit einer Jeansjacke geht einen Gehweg entlang.  
"
A man driving a four wheeled vehicle with four passengers riding on the front and a man sitting sideways on the back.,Ein Mann fährt ein Allradfahrzeug mit vier Passagieren vorne und einem seitlich sitzenden Mann hinten.,"<|user|>
A man driving a four wheeled vehicle with four passengers riding on the front and a man sitting sideways on the back. 
<|assistant|>:
Ein Mann fährt mit vier Fahrzeugen, die an der Front sitzen und"
A man in a teal shirt reads a newspaper.,Ein Mann in einem smaragdgrünen Hemd liest eine Zeitung.,"<|user|>
A man in a teal shirt reads a newspaper. 
<|assistant|>:
Ein Mann mit einem hellblauen Oberteil liest eine Zeitung.  
Gegen"
A boy in a stroller is wearing a green shirt and holding a book.,Ein Junge in einem Rutschfahrzeug trägt ein grünes Shirt und hält ein Buch.,"<|user|>
A boy in a stroller is wearing a green shirt and holding a book. 
<|assistant|>:
Ein Junge mit einem Stäbchen und dem grünen Hemd hält"
Two children sit side by side while eating a treat.,Zwei Kinder sitzen nebeneinander und essen Süßigkeiten.,"<|user|>
Two children sit side by side while eating a treat. 
<|assistant|>:
Zwei Kinder stehen in der Nähe eines anderen, und essen ein Geschenk an einem"
"People are riding bicycles in the street, and they are all wearing helmets.","Radfahrer auf der Straße, alle tragen Helme.","<|user|>
People are riding bicycles in the street, and they are all wearing helmets. 
<|assistant|>:
Leute fahren Fahrrads auf der Straße und haben Helme zu tragen. Die"
Crowds of people are all riding bicycles.,"Menschengruppen, die alle Fahrrad fahren.","<|user|>
Crowds of people are all riding bicycles. 
<|assistant|>:
Massen von Menschen fahren Fahrrads auf dem Weg zu einer Plattform in der"
A man seated on a platform with wheels is being pulled by a burrow.,Ein Mann sitzt auf einer Plattform mit Rädern und wird von einem Esel gezogen.,"<|user|>
A man seated on a platform with wheels is being pulled by a burrow. 
<|assistant|>:
Ein Mann sitzt auf einem Boden mit Rädern und wird von einer Wand"
A man on a bicycle pedals through an archway.,Ein Mann fährt auf einem Fahrrad durch einen Torbogen.,"<|user|>
A man on a bicycle pedals through an archway. 
<|assistant|>:
Ein Mann auf einem Fahrrad fährt durch eine Archäonwand.  
"
A colorfully dressed young man with visible skin lesions is sitting and smoking a cigarette.,Ein bunt gekleideter junger Mann mit sichtbaren Hautverletzungen sitzt und raucht eine Zigarette.,"<|user|>
A colorfully dressed young man with visible skin lesions is sitting and smoking a cigarette. 
<|assistant|>:Ein kleiner junger Mann mit leicht behandeltem, farbenfro"
Two men in suits under an umbrella and in front of graffiti.,Zwei Männer in Anzügen unter einem Regenschirm vor einem Graffiti.,"<|user|>
Two men in suits under an umbrella and in front of graffiti. 
<|assistant|>:
Zwei Männer im Anzug, vor einer Graffitischen und einem Schirm unter der"
An old skinny man wearing the dirty white shirt riding on a bicycle on the street,Ein dünner alter Mann trägt ein schmutziges weißes Hemd und fährt Fahrrad auf der Straße.,"<|user|>
An old skinny man wearing the dirty white shirt riding on a bicycle on the street 
<|assistant|>:
Ein alter Mann mit einem dunkelbraunen Hemd fährt auf einer"
On horseback a man attempts to rope a young bull.,"Ein Mann versucht, einen jungen Stier von einem Pferd aus mit dem Seil zu fangen.","<|user|>
On horseback a man attempts to rope a young bull. 
<|assistant|>:
Ein Mann auf Pferd versucht, einen jungen Bullen zu reden."
A cowboy is attempting to lasso a calf while riding a horse.,Ein Cowboy versucht von einem Pferd aus ein Kalb mit dem Lasso zu fangen.,"<|user|>
A cowboy is attempting to lasso a calf while riding a horse. 
<|assistant|>:
Ein Cowboi versucht, einen Kalb auf einem Pferd zu reiten"
Two bicyclists with helmets on are riding past some empty country fields.,Zwei Radfahrer mit Helmen fahren an ein paar abgeernteten Feldern vorbei.,"<|user|>
Two bicyclists with helmets on are riding past some empty country fields. 
<|assistant|>:
Zwei Fahrradfahrer mit Helmen fahren an einigen leeren Felden vor"
A man is leaning over and pulling something out of a bag.,Ein Mann beugt sich zur Seite und zieht etwas aus einer Tasche.,"<|user|>
A man is leaning over and pulling something out of a bag. 
<|assistant|>:
Ein Mann lehnt sich und zieht etwas aus einer Tasche herum. "
A man in a motor cart rides by to witness the park area.,"Ein Mann fährt in einem motorisierten Wagen vorbei, um den Park zu sehen.","<|user|>
A man in a motor cart rides by to witness the park area. 
<|assistant|>:
Ein Mann mit einem Motorrad fährt an, um den Parkplatz zu beob"
"A person with tattoos is looking at a photo on a digital camera, or cellphone.",Eine tätowierte Person betrachtet ein Foto auf einer Digitalkamera oder einem Handy.,"<|user|>
A person with tattoos is looking at a photo on a digital camera, or cellphone. 
<|assistant|>:Eine Person mit Tätowierungen blickt auf ein Foto in einem Digital-"
A man in a black shirt and jeans standing on the sidewalk looking at the camera.,Ein Mann in einem schwarzen Hemd und Jeans steht auf dem Gehsteig und blickt in die Kamera.,"<|user|>
A man in a black shirt and jeans standing on the sidewalk looking at the camera. 
<|assistant|>:
Ein Mann mit schwarzem Hemd und Jean steht auf dem Gehweg,"
A boy and girl standing together on the pavement as they look at an object.,Ein Junge und ein Mädchen stehen gemeinsam auf dem Gehsteig und betrachten einen Gegenstand.,"<|user|>
A boy and girl standing together on the pavement as they look at an object. 
<|assistant|>:
Ein Junge und ein Mädchen stehen zusammen auf dem Gehsteig, während"
Several people in blue scrubs and one in a skirt and black blouse.,Mehrere Personen in blauen Kitteln und eine in einem Rock und schwarzer Bluse.,"<|user|>
Several people in blue scrubs and one in a skirt and black blouse. 
<|assistant|>:
Mehrere Leute mit blauen Unterwäsche und ein Mädchen im Sk"
A woman and a dog sit on a white bench near a beach.,Eine Frau und eine Hund sitzen auf einer weißen Bank in der Nähe eines Strandes.,"<|user|>
A woman and a dog sit on a white bench near a beach. 
<|assistant|>:
Eine Frau und ein Hund auf einer weißen Bank neben einem Strand. "
Two women are walking in dirt outside a large building.,Zwei Frauen gehen auf der Erde vor einem Gebäude.,"<|user|>
Two women are walking in dirt outside a large building. 
<|assistant|>:
Zwei Frauen gehen draußen vor einem großen Gebäude durch Erde herum. "
A group of men and a child in white shirts are standing in the road.,Eine Gruppe von Männern und ein Kind in weißen Shorts stehen auf der Straße.,"<|user|>
A group of men and a child in white shirts are standing in the road. 
<|assistant|>:
Eine Gruppe Männer und ein Kind mit weißem Hemd stehen auf der Straße. "
A woman wearing all black and carrying a black bag on sidewalk,Eine ganz in schwarz gekleidete Frau trägt auf dem Gehsteig eine schwarze Tasche.,"<|user|>
A woman wearing all black and carrying a black bag on sidewalk 
<|assistant|>:
Eine Frau in schwarzer Kleidung und mit einer dunklen Tasche auf"
Group of men sitting around a table having a conversation.,Gruppe von Männern sitzt an einem Tisch und unterhält sich.,"<|user|>
Group of men sitting around a table having a conversation. 
<|assistant|>:Eine Gruppe von Männern sitzt um einen Tisch und unterhält sich über etwas."
A mural on the side of a building.,Ein Wandgemälde auf einem Gebäude.,"<|user|>
A mural on the side of a building. 
<|assistant|>:
Ein Mosaik auf dem Seitenflügel eines Gebäudes. 
Das"
An Asian man wearing gloves is working at a food stall.,Ein asiatischer Mann mit Handschuhen arbeitet an einem Imbissstand.,"<|user|>
An Asian man wearing gloves is working at a food stall. 
<|assistant|>:
Ein Asiat mit Handschuhen arbeitet an einem Essens-Standort"
Woman sitting at a table while working on her laptop computer.,Frau sitzt an einem Tisch und arbeitet an ihrem Laptop.,"<|user|>
Woman sitting at a table while working on her laptop computer. 
<|assistant|>:
Eine Frau sitzt an einem Tisch und arbeitet mit ihrem Laptop auf dem Computer"
A person is looking at the computer on a desk with a phone and a box.,Eine Person sieht zum Computer auf einem Tisch mit einem Telefon und einer Schachtel.,"<|user|>
A person is looking at the computer on a desk with a phone and a box. 
<|assistant|>:
Eine Person sieht auf einem Schreibtisch mit einer Handtastatur und in"
A man sits in a chair watching people stroll by.,"Ein Mann sitzt in einem Stuhl und beobachtet Leute, die vorbeigehen.","<|user|>
A man sits in a chair watching people stroll by. 
<|assistant|>:
Ein Mann sitzt auf einem Stuhl und sieht Menschen an, die vorbeige"
Two people wearing hats are standing in a field tending to a crop.,Zwei Personen mit Hüten stehen auf einem Feld und pflegen Nutzpflanzen.,"<|user|>
Two people wearing hats are standing in a field tending to a crop. 
<|assistant|>:
Zwei Personen mit Hüten stehen auf einem Feld und betreiben ein Kulturwerk."
Some leaping over a high bar in Barcelona.,Jemand springt in Barcelona über ein Reck.,"<|user|>
Some leaping over a high bar in Barcelona. 
<|assistant|>:
Ein Springen über eine hohe Stange im Barcelona, während die Menschen um"
A man dressed in boots and a cowboy hat sits atop a horse that is jumping while spectators sit in the stands.,Ein Mann in Stiefeln und einem Cowboyhut sitzt auf einem springenden Pferd während Zuschauer auf den Tribünen sitzen.,"<|user|>
A man dressed in boots and a cowboy hat sits atop a horse that is jumping while spectators sit in the stands. 
<|assistant|>:
Ein Mann mit Stiefel und Cowboymatzen sitzt auf einem Pfer"
Two young girls are sitting on the street eating corn.,Zwei junge Mädchen sitzen auf der Straße und essen Mais.,"<|user|>
Two young girls are sitting on the street eating corn. 
<|assistant|>:
Zwei kleine Mädchen sitzen auf der Straße und essen Korn. 
"
"Three children in football uniforms of two different teams are playing football on a football field, while another player and an adult stand in the background.",Drei Kinder in Footballtrikots zweier verschiedener Mannschaften spielen Football auf einem Footballplatz während ein weiterer Spieler und ein Erwachsener im Hintergrund stehen.,"<|user|>
Three children in football uniforms of two different teams are playing football on a football field, while another player and an adult stand in the background. 
<|assistant|>:
Drei Kinder mit Fußballkleidung von zwei unterschiedlichen Teams spielen Football auf einem Spiel"
A young child with a dirty face being held by an old woman.,Ein kleines Kind mit schmutzigem Gesicht wird von einer alten Frau gehalten.,"<|user|>
A young child with a dirty face being held by an old woman. 
<|assistant|>:
Ein kleines Kind mit bleichem Gesicht wird von einer alten Frau häut"
A man with glasses looks at camera while another man in a blue shirt looks intently at something.,Ein Mann mit Brille blickt in die Kamera während ein anderer Mann in einem blauen Hemd sich auf etwas konzentriert.,"<|user|>
A man with glasses looks at camera while another man in a blue shirt looks intently at something. 
<|assistant|>:
Ein Mann mit Brille betrachtet die Kamera, während ein anderer Mann im"
Two people sitting under a tree picking a green vegetable.,Zwei Personen sitzen unter einem Baum mit grünem Gemüse.,"<|user|>
Two people sitting under a tree picking a green vegetable. 
<|assistant|>:
Zwei Personen sitzen unter einem Baum und kaufen ein grüner Gemisch"
A young boy wearing a blue hat is looking through a telescope while another boy watches.,Ein kleiner Junge mit einer blauen Mütze blickt durch ein Teleskop während ein anderer Junge zusieht.,"<|user|>
A young boy wearing a blue hat is looking through a telescope while another boy watches. 
<|assistant|>:
Ein kleiner Junge mit blauem Hut schaut durch ein Teleskop"
3 men cooking in a small kitchen.,3 Männer kochen in einer kleinen Küche.,"<|user|>
3 men cooking in a small kitchen. 
<|assistant|>:
Drei Männer kochen im kleinen Küchegebäude etwas zu Essen aus. 
"
A young girl wearing a gray snowsuit skiing on a snowy mountain.,Ein junges Mädchen in einem grauen Schneeanzug fährt Ski auf einem verschneiten Berg.,"<|user|>
A young girl wearing a gray snowsuit skiing on a snowy mountain. 
<|assistant|>:
Ein Mädchen in einem grauen Schneewest fährt auf einer schne"
A group of village women gathered in dance,Eine Gruppe von Dorfbewohnerinnen versammelt sich beim Tanz.,"<|user|>
A group of village women gathered in dance 
<|assistant|>:
Eine Gruppe von Frauen versammelt sich bei einem Tanz. Eine Gemeindewoman,"
A man and a woman are sorting through laundry with latex gloves on.,Ein Mann und eine Frau sortieren Wäsche mit Latexhandschuhen.,"<|user|>
A man and a woman are sorting through laundry with latex gloves on. 
<|assistant|>:
Ein Mann und eine Frau sorten mit Latextelöwen in Wäschek"
A young girl sitting on a wooden chair.,Ein junges Mädchen sitzt auf einem Holzstuhl.,"<|user|>
A young girl sitting on a wooden chair. 
<|assistant|>:
Ein junges Mädchen sitzt auf einem Holzstuhl. 
"
Two workers weld the bars of a fence near a busy suburban street.,Zwei Arbeiter verschweißen die Stangen eines Zauns an einer viel befahrenen Vorstadtstraße.,"<|user|>
Two workers weld the bars of a fence near a busy suburban street. 
<|assistant|>:
Zwei Arbeiter schweißt die Stangen einer Zaunwand an der Straße in"
A long-haired young man skateboarding on the rails on a cloudy day.,Ein junger Mann mit langen Haaren fährt an einem bewölkten Tag Skateboard auf dem Geländer.,"<|user|>
A long-haired young man skateboarding on the rails on a cloudy day. 
<|assistant|>:
Ein langhaariger junger Mann fährt auf einem dunklen Tag"
In a outdoor market two men shovel snow and slush out of the path.,Zwei Männer schaufeln auf einem Freiluftmarkt den Weg von Schnee und Matsch frei.,"<|user|>
In a outdoor market two men shovel snow and slush out of the path. 
<|assistant|>:
Ein Mann schaufelt Schnee und Schlüpft die Weg entlang. In"
A guy wearing a white shirt is playing a white guitar.,Ein Typ in einem weißen Hemd spielt auf einer weißen Gitarre.,"<|user|>
A guy wearing a white shirt is playing a white guitar. 
<|assistant|>:
Ein Mann mit einem Weißhemd spielt auf einer weißen Gitarre"
A young girl shows her friends how to use a disposable camera.,"Ein junges Mädchen zeigt seiner Freundin, wie man eine Einwegkamera verwendet.","<|user|>
A young girl shows her friends how to use a disposable camera. 
<|assistant|>:Ein junges Mädchen zeigt ihre Freunde, wie sie ein Foto verwenden"
A little boy jumping off of a dock into a lake.,Ein kleiner Junge springt von einem Steg in einen See.,"<|user|>
A little boy jumping off of a dock into a lake. 
<|assistant|>:
Ein kleiner Junge springt von einer Anlegestelle in einen See. "
Lady with a green mask at the dentist and she just look very unhappy.,Eine sehr unglücklich aussehende Dame mit einer grünen Maske beim Zahnarzt.,"<|user|>
Lady with a green mask at the dentist and she just look very unhappy. 
<|assistant|>:Eine Dame mit einer grünen Maske bei dem Zahnarzt, die sie"
A man with an orange jacket and blue hat climbing a snowy mountain.,Ein Mann mit einer orangen Jacke und blauem Mütze klettert auf einen verschneiten Berg.,"<|user|>
A man with an orange jacket and blue hat climbing a snowy mountain. 
<|assistant|>:
Ein Mann mit einer orangen Jacke und blauen Hut klettert auf einen"
A little girl with blond-hair is playing and splashing in a mud puddle.,Ein kleines Mädchen mit blonden Haaren spielt und spritzt in einer Schlammpfütze.,"<|user|>
A little girl with blond-hair is playing and splashing in a mud puddle. 
<|assistant|>:
Ein kleines Mädchen mit braunem Haar spielt und schüttelt"
A child is riding a bike down an alleyway with graffiti in it.,Ein Kind fährt auf einem Fahrrad durch eine Gasse mit einem Graffiti.,"<|user|>
A child is riding a bike down an alleyway with graffiti in it. 
<|assistant|>:
Ein Kind fährt auf einem Fahrrad einen Gehweg entlang, während Gra"
